Period,DUID,Delta,Contract
2020-01-05,BANN1,-4.206098705190854,Ex-post DWA
2020-01-12,BANN1,0.3356751356978478,Ex-post DWA
2020-01-19,BANN1,0.1379308516899087,Ex-post DWA
2020-01-26,BANN1,-5.895938725280274,Ex-post DWA
2020-02-02,BANN1,-170.7606786614594,Ex-post DWA
2020-02-09,BANN1,0.038504537307051834,Ex-post DWA
2020-02-16,BANN1,-1.436909126078838,Ex-post DWA
2020-02-23,BANN1,0.27352729892505323,Ex-post DWA
2020-03-01,BANN1,-0.20500854610011743,Ex-post DWA
2020-03-08,BANN1,-7.260673007884765,Ex-post DWA
2020-03-15,BANN1,2.507613444395581,Ex-post DWA
2020-03-22,BANN1,-9.394305166081601,Ex-post DWA
2020-03-29,BANN1,-0.6402150302205953,Ex-post DWA
2020-04-05,BANN1,-0.8408576031328892,Ex-post DWA
2020-04-12,BANN1,-1.9939266249496583,Ex-post DWA
2020-04-19,BANN1,-0.050443108979180806,Ex-post DWA
2020-04-26,BANN1,-1.5667374882485738,Ex-post DWA
2020-05-03,BANN1,0.12402853191798613,Ex-post DWA
2020-05-10,BANN1,-0.9628668273011023,Ex-post DWA
2020-05-17,BANN1,-0.6264783425430736,Ex-post DWA
2020-05-24,BANN1,0.34759924662024844,Ex-post DWA
2020-05-31,BANN1,-0.30275027794339593,Ex-post DWA
2020-06-07,BANN1,0.06356991463497508,Ex-post DWA
2020-06-14,BANN1,-1.3997691780841421,Ex-post DWA
2020-06-21,BANN1,-0.3118068148733357,Ex-post DWA
2020-06-28,BANN1,-0.7071537257548997,Ex-post DWA
2020-07-05,BANN1,-0.45905377829855354,Ex-post DWA
2020-07-12,BANN1,-2.719738735400554,Ex-post DWA
2020-07-19,BANN1,0.5362723656262247,Ex-post DWA
2020-07-26,BANN1,-0.5399051294671722,Ex-post DWA
2020-08-02,BANN1,-1.0818498469402371,Ex-post DWA
2020-08-09,BANN1,0.9043767953974395,Ex-post DWA
2020-08-16,BANN1,-1.3998118940980717,Ex-post DWA
