Quarter,ARWF1,BALDHWF1,BRYB1WF1,BRYB2WF2,BULGANA1,CHYTWF1,CROWLWF1,DUNDWF1,DUNDWF2,DUNDWF3,ELAINWF1,GPWFEST1,GPWFEST2,GPWFEST3,HD1WF1,KIATAWF1,MACARTH1,MERCER01,MOORAWF1,MRTLSWF1,MTGELWF1,MUWAWF1,MUWAWF2,OAKLAND1,RYANCWF1,SALTCRK1,STOCKYD1,YENDWF1
2020-03-31,0.26835349524425156,0.34869332348323945,,,,,0.1547696001477514,1.0,1.0,1.0,,,,,,0.09788530796934158,0.5387385723520177,0.37122541324221997,,,0.4282943946809493,0.10582694616308062,,0.271585557299843,,0.25884199833779664,,0.3340105272878382
2020-06-30,0.42183027056976635,0.4411302982731554,,,,,0.28192815587773573,0.7619355434481485,0.745867577800351,0.6597100378612983,,,,,,0.2140548527103149,0.4110259488410749,0.338258380275187,,,0.4233077846523225,0.29199372056514916,,0.36633114784375287,,0.30584541508911256,,0.423492473912642
2020-09-30,0.27566678845451226,0.2747533796127147,,,0.4997259773474607,0.14952502740226525,0.16971136280599197,0.42756667884545124,0.577274388016076,0.27968578735842164,0.26516258677383997,,,,,0.16286079649251003,0.5622031421264158,0.253014249177932,,,0.3271830471318962,0.18478260869565216,,0.2732919254658385,,0.21547314578005114,,0.2569419071976617
2020-12-31,0.3097369382535623,0.30827548410668615,,,0.2959444647424187,0.21483375959079284,0.19665692363902082,0.34353306540007306,0.34042747533796125,0.2997807818779686,0.23730361709901351,,,,,0.10915235659481184,0.4059188892948484,0.30032882718304715,,,0.3626233101936427,0.17035074899525027,,0.3263609791742784,,0.28808914870295943,,0.3086408476434052
2021-03-31,0.27833800186741364,0.26451914098972923,,,0.23482726423902894,0.18179271708683473,0.14892623716153128,0.22408963585434175,0.22194211017740428,0.2084967320261438,0.29187675070028013,,,,,0.08291316526610644,0.4372549019607843,0.3523809523809524,1.0,,0.36918767507002803,0.0972922502334267,,0.3352007469654528,,0.23837535014005604,,0.3626517273576097
2021-06-30,0.4115800166220334,0.3644842552405578,0.2988272231969711,,0.3644842552405578,0.3437067134546126,0.3110167143780589,0.29337889001754547,0.3043679010065565,0.2682611506140918,0.327269369286176,,,,,0.18062609659248316,0.5221165389232616,0.31868131868131866,0.6951703758426447,,0.42164558130944685,0.23769507803121248,,0.31748083848924186,,0.2789731277126235,,0.34112106381013946
2021-09-30,0.33403361344537813,0.19638290098648156,0.12961271465107782,,0.46592985020094996,0.3027036901717209,0.15637559371574716,0.131439532334673,0.22588600657654367,0.15710632078918524,0.4629156010230179,,,,,0.12267080745341614,0.22652539276580197,0.18286445012787725,0.3872853489221776,,0.22542930215564486,0.26269638290098646,,0.19903178662769455,,0.1691633175009134,,0.2146510778224333
2021-12-31,0.28279137742053345,0.3588783339422726,0.28717573986116185,,0.25876872488125685,0.1900803799780782,0.21218487394957983,0.306448666423091,0.288637194008038,0.30032882718304715,0.8417062477164778,,,,,0.08768724881256851,0.49369747899159666,0.3756850566313482,0.7058823529411765,,0.41706247716477896,0.14514066496163683,,0.31247716477895504,,0.3172268907563025,0.352667153818049,0.4154183412495433
2022-03-31,0.2746031746031746,0.29215686274509806,0.37488328664799253,,0.18478057889822597,0.23323996265172736,0.12427637721755369,0.21251167133520074,0.2141923436041083,0.23529411764705882,0.3776844070961718,,,,,0.09822595704948646,0.4323062558356676,0.4061624649859944,0.7705882352941177,,0.4071895424836601,0.13398692810457516,,0.29710550887021475,,0.2766573295985061,0.19635854341736694,0.4304388422035481
2022-06-30,0.35838950965001387,0.3089851325145443,0.2426816880598393,,0.2452673377043125,0.282574568288854,0.18912180256718072,0.20694431618801368,0.2157170560531905,0.215532366792871,0.34906270200387846,,,,,0.126512143318866,0.5565610859728507,0.30002770338904794,0.6362545018007203,,0.32459137501154306,0.17711700064641242,0.8366423492473912,0.2619817157632284,,0.21091513528488318,0.19724813002123925,0.31711145996860285
2022-09-30,0.30069419071976616,0.3133905736207526,0.34289367921081476,,0.2442455242966752,0.26982097186700765,0.18103763244428206,0.2093533065400073,0.20177201315308732,0.20706978443551333,0.32252466203872854,,,,,0.12075264888564122,0.4723237120935331,0.29064669345999267,0.26141761052246987,1.0,0.3565948118377786,0.23794300328827184,0.20487760321519913,0.2711910851297041,,0.24917793204238217,0.24251004749725977,0.30389112166605775
2022-12-31,0.40043843624406283,0.3203324808184143,0.2603215199123127,,0.3415235659481184,0.296583850931677,0.22981366459627328,0.28297405918889296,0.29073803434417245,0.2996894409937888,0.32608695652173914,,,,,0.10330654000730727,0.5251187431494336,0.3209718670076726,0.35796492510047495,0.9496711728169529,0.4023565948118378,0.15756302521008403,0.16532700036536355,0.3945012787723785,,0.30343441724515896,0.2690902447935696,0.3618925831202046
2023-03-31,0.2788982259570495,0.3473389355742297,0.3573295985060691,0.8707749766573296,0.22091503267973855,0.19318394024276378,0.1987861811391223,0.3047619047619048,0.2930905695611578,0.3104575163398693,0.3855275443510738,,,,,0.11260504201680673,0.5315592903828198,0.4297852474323063,0.4465919701213819,0.8404295051353875,0.5380018674136321,0.1565826330532213,0.14556489262371616,0.34976657329598504,,0.38375350140056025,0.21932773109243697,0.3964519140989729
2023-06-30,0.4732662295687506,0.26835349524425156,0.23215440022162712,0.3633761196786407,0.4008680395235017,0.25764151814571984,0.26382860836642347,0.2426816880598393,0.23252377874226612,0.223104626465971,0.2707544556284052,,,,,0.10056330224397451,0.3683627297072675,0.28285160217933325,0.2846984947825284,0.371594791762859,0.3274540585464955,0.22005725367069906,0.20565149136577707,0.2965186074429772,,0.2731554160125589,0.2538553883091698,0.29236309908578817
2023-09-30,0.42016806722689076,0.24451954694921446,0.2816039459261966,0.32900986481549144,0.3455425648520278,0.31868834490317866,0.20396419437340155,0.2426927292656193,0.25082206795761786,0.24579831932773108,0.2721958348556814,,,,,0.18377785896967483,0.4025392765801973,0.2950310559006211,0.2642491779320424,0.27694556083302885,0.3656375593715747,0.2637011326269638,0.2674461088783339,0.281055900621118,,0.2542930215564487,0.2026854219948849,0.29457435147972233
2023-12-31,0.23794300328827184,0.2773109243697479,0.31494336865180855,0.44254658385093165,0.21638655462184875,0.16660577274388016,0.17190354402630617,0.2715564486664231,0.2641578370478626,0.26561929119473876,0.30361709901351847,,,,,0.09426379247351115,0.4862988673730362,0.358695652173913,0.35421994884910485,0.45588235294117646,0.4472963098282791,0.103032517354768,0.1223054439166971,0.31932773109243695,,0.32161125319693096,0.15756302521008403,0.3238034344172452
2024-03-31,0.31120140363837845,0.3799981531073968,0.3500784929356358,0.33022439745128823,0.2134084402991966,0.20075722596731,0.21008403361344538,0.2943946809493028,0.2738941730538369,0.3055683811986333,0.31166312678917724,,,,,0.08911256810416475,0.5010619632468372,0.364761289131037,0.39698956505679195,0.4076091975251639,0.5317203804598762,0.12595807553790747,0.11921691753624526,0.34850863422291994,,0.3261612337242589,0.21091513528488318,0.34130575307045896
2024-06-30,0.4580293655923908,0.4249699879951981,0.44020685197155784,0.4362360328746883,0.38027518699787605,0.26752239357281377,0.31831194016067965,0.4078862314156432,0.39107950872656755,0.3884015144519346,0.46467817896389324,,,,,0.22910702742635516,0.7321082279065473,0.5666266506602641,0.4713269923353957,0.4555360605780774,0.5282112845138055,0.2990119124572906,0.24517499307415275,0.4796380090497738,,0.4466709760827408,0.3455536060578077,0.5061409179056238
2024-09-30,0.4090244793569602,0.22789550602849837,0.15865911582024114,0.16350018268176836,0.3734015345268542,0.24369747899159663,0.21812203142126416,0.20697844355133357,0.18195104128607964,0.17354767994154183,0.2056083302886372,,,,0.2989587139203507,0.1738217025940811,0.4893131165509682,0.26543660942637926,0.18030690537084398,0.1711728169528681,0.22753014249177933,0.2714651077822433,0.22826086956521738,0.25557179393496526,,0.23675557179393497,0.16295213737668982,0.22652539276580197
2024-12-31,0.3131165509682134,0.2355681402995981,0.34325904274753377,0.32517354767994155,0.26963829009864815,0.16085129704055534,0.18286445012787725,0.34316770186335405,0.2999634636463281,0.3236207526488856,0.6304347826086957,1.0,0.9487577639751553,1.0,0.2610522469857508,0.08467299963463647,0.5899707709170625,0.39934234563390575,0.3869199853854585,0.31430398246255026,0.4229082937522835,0.16843259042747533,0.10860431128973329,0.33713920350748994,0.3265436609426379,0.33028863719400803,0.21565582754841067,0.391304347826087
