Quarter,ARWF1,BALDHWF1,BRYB1WF1,BRYB2WF2,BULGANA1,CHYTWF1,CROWLWF1,DUNDWF1,DUNDWF2,DUNDWF3,ELAINWF1,GPWFEST1,GPWFEST2,GPWFEST3,HD1WF1,KIATAWF1,MACARTH1,MERCER01,MOORAWF1,MRTLSWF1,MTGELWF1,MUWAWF1,MUWAWF2,OAKLAND1,RYANCWF1,SALTCRK1,STOCKYD1,YENDWF1
2020-03-31,0.00673827158329543,-0.00029605018409495365,,,,,0.004251356437685372,,0.5,0.003974885074676693,,,,,,0.011417640048649313,0.017569194310682157,0.005971755911513443,,,0.004649321803184447,0.2249733344374083,,0.01630311352236169,,0.006735943032082026,,0.21614838462194297
2020-06-30,0.017052357605472745,0.0009832956672057858,,,,,0.005942229775570129,,-0.00015065502290201316,0.0018131916700816486,,,,,,0.0333460885873853,0.012603684684369343,0.010298315768664468,,,0.004962037249974349,0.16882799965285522,,0.013454163892684723,,0.007324306132154623,,0.08874133903013015
2020-09-30,0.03419685650922977,0.000683287303008262,,,0.07396785362101099,0.0076893364654282426,0.0032766929345755536,0.10637925975457807,0.053070258628344136,0.20006475252193956,0.019244021223224772,,,,,0.06515248514112748,0.0011039999577080462,0.0007062806514563924,,,0.007066314061708101,0.10471474352157062,,0.01378418966491557,,0.00931326122935916,,0.009786129887821793
2020-12-31,0.044293382003498194,0.0017606333838191546,,,0.02773592441962769,0.034376827756718686,0.008859457886603472,0.30783676988510866,0.3074917892197563,0.04128700742138769,0.027205344470418114,,,,,0.1134931434179196,0.025913515355610706,-0.00015254839714184953,,,0.024070944651291337,0.13175980288871625,,0.03508870175932588,,0.04424420633531301,,0.033581907493871466
2021-03-31,0.05701676337107775,0.00011205974266437213,,,0.019270634800853892,0.015828528706036904,0.0031560426853265433,0.01670004678998105,0.05761107818986133,0.015448068309563356,0.04046620003169665,,,,,0.14709739372850006,0.001656385770153368,0.002311718714513078,0.03841842772412596,,0.009097777323245348,0.08794030159493971,,0.05827376185925914,,0.06212668355320028,,0.025775741821933096
2021-06-30,0.05381487894442649,0.0011554335257031312,0.04055057922740146,,0.020519665710072466,0.008279422442212248,0.004570149608706164,0.044563963376893945,0.012188831112729726,0.0182171184556571,0.023304554024927704,,,,,0.12951656554265867,0.008052277695615229,0.0018366648306905597,0.06185784107975867,,0.006316196422332276,0.09164735904983512,,0.021060513449658314,,0.045610546788629414,,0.019198717258403608
2021-09-30,0.06124357466269548,0.0015934451857100296,0.007834410732408426,,0.0794837959841328,0.05260140037975036,0.01380689201682872,0.042965245803841534,0.034515433139926666,0.024727680793862228,0.04652791744712359,,,,,0.12219661316589514,0.021075038739882812,0.0008461666907640941,0.12007483544539699,,0.045909212210139216,0.33264559425916096,,0.020982917574135507,,0.11269967084237409,,0.04564283909778566
2021-12-31,0.0670813059808052,0.0017966821365625885,0.008273250224952178,,0.05962038822451432,0.04444818135287554,0.016809677716369875,0.02990117142478166,0.045060208161568416,0.013494748061540163,0.24151406817089205,,,,,0.012977670034326594,0.12170210889839295,0.0020171256335012044,0.12273740477741879,,0.07621037417084175,0.27810547171790057,,0.06166795053195018,,0.16230361137092697,0.07318537685743354,0.13736158239694163
2022-03-31,0.05982871485974983,0.0031576187410826684,0.006161471657608275,,0.041478143105735055,0.01812849791904958,0.013554013325600689,0.0001963498741076597,0.000472744414622972,0.00026768935805809857,0.08804695418788067,,,,,0.0471983257019547,0.005154846729595874,0.056065672968708014,0.07676749236943348,,0.030459336338114817,0.11026571616042391,,0.019142575670448636,,0.07964606212990688,0.0476528574086571,0.07917766198607035
2022-06-30,0.027293524970709915,0.0017655900835025218,0.02353857719793273,,0.01704303690418507,0.008635820643677183,0.008268176549994566,-0.00020368563586048438,-0.007312339350325381,-0.00415759397067883,0.05014507972242588,,,,,0.006563220083054655,0.005484862326538997,0.05545421725944666,0.04246581132179028,,0.006735145204774251,0.05429347736372936,0.03145726225852108,0.03776056328277333,,0.010758524598404429,0.03050164014924084,0.05367965791921392
2022-09-30,0.1750896421508784,0.0014104684730761319,0.006555512787433715,,0.05208268717277065,0.0009652045104233675,0.06691471255209147,-0.00847233362795885,-0.011251592549830658,0.0030147189039081423,0.13900848602368532,,,,,0.010898301131376242,0.019026023103926648,0.056984676250969035,0.03538740410533392,,0.009219182434876072,0.14880205413235015,0.03132562482451329,0.015438681045049085,,0.021903944665319308,0.09117106898192961,0.11050549918506603
2022-12-31,0.22024086644069962,0.00478424773736863,0.08092648757654386,,0.14531203509433344,0.009733802440153316,0.10635266729540205,0.03199177338583914,-0.01233107056678917,0.1172065276686578,0.14682933073497773,,,,,0.017579014566303286,0.05003475576806382,0.14204243416294937,0.1008227088675473,,0.031005978305105097,0.17108725249855072,0.05483744426173298,0.018827884492753966,,0.04723746481409119,0.2533665580380926,0.13578755083401584
2023-03-31,0.07343266696492723,0.006188645421661199,0.039570725241429794,0.09445628857293109,0.10407814274899507,0.04851564798886243,0.012465723960747965,0.077706200020494,-0.009610684123747104,0.08440691296603675,0.2004506903259453,,,,,0.01197053299917572,0.01063525594787118,0.12744555028278326,0.06764681562966979,0.03841584704850087,0.060138831054840414,0.1884584244568227,0.018517756439909272,0.015248930183975107,,0.2300276067639998,0.17825537735743435,0.18083195869340274
2023-06-30,0.10406375626844677,0.0017298087406035778,0.011080088556040257,0.06614495926270136,0.03786932703582546,0.011916775926030021,0.05762432120127914,0.035606729056316344,-0.0036906009860975253,0.021289870419977097,0.08684064229564414,,,,,0.005842182758958647,0.025718366155229377,0.04025513191060437,0.041827965118307886,0.019391565365247776,0.005747916358503358,0.18158771154440578,0.09979772993530533,0.02493310579507646,,0.08982972326359118,0.020023190209612518,0.06800851295083876
2023-09-30,0.08005165914901591,0.00398226885267039,0.04224603526427195,0.21026300003165033,0.04619912637234458,0.0340329080090358,0.053770542408318356,0.050229929515164584,0.05046443174345938,0.0868269126289416,0.14154617877961895,,,,,0.07884617890967938,0.05465286738202679,0.11220710257029987,0.06368661353523108,0.07446591153814097,0.024488673210183665,0.183444889503943,0.1876458435266205,0.05916220271297634,,0.14811504965759703,0.06606278186557135,0.12183435215340366
2023-12-31,0.114522027904162,0.01026152975573813,0.05870314659533027,0.36707806453638303,0.04870506951484943,0.09560461911414087,0.10866013947986597,0.21533890896336016,0.13828788272817283,0.13175178294806977,0.22806014743743186,,,,,0.17943491493582742,0.12897085392454832,0.22530286822577372,0.1343037888613543,0.22691914838248517,0.10291122889328064,0.2666376689950578,0.31679237764537727,0.0806145691062723,,0.26889092181427154,0.09913948709336096,0.23397467998721588
2024-03-31,0.04469897283498647,0.015842922541142168,0.06366770445601222,0.2057966921172245,0.05466574429116855,0.08589258017399681,0.02907597904886916,0.15739809616967038,0.11966837325721968,0.11133322398786694,0.2280718793259351,,,,,0.10320891260487464,0.08469950892992917,0.2996079535991728,0.1348320023799946,0.1672595009900527,0.08251816266032785,0.16268186097241788,0.13569712674982293,0.054882619226153784,,0.18516035341868187,0.07669371649760592,0.21020339466434235
2024-06-30,0.036968318919126664,0.00022930151492772666,0.010253814534357808,0.11594732543103903,-0.00099854062875937,0.005352715205493297,0.00017107627762635857,0.013555716980926169,0.007127065583244274,0.004443697437244154,0.06870486097222006,,,,,0.04187201345669345,0.00788585216035076,0.1434948150610138,0.025473403676468775,0.03845428447166521,0.0063521015525865865,0.0779174950183864,0.03284323664027289,0.0030031062513558027,,0.07388362396471426,0.0025804141557908,0.05617220774803877
