Quarter,DWA price
2020-03-31,87.2347845386528
2020-06-30,34.51066747418537
2020-09-30,40.66849808312931
2020-12-31,28.6818859056854
2021-03-31,16.440262069206312
2021-06-30,41.49852502780296
2021-09-30,20.996065788069664
2021-12-31,8.219490659871152
2022-03-31,40.77581432179224
2022-06-30,165.55005794965095
2022-09-30,133.93624379906385
2022-12-31,17.844178939115114
2023-03-31,22.068024669570185
2023-06-30,56.20336755953683
2023-09-30,13.265714201892399
2023-12-31,-2.9092225596880743
2024-03-31,25.447689188734167
2024-06-30,80.10382308747029
2024-09-30,42.58679260410666
2024-12-31,0.12054214698247764
