Interval,Solar,Wind
2020-01-31,841.0,1317.0
2020-02-29,841.0,1317.0
2020-03-31,889.3870967741935,1317.0
2020-04-30,941.0,1317.0
2020-05-31,985.516129032258,1361.8709677419354
2020-06-30,1017.3333333333334,1424.0
2020-07-31,1230.0,1424.0
2020-08-31,1416.2903225806451,1424.0
2020-09-30,1505.0,1424.0
2020-10-31,1505.0,1424.0
2020-11-30,1819.0,1609.5
2020-12-31,1953.3870967741937,1866.0
2021-01-31,1955.0,1936.0
2021-02-28,1976.4285714285713,1936.0
2021-03-31,1985.0,1936.0
2021-04-30,1985.0,1936.0
2021-05-31,1991.774193548387,1954.516129032258
2021-06-30,2059.133333333333,2018.0
2021-07-31,2197.1935483870966,2018.0
2021-08-31,2323.0,2018.0
2021-09-30,2323.0,2018.0
2021-10-31,2397.032258064516,2018.0
2021-11-30,2495.0,2018.0
2021-12-31,2498.0,2018.0
2022-01-31,2498.0,2018.0
2022-02-28,2498.0,2018.0
2022-03-31,2509.1290322580644,2018.0
2022-04-30,2613.0,2018.0
2022-05-31,2613.0,2018.0
2022-06-30,2613.0,2018.0
2022-07-31,2613.0,2018.0
2022-08-31,2613.0,2018.0
2022-09-30,2625.0,2018.0
2022-10-31,2703.0,2018.0
2022-11-30,2703.0,2018.0
2022-12-31,2857.8387096774195,2018.0
2023-01-31,3103.0,2018.0
2023-02-28,3103.0,2018.0
2023-03-31,3127.516129032258,2018.0
2023-04-30,3293.0,2018.0
2023-05-31,3293.0,2018.0
2023-06-30,3337.1666666666665,2018.0
2023-07-31,3346.0,2018.0
2023-08-31,3346.0,2336.967741935484
2023-09-30,3346.0,2542.0
2023-10-31,3346.0,2542.0
2023-11-30,3346.0,2542.0
2023-12-31,3346.0,2542.0
2024-01-31,3346.0,2542.0
2024-02-29,3346.0,2542.0
2024-03-31,3346.0,2542.0
2024-04-30,3346.0,2542.0
2024-05-31,3463.0967741935483,2561.8709677419356
2024-06-30,3676.0,2598.0
2024-07-31,3676.0,2598.0
2024-08-31,3676.0,2598.0
2024-09-30,3676.0,2598.0
2024-10-31,3676.0,2598.0
2024-11-30,3676.0,2598.0
2024-12-31,3869.548387096774,2598.0
