Quarter,Solar,Wind
2020-03-31,76.25612706120268,543.8164908783577
2020-06-30,43.01669141559829,603.7169195940171
2020-09-30,66.15037701841787,658.6216612681159
2020-12-31,104.55220639983393,639.8585818934934
2021-03-31,107.82120665123456,552.3746676847994
2021-06-30,64.01248609012515,539.7142141395757
2021-09-30,74.08081189424819,731.986825801253
2021-12-31,111.08265225166062,623.8064616168479
2022-03-31,112.55675074537037,712.5813437966821
2022-06-30,64.08725823031136,723.8293663782051
2022-09-30,76.37867112998188,897.1155921233394
2022-12-31,119.81603451728563,850.1960512024456
2023-03-31,145.82325381790122,754.5168023248458
2023-06-30,84.87648427655677,797.9786107245878
2023-09-30,105.3406153419384,771.2031397554348
2023-12-31,156.2828217451691,820.7480274452748
2024-03-31,189.89991982677046,746.8013220398352
2024-06-30,105.53194332417583,605.642984915293
2024-09-30,124.37419183763588,1008.6263523735659
2024-12-31,188.30490432933271,804.2978422946859
