Quarter,BLUFF1,CATHROCK,CLEMGPWF,CNUNDAWF,GSWF1A,GSWF1B1,HALLWF1,HALLWF2,HDWF1,HDWF2,HDWF3,LGAPWF1,LGAPWF2,LKBONNY1,LKBONNY2,LKBONNY3,MTMILLAR,NBHWF1,PAREPW1,SNOWNTH1,SNOWSTH1,SNOWTWN1,STARHLWF,WATERLWF,WGWF1,WPWF
2020-03-31,0.41518145719826394,,0.23437067134546127,,,,0.2477606427186259,0.22956875057715395,0.12198725644103796,0.17129928894634777,0.15283036291439653,0.20389694339274173,,,0.5004155508357189,0.4729891956782713,,0.22910702742635516,,0.19069166127989656,0.14119493951426726,0.14876719918736725,,0.2858066303444455,0.2673377043124942,
2020-06-30,0.34195216548157725,,0.3498938036753163,,,,0.2631821959553052,0.2601348231600332,0.21313140640871733,0.24406685751223567,0.23307784652322466,0.26225874965370766,,,0.41130298273155413,0.40123741804414076,,0.24148120786776248,,0.32302151629882725,0.2914396527841906,0.31877366331147844,,0.2631821959553052,0.2423123095392003,
2020-09-30,0.32563025210084034,,0.2955791012056997,,,,0.18898428936792108,0.18222506393861893,0.17035074899525027,0.2267080745341615,0.1991231275118743,0.1489769820971867,,,0.3523017902813299,0.34024479356960174,,0.20040189989039095,,0.25812933869199856,0.21410303251735477,0.2091706247716478,,0.2025027402265254,0.21629521373766897,
2020-12-31,0.3505663134819145,,0.15738034344172452,,,,0.182955791012057,0.17336499817318232,0.15153452685421995,0.18222506393861893,0.17199488491048592,0.11645962732919254,,,0.3252648885641213,0.3065400073072707,,0.17811472415052979,,0.1798502009499452,0.15390938984289368,0.15354402630617464,,0.2783156740957253,0.16989404457435148,
2021-03-31,0.45294117647058824,,0.1876750700280112,,,,0.19355742296918768,0.19551820728291316,0.126890756302521,0.16582633053221288,0.14967320261437908,0.06227824463118581,,,0.38608776844070963,0.3596638655462185,,0.1796451914098973,,0.18720821661998133,0.12782446311858076,0.12941176470588237,,0.24911297852474323,0.19477124183006536,
2021-06-30,0.37270292732477606,,0.31286360698125404,,,,0.256441037953643,0.2548711792409271,0.26946163080616864,0.22993812909779296,0.22384338350724906,0.25736448425524056,,,0.37759719272324316,0.35589620463570043,,0.25117739403453687,,0.3085234093637455,0.26429033151722225,0.28035829716501987,,0.33244066857512233,0.2532089758980515,
2021-09-30,0.29493971501644134,,0.32955791012056995,,,,0.19610887833394228,0.1969309462915601,0.19875776397515527,0.25986481549141394,0.2411399342345634,0.18368651808549508,,,0.232188527584947,0.21729996346364633,,0.2273474607234198,,0.2959444647424187,0.24525027402265254,0.28690171720862256,,0.18204238217025942,0.21373766898063573,
2021-12-31,0.3697478991596639,,0.16971136280599197,,,,0.1711728169528681,0.17802338326635,0.12997807818779686,0.18377785896967483,0.1635915235659481,0.09024479356960176,,,0.402265253927658,0.38929484837413225,,0.18021556448666423,,0.16441359152356594,0.12970405553525757,0.11399342345633906,,0.2284435513335769,0.20487760321519913,
2022-03-31,0.39318394024276376,,0.16283846872082167,0.32819794584500467,,,0.1815126050420168,0.1753501400560224,0.11736694677871148,0.1631185807656396,0.1503267973856209,0.08618113912231559,0.23865546218487396,0.37404295051353875,0.32072829131652664,0.29365079365079366,,0.1646125116713352,,0.16526610644257703,0.13323996265172736,0.11708683473389356,,0.23958916900093372,0.18571428571428572,0.18328664799253033
2022-06-30,0.3742727860374919,0.2741712069443162,0.3694708652691846,0.3075076184319882,,,0.2609659248314711,0.22208883553421369,0.2618893711330686,0.30547603656847355,0.28793055683811986,0.23603287468833686,0.2778649921507064,0.3823991134915505,0.33539569674023456,0.31914304183211745,0.31803490627020037,0.2853449071936467,0.8085695816788254,0.3223751038877089,0.25838027518699785,0.26475205466802104,0.24554437159479175,0.22255055868501247,0.2654908117092991,0.3040908671160772
2022-09-30,0.296583850931677,0.28626233101936427,0.28050785531603945,0.34070149799050053,,,0.32188527584947024,0.3105590062111801,0.17911947387650712,0.21300694190719766,0.2009499451954695,0.1376507124588966,0.1669711362805992,0.41487029594446473,0.34070149799050053,0.3172268907563025,0.3523017902813299,0.2248812568505663,0.40025575447570333,0.25785531603945927,0.22095359883083668,0.237120935330654,0.36782974059188894,0.19437340153452684,0.211362805991962,0.29137742053343074
2022-12-31,0.37267080745341613,0.30489587139203506,0.21940080379978077,0.3665509682133723,,,0.20177201315308732,0.2248812568505663,0.14194373401534527,0.1835951772013153,0.1687066130800146,0.07645232005845816,0.09179758860065765,0.40710632078918524,0.35111435878699304,0.32928388746803067,0.3169528681037632,0.19081110705151627,0.23922177566678846,0.2206795761782974,0.1665144318597004,0.22679941541834125,0.2884545122396785,0.2531055900621118,0.23502009499451954,0.2782243332115455
2023-03-31,0.4850606909430439,0.33585434173669465,0.20364145658263305,0.3937441643323996,,,0.22306255835667602,0.21988795518207283,0.14276377217553687,0.1880485527544351,0.16694677871148458,0.0865546218487395,0.115406162464986,0.4470588235294118,0.39467787114845937,0.37366946778711485,0.18057889822595705,0.21465919701213818,0.10494864612511672,0.2069094304388422,0.1568627450980392,0.14640522875816994,0.25443510737628383,0.31400560224089635,0.24789915966386555,0.17394957983193277
2023-06-30,0.32976267430048944,0.3103703019669406,0.3254224766829809,0.2838673931110906,,,0.22199649090405393,0.20408163265306123,0.21377781881983562,0.27213962508080153,0.25311663126789175,0.2300304737279527,0.24065010619632468,0.4293101856127066,0.3462923630990858,0.40206851971557855,0.2904238618524333,0.249238156801182,0.36282205189768213,0.3768584356819651,0.31729614922892235,0.2990119124572906,0.2986425339366516,0.23963431526456735,0.3300397081909687,0.3223751038877089
2023-09-30,0.3607964925100475,0.2670807453416149,0.3238947753014249,0.2858056265984655,,,0.23383266350018267,0.2467117281695287,0.22899159663865545,0.2893679210814761,0.26625867738399706,0.2642491779320424,0.2732919254658385,0.37239678480087685,0.31941907197661673,0.358330288637194,0.3839057362075265,0.25876872488125685,0.3881074168797954,0.3437157471684326,0.2830654000730727,0.30781877968578736,0.3949579831932773,0.2718304713189624,0.3421629521373767,0.36764705882352944
2023-12-31,0.4825538911216661,0.23830836682499087,0.19501278772378516,0.3985202776762879,1.0,,0.3386006576543661,0.24515893313847278,0.14194373401534527,0.17948483741322616,0.17281695286810375,0.08567774936061381,0.09755206430398246,0.4198027036901717,0.4367007672634271,0.40619291194738766,0.16377420533430764,0.22031421264157838,0.14842893679210814,0.19282060650347096,0.16596638655462184,0.13993423456339057,0.21017537449762513,0.3108330288637194,0.2748447204968944,0.13116550968213372
