Quarter,BANN1,COHUNSF1,GANNSF1,GIRGSF,GLENSF1,GLRWNSF1,KARSF1,KIAMSF1,MOKOSF1,NUMURSF1,WEMENSF1,WINTSF1,WUNUSF1,YATSF1
2020-03-31,0.010783633772747936,0.0,0.0025527197485814,0.0,0.0,0.0,0.00779957523554764,0.0,0.0,0.009386864610851475,0.027556288602985313,0.0,0.0,0.0
2020-06-30,0.014425382523863162,0.0,0.01034993693337427,0.0,0.0,0.0,0.01391894138563421,0.0,0.0,0.0029020600486547865,0.012254309155067866,0.0,0.0,0.0
2020-09-30,0.09484982812422116,0.0,0.005520300335622896,0.0,0.0,0.0,0.024109664105381512,0.0,0.0,0.030634477741340094,0.08334364382558035,0.0,0.0,0.0
2020-12-31,0.131991625344411,,0.02771358693949011,0.0,0.0,0.12117021078446588,0.09302270471218754,0.039660714211908754,0.0,0.06899322413783526,0.15735644620808054,0.0,0.0,0.009239493115296815
2021-03-31,0.03871841664744646,,0.0124309119578071,0.0,0.0,0.0004482161374849136,0.03906208068589856,0.040661593080215885,0.0,0.07799213943532946,0.1366946584461567,0.15435753329564628,0.0,0.0974807702403171
2021-06-30,0.08144201918220673,0.1924742258819947,0.022011331915395838,0.0,0.0,0.0,0.04395789897280766,0.0688669099856618,0.0,0.04543445387299072,0.08708785755580117,0.002696070332544931,0.0,0.11007784746247351
2021-09-30,0.1620116513796459,0.12560286611788418,0.05320599258430447,0.0,0.0,0.11221503657631171,0.19086948542063975,0.10833900820349707,0.0,0.2140401078826002,0.3116496861724376,0.13593038529682655,0.0,0.16705196533339006
2021-12-31,0.350579266585231,0.33968490026229814,0.051371062137681944,0.0,0.0,0.12269498827166836,0.3077577613500355,0.08560421473611513,0.0,0.2605184180462907,0.5386325090241443,0.15393334953656734,0.0,0.3287337627795943
2022-03-31,0.23366701284369473,0.272781018844635,0.014323464799052443,0.0,0.0,0.00867557148582554,0.10923356180746135,0.07084613121965633,0.0,0.17571093562921203,0.35954254578772193,0.04639892554309166,0.0,0.11931484547033211
2022-06-30,0.06761643674592865,0.1992202657625023,0.010973789100998776,0.0,0.0,0.0,0.03225537723097649,0.022591226730203195,0.0,0.08476849939726705,0.18713707136378277,0.02765874743532759,0.0,0.04164154862446823
2022-09-30,0.16073498597086433,0.23115678513321603,0.008294544923118874,0.0,0.0,0.005338102404294109,0.09042122703514333,0.057392451867155136,0.0,0.20452883356088492,0.2286009576078386,0.0555004041711219,0.0,0.10805866509887097
2022-12-31,0.22405041038050666,0.250363433585846,0.04795062294115371,0.0,0.0,0.024849738405735677,0.16627018369157676,0.10930649215449983,0.0,0.4291560197538451,0.17658307225988223,0.23441437553938738,0.0,0.19081057120174527
2023-03-31,0.3147079175907769,0.06419244975216931,0.02833424802221196,0.0,0.0,0.1838198770019469,0.1389881226655333,0.11701925476554986,0.0,0.434745230174583,0.30370750711269345,0.20297464884571592,0.0,0.18079736199303742
2023-06-30,0.09123001538935471,0.03726663665548102,0.028404903211380117,0.0,0.0,0.058152196208667295,0.07317341169071856,0.04592353646352032,0.0,0.16393333966944112,0.06095824598961219,0.05972436940153014,0.0,0.08294745446547191
2023-09-30,0.3979514198116282,0.11570443809151221,0.039100190825729464,0.0,0.0,0.21755661828546757,0.36528321649017714,0.0799133125318583,0.0,0.36323984254575203,0.37670109213775604,0.2752526884715324,0.0,0.26153541654945844
2023-12-31,0.35815097932753504,0.20177196594042013,0.07998264240686381,0.0,0.47324824085480965,0.25787549945499644,0.4246865209334364,0.15071254245048338,0.0,0.4887528524073713,0.33460765056061126,0.348653572151279,0.0,0.5012556605510647
2024-03-31,0.4324774046973954,0.1381319795682121,0.03455230732600656,0.0,0.284331228411999,0.22015802781074767,0.19875177943898192,0.10355922575543319,0.0,0.33510824307976295,0.44562630861362806,0.2555577086198131,0.0,0.26187485524791776
2024-06-30,0.2267487560626512,0.0,0.01053594727177909,0.0,0.04432345672767246,0.0387023186555161,0.04849267088275,0.03459477894735097,0.0,0.02963611508037589,0.20573545096147505,0.023901936001259227,0.0,0.1324559381904259
2024-09-30,0.30042875231274446,0.0,0.04765215525808475,0.21171671292379712,0.1913188286494384,0.18730672589105302,0.21933222887945214,0.058112885965888816,0.0,0.16383225604674423,0.30167603508857355,0.16515947666974795,0.0,0.23179944433626098
2024-12-31,0.4083035583148865,0.0,0.047835689914433766,0.36117092513670657,0.1159971967722827,0.43411055327703363,0.18892267172244825,0.17270738969569277,0.0,0.25446842222150223,0.4087353746696669,0.2953376874430611,0.10596288688378919,0.30159824986186556
