Quarter,Solar,Wind
2020-03-31,69.22977055784493,503.13488646386594
2020-06-30,40.58877009348291,551.9192143108975
2020-09-30,60.036917052196564,596.061578711881
2020-12-31,91.19395502981583,584.0355716047706
2021-03-31,93.86591943865741,525.6167702102623
2021-06-30,61.57891793021214,497.50375827876985
2021-09-30,59.14670560990338,615.5093918280118
2021-12-31,90.1321009107035,569.7828269321784
2022-03-31,105.1796958904321,688.2449582716049
2022-06-30,62.33358959096459,696.7889271989469
2022-09-30,68.7549155787666,841.700737918931
2022-12-31,95.9032730200785,741.2177454247811
2023-03-31,126.82755268132716,711.4525617729552
2023-06-30,77.01509598653084,745.9764592271445
2023-09-30,85.48340680253624,697.9561224345183
2023-12-31,103.89330310443086,727.08551856601
2024-03-31,144.46099207188644,702.9609411179792
2024-06-30,100.34539379922163,594.8916071005036
2024-09-30,93.42623471825937,923.3009041925196
2024-12-31,108.51844291704408,689.8352182686066
