Time of day,Solar,Wind
00:00:00,0.015182367941712203,889.0955272472678
00:30:00,0.014079050546448089,880.8617042099272
01:00:00,0.02397473816029144,874.1233010359745
01:30:00,0.035841304644808746,867.3323986429873
02:00:00,0.04072434198542805,857.2916123041894
02:30:00,0.04717261612021858,850.196623665756
03:00:00,0.05289216302367942,842.3146326958106
03:30:00,0.04092950136612022,836.3602922085611
04:00:00,0.03980251138433516,831.1222996402549
04:30:00,0.03855066712204007,828.1357052026411
05:00:00,0.02865584699453552,821.9788376434426
05:30:00,0.8948712090163935,815.3847313820584
06:00:00,8.672563025956284,808.3189449567395
06:30:00,29.94558322859745,788.0908549157559
07:00:00,66.31938279143897,759.4237413547359
07:30:00,116.94384683515483,727.6560234289618
08:00:00,173.06937998178506,684.9357009084699
08:30:00,223.9467847518215,636.8681017691257
09:00:00,259.32524742258653,593.2968391393442
09:30:00,276.2846267736794,559.6555045081967
10:00:00,285.711757773224,532.8269156102003
10:30:00,287.83420505464477,516.2522012591074
11:00:00,279.97316732923497,497.83841761612024
11:30:00,276.8656219489982,484.55209235655735
12:00:00,273.3507525,480.1791056443534
12:30:00,270.3035709016394,480.0864294717669
13:00:00,264.64011662795997,482.2201659517304
13:30:00,260.1543985974499,487.8136384995446
14:00:00,258.9550628028233,501.5841256967213
14:30:00,263.2123834881603,522.2311113205828
15:00:00,264.5052480191257,553.6064531602915
15:30:00,264.42314072859745,581.9503618943534
16:00:00,259.2084248565574,621.460879075592
16:30:00,234.64175459699453,665.3227649089254
17:00:00,192.94401147540984,709.5699923132969
17:30:00,137.30964360200363,746.1717587204007
18:00:00,80.28481557604735,786.2315295673952
18:30:00,36.52552989981785,815.1087926593807
19:00:00,10.523782069672132,834.4429012067395
19:30:00,0.9372076980874317,848.8634280919854
20:00:00,0.014254590163934426,860.7210654713115
20:30:00,0.004751514116575592,871.3838856876139
21:00:00,0.013824911202185793,878.3568434631147
21:30:00,0.014299360200364299,886.7332979667577
22:00:00,0.02300317850637523,889.4585253324226
22:30:00,0.016582085610200362,890.9297560860656
23:00:00,0.01242266621129326,887.4177061999089
23:30:00,0.01833327641165756,886.7808588000911
