Interval,DWA price
2020-01-31,66.73038092242214
2020-02-29,33.61499174451305
2020-03-31,35.758523362163615
2020-04-30,19.03703869814228
2020-05-31,27.153658436617096
2020-06-30,34.0139955594019
2020-07-31,45.245722036059426
2020-08-31,31.967763698514258
2020-09-30,3.930504698012587
2020-10-31,13.515192596414682
2020-11-30,28.55338904614902
2020-12-31,2.9518423506305984
2021-01-31,18.556877923534607
2021-02-28,15.679876019399126
2021-03-31,22.28602619169227
2021-04-30,29.559522654447665
2021-05-31,39.32819542257079
2021-06-30,63.94411956693162
2021-07-31,53.28889629571745
2021-08-31,21.444435127497204
2021-09-30,0.6123526688384069
2021-10-31,4.5430471485896815
2021-11-30,14.280793751398308
2021-12-31,33.67759039079073
2022-01-31,45.75779249436329
2022-02-28,49.022521893607056
2022-03-31,44.716673371376075
2022-04-30,118.12256151720938
2022-05-31,237.23500790424296
2022-06-30,232.84588700789664
2022-07-31,242.83761807855316
2022-08-31,87.66866069300903
2022-09-30,94.29926307939971
2022-10-31,58.75332923426719
2022-11-30,16.516609777387245
2022-12-31,26.440771240099163
2023-01-31,43.61587295952609
2023-02-28,56.86293612679589
2023-03-31,46.8804673818877
2023-04-30,53.8343891652473
2023-05-31,105.91949744147628
2023-06-30,36.52044040945401
2023-07-31,30.850598020189537
2023-08-31,56.13589127747404
2023-09-30,14.537618697581141
2023-10-31,2.91968327629095
2023-11-30,42.29720126234775
2023-12-31,37.73112143050401
2024-01-31,25.200326695400626
2024-02-29,46.21493900537645
2024-03-31,57.31007399105271
2024-04-30,77.97927511324714
2024-05-31,96.6979066548012
2024-06-30,121.81117869446688
2024-07-31,113.28669330422498
2024-08-31,40.7003787153645
2024-09-30,7.43883171238206
2024-10-31,17.7486567284438
2024-11-30,38.04738688513869
2024-12-31,42.744487259065224
