Region,Date,Highest-priced hour,Lowest-priced hour
NSW,2023-02-04,18,13
NSW,2023-02-05,18,10
NSW,2023-02-06,18,10
NSW,2023-02-07,19,7
NSW,2023-02-08,19,9
NSW,2023-02-09,6,12
NSW,2023-02-10,18,10
NSW,2023-02-11,19,17
NSW,2023-02-12,22,7
NSW,2023-02-13,5,16
NSW,2023-02-14,18,16
NSW,2023-02-15,18,9
NSW,2023-02-16,18,9
NSW,2023-02-17,18,2
NSW,2023-02-18,14,9
NSW,2023-02-19,18,8
NSW,2023-02-20,18,1
NSW,2023-02-21,14,23
NSW,2023-02-22,18,16
NSW,2023-02-23,18,3
NSW,2023-02-24,18,8
NSW,2023-02-25,18,10
NSW,2023-02-26,18,10
NSW,2023-02-27,18,11
NSW,2023-02-28,18,12
NSW,2023-03-01,18,9
NSW,2023-03-02,18,12
NSW,2023-03-03,18,13
NSW,2023-03-04,18,8
NSW,2023-03-05,14,10
NSW,2023-03-06,18,10
NSW,2023-03-07,18,10
NSW,2023-03-08,18,10
NSW,2023-03-09,18,12
NSW,2023-03-10,18,8
NSW,2023-03-11,18,10
NSW,2023-03-12,17,9
NSW,2023-03-13,18,10
NSW,2023-03-14,18,7
NSW,2023-03-15,18,10
NSW,2023-03-16,18,9
NSW,2023-03-17,17,14
NSW,2023-03-18,17,10
NSW,2023-03-19,17,10
NSW,2023-03-20,22,7
NSW,2023-03-21,18,2
NSW,2023-03-22,6,15
NSW,2023-03-23,17,15
NSW,2023-03-24,17,10
NSW,2023-03-25,17,11
NSW,2023-03-26,18,10
NSW,2023-03-27,18,2
NSW,2023-03-28,17,7
NSW,2023-03-29,7,14
NSW,2023-03-30,17,11
NSW,2023-03-31,23,12
NSW,2023-04-01,17,8
NSW,2023-04-02,18,11
NSW,2023-04-03,17,11
NSW,2023-04-04,17,10
NSW,2023-04-05,17,13
NSW,2023-04-06,17,10
NSW,2023-04-07,9,12
NSW,2023-04-08,17,12
NSW,2023-04-09,17,12
NSW,2023-04-10,17,13
NSW,2023-04-11,17,10
NSW,2023-04-12,17,12
NSW,2023-04-13,17,11
NSW,2023-04-14,17,11
NSW,2023-04-15,17,10
NSW,2023-04-16,18,13
NSW,2023-04-17,17,10
NSW,2023-04-18,17,10
NSW,2023-04-19,17,10
NSW,2023-04-20,17,8
NSW,2023-04-21,17,10
NSW,2023-04-22,0,13
NSW,2023-04-23,17,10
NSW,2023-04-24,17,8
NSW,2023-04-25,17,8
NSW,2023-04-26,17,8
NSW,2023-04-27,17,10
NSW,2023-04-28,17,9
NSW,2023-04-29,17,3
NSW,2023-04-30,17,12
NSW,2023-05-01,2,12
NSW,2023-05-02,17,11
NSW,2023-05-03,17,12
NSW,2023-05-04,17,12
NSW,2023-05-05,17,11
NSW,2023-05-06,17,12
NSW,2023-05-07,17,13
NSW,2023-05-08,18,11
NSW,2023-05-09,17,11
NSW,2023-05-10,17,9
NSW,2023-05-11,6,10
NSW,2023-05-12,17,10
NSW,2023-05-13,17,10
NSW,2023-05-14,17,10
NSW,2023-05-15,17,11
NSW,2023-05-16,17,10
NSW,2023-05-17,17,11
NSW,2023-05-18,17,11
NSW,2023-05-19,17,13
NSW,2023-05-20,17,11
NSW,2023-05-21,17,11
NSW,2023-05-22,17,9
NSW,2023-05-23,18,11
NSW,2023-05-24,17,10
NSW,2023-05-25,17,8
NSW,2023-05-26,17,2
NSW,2023-05-27,17,11
NSW,2023-05-28,17,10
NSW,2023-05-29,17,12
NSW,2023-05-30,17,9
NSW,2023-05-31,17,11
NSW,2023-06-01,17,12
NSW,2023-06-02,17,9
NSW,2023-06-03,17,10
NSW,2023-06-04,17,4
NSW,2023-06-05,17,3
NSW,2023-06-06,17,2
NSW,2023-06-07,17,11
NSW,2023-06-08,17,15
NSW,2023-06-09,17,11
NSW,2023-06-10,17,12
NSW,2023-06-11,17,11
NSW,2023-06-12,17,19
NSW,2023-06-13,17,14
NSW,2023-06-14,17,11
NSW,2023-06-15,17,15
NSW,2023-06-16,22,11
NSW,2023-06-17,7,10
NSW,2023-06-18,17,12
NSW,2023-06-19,17,11
NSW,2023-06-20,17,12
NSW,2023-06-21,17,12
NSW,2023-06-22,17,21
NSW,2023-06-23,17,12
NSW,2023-06-24,17,13
NSW,2023-06-25,17,12
NSW,2023-06-26,17,12
NSW,2023-06-27,17,11
NSW,2023-06-28,11,5
NSW,2023-06-29,17,14
NSW,2023-06-30,17,12
NSW,2023-07-01,17,11
NSW,2023-07-02,17,9
NSW,2023-07-03,17,3
NSW,2023-07-04,17,2
NSW,2023-07-05,17,11
NSW,2023-07-06,17,11
NSW,2023-07-07,7,13
NSW,2023-07-08,17,12
NSW,2023-07-09,17,12
NSW,2023-07-10,17,13
NSW,2023-07-11,18,13
NSW,2023-07-12,17,11
NSW,2023-07-13,7,12
NSW,2023-07-14,6,12
NSW,2023-07-15,17,13
NSW,2023-07-16,17,8
NSW,2023-07-17,18,11
NSW,2023-07-18,17,13
NSW,2023-07-19,17,12
NSW,2023-07-20,18,13
NSW,2023-07-21,17,12
NSW,2023-07-22,17,12
NSW,2023-07-23,18,10
NSW,2023-07-24,17,14
NSW,2023-07-25,17,13
NSW,2023-07-26,17,11
NSW,2023-07-27,6,13
NSW,2023-07-28,17,11
NSW,2023-07-29,2,12
NSW,2023-07-30,17,12
NSW,2023-07-31,6,13
NSW,2023-08-01,18,10
NSW,2023-08-02,6,10
NSW,2023-08-03,17,12
NSW,2023-08-04,6,13
NSW,2023-08-05,17,11
NSW,2023-08-06,18,8
NSW,2023-08-07,17,11
NSW,2023-08-08,17,11
NSW,2023-08-09,17,11
NSW,2023-08-10,6,11
NSW,2023-08-11,6,12
NSW,2023-08-12,20,10
NSW,2023-08-13,18,10
NSW,2023-08-14,17,2
NSW,2023-08-15,18,10
NSW,2023-08-16,18,15
NSW,2023-08-17,16,12
NSW,2023-08-18,18,13
NSW,2023-08-19,17,12
NSW,2023-08-20,18,13
NSW,2023-08-21,6,12
NSW,2023-08-22,17,14
NSW,2023-08-23,18,9
NSW,2023-08-24,18,12
NSW,2023-08-25,18,12
NSW,2023-08-26,18,10
NSW,2023-08-27,18,13
NSW,2023-08-28,18,12
NSW,2023-08-29,18,12
NSW,2023-08-30,17,11
NSW,2023-08-31,6,12
NSW,2023-09-01,18,14
NSW,2023-09-02,18,12
NSW,2023-09-03,18,12
NSW,2023-09-04,17,12
NSW,2023-09-05,18,11
NSW,2023-09-06,17,10
NSW,2023-09-07,17,13
NSW,2023-09-08,18,14
NSW,2023-09-09,18,12
NSW,2023-09-10,18,11
NSW,2023-09-11,18,7
NSW,2023-09-12,6,15
NSW,2023-09-13,6,11
NSW,2023-09-14,17,11
NSW,2023-09-15,17,13
NSW,2023-09-16,17,11
NSW,2023-09-17,17,11
NSW,2023-09-18,18,11
NSW,2023-09-19,17,11
NSW,2023-09-20,17,10
NSW,2023-09-21,18,7
NSW,2023-09-22,17,13
NSW,2023-09-23,17,9
NSW,2023-09-24,17,13
NSW,2023-09-25,17,11
NSW,2023-09-26,17,10
NSW,2023-09-27,18,13
NSW,2023-09-28,18,13
NSW,2023-09-29,17,12
NSW,2023-09-30,17,11
NSW,2023-10-01,17,10
NSW,2023-10-02,17,11
NSW,2023-10-03,18,7
NSW,2023-10-04,5,11
NSW,2023-10-05,18,11
NSW,2023-10-06,11,9
NSW,2023-10-07,18,9
NSW,2023-10-08,18,13
NSW,2023-10-09,18,12
NSW,2023-10-10,17,10
NSW,2023-10-11,17,12
NSW,2023-10-12,17,13
NSW,2023-10-13,18,12
NSW,2023-10-14,19,10
NSW,2023-10-15,18,11
NSW,2023-10-16,18,10
NSW,2023-10-17,17,12
NSW,2023-10-18,18,11
NSW,2023-10-19,18,13
NSW,2023-10-20,17,11
NSW,2023-10-21,17,12
NSW,2023-10-22,17,11
NSW,2023-10-23,18,11
NSW,2023-10-24,17,11
NSW,2023-10-25,19,10
NSW,2023-10-26,16,10
NSW,2023-10-27,18,12
NSW,2023-10-28,22,13
NSW,2023-10-29,18,9
NSW,2023-10-30,18,10
NSW,2023-10-31,18,10
NSW,2023-11-01,18,12
NSW,2023-11-02,18,13
NSW,2023-11-03,5,11
NSW,2023-11-04,15,6
NSW,2023-11-05,18,12
NSW,2023-11-06,18,2
NSW,2023-11-07,18,10
NSW,2023-11-08,15,12
NSW,2023-11-09,13,11
NSW,2023-11-10,18,8
NSW,2023-11-11,17,12
NSW,2023-11-12,17,11
NSW,2023-11-13,17,14
NSW,2023-11-14,17,9
NSW,2023-11-15,7,9
NSW,2023-11-16,17,9
NSW,2023-11-17,18,11
NSW,2023-11-18,18,12
NSW,2023-11-19,17,10
NSW,2023-11-20,18,14
NSW,2023-11-21,19,10
NSW,2023-11-22,19,12
NSW,2023-11-23,6,13
NSW,2023-11-24,18,3
NSW,2023-11-25,19,11
NSW,2023-11-26,19,9
NSW,2023-11-27,17,9
NSW,2023-11-28,8,3
NSW,2023-11-29,5,10
NSW,2023-11-30,21,10
NSW,2023-12-01,22,9
NSW,2023-12-02,19,10
NSW,2023-12-03,19,9
NSW,2023-12-04,18,6
NSW,2023-12-05,18,11
NSW,2023-12-06,18,11
NSW,2023-12-07,18,6
NSW,2023-12-08,10,6
NSW,2023-12-09,17,14
NSW,2023-12-10,18,12
NSW,2023-12-11,15,1
NSW,2023-12-12,18,7
NSW,2023-12-13,17,14
NSW,2023-12-14,17,6
NSW,2023-12-15,1,16
NSW,2023-12-16,19,9
NSW,2023-12-17,18,6
NSW,2023-12-18,18,11
NSW,2023-12-19,18,11
NSW,2023-12-20,18,16
NSW,2023-12-21,13,15
NSW,2023-12-22,18,12
NSW,2023-12-23,16,10
NSW,2023-12-24,10,12
NSW,2023-12-25,15,11
NSW,2023-12-26,22,9
NSW,2023-12-27,18,14
NSW,2023-12-28,18,10
NSW,2023-12-29,18,11
NSW,2023-12-30,19,12
NSW,2023-12-31,11,6
NSW,2024-01-01,20,6
NSW,2024-01-02,23,7
NSW,2024-01-03,19,7
NSW,2024-01-04,18,6
NSW,2024-01-05,19,16
NSW,2024-01-06,18,7
NSW,2024-01-07,18,10
NSW,2024-01-08,18,11
NSW,2024-01-09,18,11
NSW,2024-01-10,18,9
NSW,2024-01-11,19,10
NSW,2024-01-12,19,7
NSW,2024-01-13,18,7
NSW,2024-01-14,18,11
NSW,2024-01-15,19,3
NSW,2024-01-16,14,1
NSW,2024-01-17,17,1
NSW,2024-01-18,19,15
NSW,2024-01-19,18,9
NSW,2024-01-20,21,6
NSW,2024-01-21,18,6
NSW,2024-01-22,5,17
NSW,2024-01-23,18,7
NSW,2024-01-24,18,9
NSW,2024-01-25,17,13
NSW,2024-01-26,18,14
NSW,2024-01-27,18,19
NSW,2024-01-28,17,7
NSW,2024-01-29,18,16
NSW,2024-01-30,19,14
NSW,2024-01-31,9,15
NSW,2024-02-01,18,13
NSW,2024-02-02,18,7
NSW,2024-02-03,18,7
NSW,2024-02-04,18,7
NSW,2024-02-05,18,1
NSW,2024-02-06,5,17
NSW,2024-02-07,5,9
NSW,2024-02-08,18,10
NSW,2024-02-09,18,8
NSW,2024-02-10,18,12
NSW,2024-02-11,18,8
NSW,2024-02-12,18,11
NSW,2024-02-13,18,8
NSW,2024-02-14,6,13
NSW,2024-02-15,18,7
NSW,2024-02-16,18,10
NSW,2024-02-17,18,10
NSW,2024-02-18,13,7
NSW,2024-02-19,12,16
NSW,2024-02-20,17,8
NSW,2024-02-21,17,9
NSW,2024-02-22,18,10
NSW,2024-02-23,17,8
NSW,2024-02-24,8,15
NSW,2024-02-25,18,12
NSW,2024-02-26,17,18
NSW,2024-02-27,18,1
NSW,2024-02-28,17,7
NSW,2024-02-29,16,7
NSW,2024-03-01,18,12
NSW,2024-03-02,18,15
NSW,2024-03-03,18,11
NSW,2024-03-04,18,15
NSW,2024-03-05,18,11
NSW,2024-03-06,17,11
NSW,2024-03-07,18,13
NSW,2024-03-08,18,8
NSW,2024-03-09,18,11
NSW,2024-03-10,18,7
NSW,2024-03-11,18,11
NSW,2024-03-12,17,10
NSW,2024-03-13,17,8
NSW,2024-03-14,17,11
NSW,2024-03-15,6,13
NSW,2024-03-16,18,10
NSW,2024-03-17,17,10
NSW,2024-03-18,18,11
NSW,2024-03-19,17,12
NSW,2024-03-20,18,13
NSW,2024-03-21,6,10
NSW,2024-03-22,6,9
NSW,2024-03-23,17,9
NSW,2024-03-24,18,12
NSW,2024-03-25,17,12
NSW,2024-03-26,17,9
NSW,2024-03-27,6,11
NSW,2024-03-28,6,13
NSW,2024-03-29,17,12
NSW,2024-03-30,17,12
NSW,2024-03-31,17,12
NSW,2024-04-01,17,10
NSW,2024-04-02,10,14
NSW,2024-04-03,18,9
NSW,2024-04-04,6,8
NSW,2024-04-05,11,3
NSW,2024-04-06,17,11
NSW,2024-04-07,18,12
NSW,2024-04-08,17,10
NSW,2024-04-09,17,11
NSW,2024-04-10,17,14
NSW,2024-04-11,17,10
NSW,2024-04-12,17,11
NSW,2024-04-13,17,12
NSW,2024-04-14,17,11
NSW,2024-04-15,17,11
NSW,2024-04-16,17,9
NSW,2024-04-17,17,8
NSW,2024-04-18,6,11
NSW,2024-04-19,17,10
NSW,2024-04-20,17,9
NSW,2024-04-21,17,11
NSW,2024-04-22,17,11
NSW,2024-04-23,17,12
NSW,2024-04-24,17,9
NSW,2024-04-25,17,11
NSW,2024-04-26,17,9
NSW,2024-04-27,17,11
NSW,2024-04-28,17,12
NSW,2024-04-29,17,10
NSW,2024-04-30,17,11
NSW,2024-05-01,17,10
NSW,2024-05-02,17,12
NSW,2024-05-03,17,11
NSW,2024-05-04,17,12
NSW,2024-05-05,17,12
NSW,2024-05-06,17,13
NSW,2024-05-07,17,11
NSW,2024-05-08,17,10
NSW,2024-05-09,6,2
NSW,2024-05-10,15,21
NSW,2024-05-11,17,14
NSW,2024-05-12,17,13
NSW,2024-05-13,17,13
NSW,2024-05-14,17,9
NSW,2024-05-15,17,13
NSW,2024-05-16,16,13
NSW,2024-05-17,16,13
NSW,2024-05-18,17,11
NSW,2024-05-19,17,13
NSW,2024-05-20,18,10
NSW,2024-05-21,17,8
NSW,2024-05-22,7,12
NSW,2024-05-23,7,12
NSW,2024-05-24,17,11
NSW,2024-05-25,17,13
NSW,2024-05-26,18,13
NSW,2024-05-27,17,8
NSW,2024-05-28,7,12
NSW,2024-05-29,17,12
NSW,2024-05-30,17,11
NSW,2024-05-31,17,3
NSW,2024-06-01,16,5
NSW,2024-06-02,17,9
NSW,2024-06-03,17,11
NSW,2024-06-04,17,10
NSW,2024-06-05,7,3
NSW,2024-06-06,17,11
NSW,2024-06-07,17,15
NSW,2024-06-08,17,13
NSW,2024-06-09,17,11
NSW,2024-06-10,17,13
NSW,2024-06-11,17,14
NSW,2024-06-12,18,11
NSW,2024-06-13,17,8
NSW,2024-06-14,7,1
NSW,2024-06-15,18,10
NSW,2024-06-16,18,12
NSW,2024-06-17,17,10
NSW,2024-06-18,17,13
NSW,2024-06-19,7,11
NSW,2024-06-20,17,13
NSW,2024-06-21,7,12
NSW,2024-06-22,17,11
NSW,2024-06-23,18,14
NSW,2024-06-24,7,11
NSW,2024-06-25,7,12
NSW,2024-06-26,17,12
NSW,2024-06-27,7,12
NSW,2024-06-28,7,12
NSW,2024-06-29,17,10
NSW,2024-06-30,17,13
NSW,2024-07-01,17,4
NSW,2024-07-02,17,10
NSW,2024-07-03,7,9
NSW,2024-07-04,18,12
NSW,2024-07-05,17,9
NSW,2024-07-06,17,11
NSW,2024-07-07,18,10
NSW,2024-07-08,17,3
NSW,2024-07-09,17,13
NSW,2024-07-10,17,11
NSW,2024-07-11,17,11
NSW,2024-07-12,7,14
NSW,2024-07-13,7,14
NSW,2024-07-14,17,12
NSW,2024-07-15,18,10
NSW,2024-07-16,18,15
NSW,2024-07-17,17,12
NSW,2024-07-18,17,11
NSW,2024-07-19,17,11
NSW,2024-07-20,17,12
NSW,2024-07-21,17,13
NSW,2024-07-22,7,12
NSW,2024-07-23,7,13
NSW,2024-07-24,6,12
NSW,2024-07-25,7,12
NSW,2024-07-26,17,12
NSW,2024-07-27,18,14
NSW,2024-07-28,18,12
NSW,2024-07-29,18,10
NSW,2024-07-30,17,12
NSW,2024-07-31,18,14
NSW,2024-08-01,17,15
NSW,2024-08-02,17,12
NSW,2024-08-03,18,8
NSW,2024-08-04,17,9
NSW,2024-08-05,17,2
NSW,2024-08-06,17,13
NSW,2024-08-07,18,11
NSW,2024-08-08,6,10
NSW,2024-08-09,17,11
NSW,2024-08-10,18,12
NSW,2024-08-11,18,12
NSW,2024-08-12,17,1
NSW,2024-08-13,17,14
NSW,2024-08-14,18,3
NSW,2024-08-15,18,15
NSW,2024-08-16,19,15
NSW,2024-08-17,22,11
NSW,2024-08-18,18,10
NSW,2024-08-19,18,11
NSW,2024-08-20,17,13
NSW,2024-08-21,17,10
NSW,2024-08-22,18,13
NSW,2024-08-23,18,12
NSW,2024-08-24,17,12
NSW,2024-08-25,17,7
NSW,2024-08-26,17,12
NSW,2024-08-27,17,11
NSW,2024-08-28,17,11
NSW,2024-08-29,17,12
NSW,2024-08-30,17,11
NSW,2024-08-31,0,10
NSW,2024-09-01,19,12
NSW,2024-09-02,6,11
NSW,2024-09-03,18,15
NSW,2024-09-04,6,11
NSW,2024-09-05,18,10
NSW,2024-09-06,17,10
NSW,2024-09-07,17,11
NSW,2024-09-08,18,13
NSW,2024-09-09,18,12
NSW,2024-09-10,17,10
NSW,2024-09-11,16,9
NSW,2024-09-12,9,15
NSW,2024-09-13,18,13
NSW,2024-09-14,5,13
NSW,2024-09-15,18,11
NSW,2024-09-16,20,12
NSW,2024-09-17,18,12
NSW,2024-09-18,18,12
NSW,2024-09-19,5,13
NSW,2024-09-20,18,12
NSW,2024-09-21,18,12
NSW,2024-09-22,18,12
NSW,2024-09-23,17,11
NSW,2024-09-24,18,12
NSW,2024-09-25,18,12
NSW,2024-09-26,17,4
NSW,2024-09-27,18,15
NSW,2024-09-28,18,12
NSW,2024-09-29,18,7
NSW,2024-09-30,18,12
NSW,2024-10-01,18,12
NSW,2024-10-02,18,15
NSW,2024-10-03,18,12
NSW,2024-10-04,18,10
NSW,2024-10-05,0,11
NSW,2024-10-06,18,12
NSW,2024-10-07,23,11
NSW,2024-10-08,18,10
NSW,2024-10-09,18,13
NSW,2024-10-10,5,12
NSW,2024-10-11,13,12
NSW,2024-10-12,10,6
NSW,2024-10-13,19,6
NSW,2024-10-14,17,7
NSW,2024-10-15,18,13
NSW,2024-10-16,18,8
NSW,2024-10-17,17,12
NSW,2024-10-18,7,14
NSW,2024-10-19,10,8
NSW,2024-10-20,18,12
NSW,2024-10-21,18,11
NSW,2024-10-22,18,12
NSW,2024-10-23,17,11
NSW,2024-10-24,14,10
NSW,2024-10-25,18,11
NSW,2024-10-26,18,12
NSW,2024-10-27,21,10
NSW,2024-10-28,18,15
NSW,2024-10-29,18,12
NSW,2024-10-30,5,10
NSW,2024-10-31,18,10
NSW,2024-11-01,18,12
NSW,2024-11-02,18,15
NSW,2024-11-03,19,10
NSW,2024-11-04,17,14
NSW,2024-11-05,18,13
NSW,2024-11-06,17,9
NSW,2024-11-07,18,13
NSW,2024-11-08,17,10
NSW,2024-11-09,19,12
NSW,2024-11-10,18,8
NSW,2024-11-11,17,9
NSW,2024-11-12,17,12
NSW,2024-11-13,19,12
NSW,2024-11-14,18,11
NSW,2024-11-15,18,14
NSW,2024-11-16,0,13
NSW,2024-11-17,18,12
NSW,2024-11-18,18,10
NSW,2024-11-19,0,10
NSW,2024-11-20,18,11
NSW,2024-11-21,17,8
NSW,2024-11-22,18,11
NSW,2024-11-23,21,6
NSW,2024-11-24,17,9
NSW,2024-11-25,18,9
NSW,2024-11-26,17,9
NSW,2024-11-27,14,9
NSW,2024-11-28,9,12
NSW,2024-11-29,6,11
NSW,2024-11-30,8,12
NSW,2024-12-01,18,9
NSW,2024-12-02,18,7
NSW,2024-12-03,11,10
NSW,2024-12-04,18,10
NSW,2024-12-05,18,13
NSW,2024-12-06,14,7
NSW,2024-12-07,18,9
NSW,2024-12-08,18,9
NSW,2024-12-09,18,12
NSW,2024-12-10,18,9
NSW,2024-12-11,18,12
NSW,2024-12-12,19,11
NSW,2024-12-13,18,10
NSW,2024-12-14,21,10
NSW,2024-12-15,18,6
NSW,2024-12-16,18,6
NSW,2024-12-17,16,8
NSW,2024-12-18,1,14
NSW,2024-12-19,18,10
NSW,2024-12-20,18,10
NSW,2024-12-21,17,10
NSW,2024-12-22,19,11
NSW,2024-12-23,2,10
NSW,2024-12-24,23,10
NSW,2024-12-25,18,9
NSW,2024-12-26,18,7
NSW,2024-12-27,19,9
NSW,2024-12-28,23,10
NSW,2024-12-29,18,10
NSW,2024-12-30,23,12
NSW,2024-12-31,0,10
QLD,2015-01-01,16,5
QLD,2015-01-02,13,5
QLD,2015-01-03,16,5
QLD,2015-01-04,13,5
QLD,2015-01-05,16,1
QLD,2015-01-06,16,3
QLD,2015-01-07,15,3
QLD,2015-01-08,22,2
QLD,2015-01-09,22,1
QLD,2015-01-10,22,5
QLD,2015-01-11,9,5
QLD,2015-01-12,8,2
QLD,2015-01-13,6,2
QLD,2015-01-14,19,2
QLD,2015-01-15,16,3
QLD,2015-01-16,16,3
QLD,2015-01-17,16,3
QLD,2015-01-18,16,5
QLD,2015-01-19,8,3
QLD,2015-01-20,15,3
QLD,2015-01-21,14,3
QLD,2015-01-22,13,3
QLD,2015-01-23,15,3
QLD,2015-01-24,18,5
QLD,2015-01-25,16,5
QLD,2015-01-26,16,5
QLD,2015-01-27,16,4
QLD,2015-01-28,16,4
QLD,2015-01-29,14,3
QLD,2015-01-30,15,2
QLD,2015-01-31,16,2
QLD,2015-02-01,16,3
QLD,2015-02-02,13,2
QLD,2015-02-03,16,0
QLD,2015-02-04,16,2
QLD,2015-02-05,19,2
QLD,2015-02-06,6,2
QLD,2015-02-07,17,3
QLD,2015-02-08,17,6
QLD,2015-02-09,16,3
QLD,2015-02-10,16,2
QLD,2015-02-11,16,6
QLD,2015-02-12,6,3
QLD,2015-02-13,15,23
QLD,2015-02-14,19,6
QLD,2015-02-15,17,3
QLD,2015-02-16,16,1
QLD,2015-02-17,19,3
QLD,2015-02-18,19,3
QLD,2015-02-19,11,3
QLD,2015-02-20,10,2
QLD,2015-02-21,14,5
QLD,2015-02-22,18,23
QLD,2015-02-23,17,3
QLD,2015-02-24,16,1
QLD,2015-02-25,16,1
QLD,2015-02-26,16,2
QLD,2015-02-27,16,1
QLD,2015-02-28,16,2
QLD,2015-03-01,18,5
QLD,2015-03-02,14,1
QLD,2015-03-03,6,2
QLD,2015-03-04,16,5
QLD,2015-03-05,16,1
QLD,2015-03-06,16,3
QLD,2015-03-07,16,3
QLD,2015-03-08,18,5
QLD,2015-03-09,17,2
QLD,2015-03-10,16,1
QLD,2015-03-11,15,23
QLD,2015-03-12,16,3
QLD,2015-03-13,16,1
QLD,2015-03-14,19,3
QLD,2015-03-15,18,3
QLD,2015-03-16,16,3
QLD,2015-03-17,18,2
QLD,2015-03-18,18,2
QLD,2015-03-19,18,2
QLD,2015-03-20,16,3
QLD,2015-03-21,18,3
QLD,2015-03-22,18,5
QLD,2015-03-23,6,2
QLD,2015-03-24,16,3
QLD,2015-03-25,19,3
QLD,2015-03-26,15,3
QLD,2015-03-27,17,3
QLD,2015-03-28,22,3
QLD,2015-03-29,18,3
QLD,2015-03-30,6,21
QLD,2015-03-31,6,1
QLD,2015-04-01,6,2
QLD,2015-04-02,12,2
QLD,2015-04-03,18,7
QLD,2015-04-04,18,3
QLD,2015-04-05,18,21
QLD,2015-04-06,17,4
QLD,2015-04-07,18,3
QLD,2015-04-08,18,11
QLD,2015-04-09,18,3
QLD,2015-04-10,22,4
QLD,2015-04-11,6,3
QLD,2015-04-12,18,9
QLD,2015-04-13,18,3
QLD,2015-04-14,23,3
QLD,2015-04-15,14,4
QLD,2015-04-16,15,4
QLD,2015-04-17,10,3
QLD,2015-04-18,9,3
QLD,2015-04-19,18,3
QLD,2015-04-20,17,2
QLD,2015-04-21,18,13
QLD,2015-04-22,18,3
QLD,2015-04-23,18,3
QLD,2015-04-24,6,2
QLD,2015-04-25,18,5
QLD,2015-04-26,18,4
QLD,2015-04-27,18,2
QLD,2015-04-28,17,3
QLD,2015-04-29,17,3
QLD,2015-04-30,8,3
QLD,2015-05-01,17,9
QLD,2015-05-02,22,4
QLD,2015-05-03,18,5
QLD,2015-05-04,17,3
QLD,2015-05-05,17,3
QLD,2015-05-06,18,3
QLD,2015-05-07,7,2
QLD,2015-05-08,7,10
QLD,2015-05-09,17,4
QLD,2015-05-10,18,2
QLD,2015-05-11,17,2
QLD,2015-05-12,18,2
QLD,2015-05-13,17,3
QLD,2015-05-14,17,9
QLD,2015-05-15,7,3
QLD,2015-05-16,17,15
QLD,2015-05-17,18,6
QLD,2015-05-18,17,11
QLD,2015-05-19,17,3
QLD,2015-05-20,17,2
QLD,2015-05-21,17,2
QLD,2015-05-22,18,11
QLD,2015-05-23,17,2
QLD,2015-05-24,17,6
QLD,2015-05-25,17,3
QLD,2015-05-26,6,3
QLD,2015-05-27,17,3
QLD,2015-05-28,17,3
QLD,2015-05-29,6,3
QLD,2015-05-30,17,3
QLD,2015-05-31,17,6
QLD,2015-06-01,18,3
QLD,2015-06-02,6,2
QLD,2015-06-03,6,23
QLD,2015-06-04,6,3
QLD,2015-06-05,7,3
QLD,2015-06-06,17,13
QLD,2015-06-07,17,4
QLD,2015-06-08,17,2
QLD,2015-06-09,17,3
QLD,2015-06-10,6,3
QLD,2015-06-11,17,3
QLD,2015-06-12,17,3
QLD,2015-06-13,17,5
QLD,2015-06-14,17,5
QLD,2015-06-15,7,3
QLD,2015-06-16,17,3
QLD,2015-06-17,7,2
QLD,2015-06-18,18,3
QLD,2015-06-19,17,4
QLD,2015-06-20,18,11
QLD,2015-06-21,17,11
QLD,2015-06-22,17,1
QLD,2015-06-23,17,3
QLD,2015-06-24,7,3
QLD,2015-06-25,17,3
QLD,2015-06-26,7,3
QLD,2015-06-27,17,3
QLD,2015-06-28,17,3
QLD,2015-06-29,18,2
QLD,2015-06-30,17,2
QLD,2015-07-01,17,2
QLD,2015-07-02,18,3
QLD,2015-07-03,8,2
QLD,2015-07-04,18,3
QLD,2015-07-05,18,5
QLD,2015-07-06,8,2
QLD,2015-07-07,17,3
QLD,2015-07-08,8,1
QLD,2015-07-09,17,3
QLD,2015-07-10,18,3
QLD,2015-07-11,17,3
QLD,2015-07-12,18,3
QLD,2015-07-13,6,3
QLD,2015-07-14,6,3
QLD,2015-07-15,18,5
QLD,2015-07-16,6,3
QLD,2015-07-17,6,3
QLD,2015-07-18,22,12
QLD,2015-07-19,18,5
QLD,2015-07-20,6,3
QLD,2015-07-21,17,3
QLD,2015-07-22,18,3
QLD,2015-07-23,18,3
QLD,2015-07-24,13,5
QLD,2015-07-25,17,5
QLD,2015-07-26,17,3
QLD,2015-07-27,17,3
QLD,2015-07-28,18,3
QLD,2015-07-29,6,3
QLD,2015-07-30,18,3
QLD,2015-07-31,18,14
QLD,2015-08-01,18,3
QLD,2015-08-02,18,4
QLD,2015-08-03,18,2
QLD,2015-08-04,18,3
QLD,2015-08-05,18,3
QLD,2015-08-06,7,12
QLD,2015-08-07,7,11
QLD,2015-08-08,18,3
QLD,2015-08-09,17,4
QLD,2015-08-10,17,4
QLD,2015-08-11,18,11
QLD,2015-08-12,7,14
QLD,2015-08-13,7,12
QLD,2015-08-14,7,12
QLD,2015-08-15,18,3
QLD,2015-08-16,18,13
QLD,2015-08-17,18,3
QLD,2015-08-18,18,3
QLD,2015-08-19,6,3
QLD,2015-08-20,6,3
QLD,2015-08-21,7,3
QLD,2015-08-22,0,14
