Region,Date,Highest-priced hour,Lowest-priced hour
VIC,2015-02-04,6,3
VIC,2015-02-05,6,2
VIC,2015-02-06,14,2
VIC,2015-02-07,14,3
VIC,2015-02-08,17,3
VIC,2015-02-09,16,3
VIC,2015-02-10,15,2
VIC,2015-02-11,13,3
VIC,2015-02-12,11,22
VIC,2015-02-13,13,10
VIC,2015-02-14,13,3
VIC,2015-02-15,19,3
VIC,2015-02-16,16,4
VIC,2015-02-17,6,1
VIC,2015-02-18,19,1
VIC,2015-02-19,13,3
VIC,2015-02-20,10,4
VIC,2015-02-21,18,1
VIC,2015-02-22,17,23
VIC,2015-02-23,9,3
VIC,2015-02-24,6,1
VIC,2015-02-25,16,1
VIC,2015-02-26,6,2
VIC,2015-02-27,15,2
VIC,2015-02-28,16,1
VIC,2015-03-01,17,4
VIC,2015-03-02,19,2
VIC,2015-03-03,16,2
VIC,2015-03-04,10,22
VIC,2015-03-05,8,1
VIC,2015-03-06,19,1
VIC,2015-03-07,8,2
VIC,2015-03-08,19,3
VIC,2015-03-09,16,3
VIC,2015-03-10,6,2
VIC,2015-03-11,6,3
VIC,2015-03-12,6,1
VIC,2015-03-13,6,2
VIC,2015-03-14,19,12
VIC,2015-03-15,19,3
VIC,2015-03-16,16,3
VIC,2015-03-17,6,2
VIC,2015-03-18,18,2
VIC,2015-03-19,16,2
VIC,2015-03-20,12,3
VIC,2015-03-21,7,3
VIC,2015-03-22,18,5
VIC,2015-03-23,6,2
VIC,2015-03-24,6,4
VIC,2015-03-25,6,2
VIC,2015-03-26,7,3
VIC,2015-03-27,18,2
VIC,2015-03-28,18,3
VIC,2015-03-29,18,3
VIC,2015-03-30,6,3
VIC,2015-03-31,6,3
VIC,2015-04-01,6,1
VIC,2015-04-02,18,1
VIC,2015-04-03,19,20
VIC,2015-04-04,18,4
VIC,2015-04-05,18,7
VIC,2015-04-06,18,2
VIC,2015-04-07,18,3
VIC,2015-04-08,8,4
VIC,2015-04-09,8,3
VIC,2015-04-10,18,3
VIC,2015-04-11,18,1
VIC,2015-04-12,18,3
VIC,2015-04-13,18,3
VIC,2015-04-14,18,3
VIC,2015-04-15,16,4
VIC,2015-04-16,18,1
VIC,2015-04-17,9,2
VIC,2015-04-18,9,13
VIC,2015-04-19,18,5
VIC,2015-04-20,8,2
VIC,2015-04-21,8,3
VIC,2015-04-22,18,3
VIC,2015-04-23,18,4
VIC,2015-04-24,6,2
VIC,2015-04-25,18,4
VIC,2015-04-26,18,2
VIC,2015-04-27,18,4
VIC,2015-04-28,17,3
VIC,2015-04-29,6,4
VIC,2015-04-30,8,3
VIC,2015-05-01,8,4
VIC,2015-05-02,18,4
VIC,2015-05-03,18,4
VIC,2015-05-04,17,3
VIC,2015-05-05,17,3
VIC,2015-05-06,18,3
VIC,2015-05-07,18,3
VIC,2015-05-08,7,4
VIC,2015-05-09,18,4
VIC,2015-05-10,18,3
VIC,2015-05-11,17,2
VIC,2015-05-12,18,2
VIC,2015-05-13,18,2
VIC,2015-05-14,6,3
VIC,2015-05-15,17,1
VIC,2015-05-16,18,2
VIC,2015-05-17,18,5
VIC,2015-05-18,17,3
VIC,2015-05-19,10,2
VIC,2015-05-20,17,3
VIC,2015-05-21,8,2
VIC,2015-05-22,18,4
VIC,2015-05-23,17,4
VIC,2015-05-24,17,3
VIC,2015-05-25,17,3
VIC,2015-05-26,6,3
VIC,2015-05-27,10,3
VIC,2015-05-28,7,0
VIC,2015-05-29,17,3
VIC,2015-05-30,18,3
VIC,2015-05-31,18,5
VIC,2015-06-01,18,3
VIC,2015-06-02,6,2
VIC,2015-06-03,6,23
VIC,2015-06-04,8,3
VIC,2015-06-05,8,3
VIC,2015-06-06,9,22
VIC,2015-06-07,17,4
VIC,2015-06-08,17,4
VIC,2015-06-09,17,3
VIC,2015-06-10,6,3
VIC,2015-06-11,7,3
VIC,2015-06-12,8,3
VIC,2015-06-13,17,5
VIC,2015-06-14,17,5
VIC,2015-06-15,8,3
VIC,2015-06-16,17,0
VIC,2015-06-17,17,3
VIC,2015-06-18,12,3
VIC,2015-06-19,17,3
VIC,2015-06-20,17,4
VIC,2015-06-21,17,4
VIC,2015-06-22,17,3
VIC,2015-06-23,17,3
VIC,2015-06-24,8,3
VIC,2015-06-25,17,3
VIC,2015-06-26,8,4
VIC,2015-06-27,17,22
VIC,2015-06-28,17,2
VIC,2015-06-29,18,3
VIC,2015-06-30,17,4
VIC,2015-07-01,8,2
VIC,2015-07-02,18,4
VIC,2015-07-03,8,22
VIC,2015-07-04,17,6
VIC,2015-07-05,18,2
VIC,2015-07-06,8,3
VIC,2015-07-07,17,3
VIC,2015-07-08,8,4
VIC,2015-07-09,8,1
VIC,2015-07-10,18,3
VIC,2015-07-11,17,1
VIC,2015-07-12,18,22
VIC,2015-07-13,9,0
VIC,2015-07-14,6,3
VIC,2015-07-15,7,4
VIC,2015-07-16,7,4
VIC,2015-07-17,8,4
VIC,2015-07-18,18,3
VIC,2015-07-19,18,5
VIC,2015-07-20,18,4
VIC,2015-07-21,17,3
VIC,2015-07-22,18,4
VIC,2015-07-23,8,3
VIC,2015-07-24,8,3
VIC,2015-07-25,9,5
VIC,2015-07-26,17,4
VIC,2015-07-27,18,3
VIC,2015-07-28,18,4
VIC,2015-07-29,18,4
VIC,2015-07-30,18,4
VIC,2015-07-31,8,4
VIC,2015-08-01,18,3
VIC,2015-08-02,18,12
VIC,2015-08-03,18,4
VIC,2015-08-04,6,23
VIC,2015-08-05,18,3
VIC,2015-08-06,7,3
VIC,2015-08-07,7,3
VIC,2015-08-08,18,3
VIC,2015-08-09,17,4
VIC,2015-08-10,18,4
VIC,2015-08-11,18,3
VIC,2015-08-12,7,4
VIC,2015-08-13,18,3
VIC,2015-08-14,7,3
VIC,2015-08-15,18,4
VIC,2015-08-16,1,13
VIC,2015-08-17,18,1
VIC,2015-08-18,7,4
VIC,2015-08-19,6,4
VIC,2015-08-20,18,4
VIC,2015-08-21,7,2
VIC,2015-08-22,18,14
VIC,2015-08-23,18,4
VIC,2015-08-24,8,3
VIC,2015-08-25,18,3
VIC,2015-08-26,18,0
VIC,2015-08-27,9,4
VIC,2015-08-28,9,3
VIC,2015-08-29,18,5
VIC,2015-08-30,18,6
VIC,2015-08-31,18,4
VIC,2015-09-01,18,3
VIC,2015-09-02,18,3
VIC,2015-09-03,13,4
VIC,2015-09-04,12,3
VIC,2015-09-05,18,4
VIC,2015-09-06,18,6
VIC,2015-09-07,18,3
VIC,2015-09-08,18,1
VIC,2015-09-09,8,2
VIC,2015-09-10,18,4
VIC,2015-09-11,18,12
VIC,2015-09-12,18,2
VIC,2015-09-13,18,6
VIC,2015-09-14,18,3
VIC,2015-09-15,18,2
VIC,2015-09-16,18,3
VIC,2015-09-17,22,3
VIC,2015-09-18,23,4
VIC,2015-09-19,18,11
VIC,2015-09-20,18,3
VIC,2015-09-21,18,4
VIC,2015-09-22,18,4
VIC,2015-09-23,8,17
VIC,2015-09-24,19,1
VIC,2015-09-25,22,16
VIC,2015-09-26,18,16
VIC,2015-09-27,19,4
VIC,2015-09-28,18,21
VIC,2015-09-29,18,4
VIC,2015-09-30,18,3
VIC,2015-10-01,19,3
VIC,2015-10-02,18,3
VIC,2015-10-03,16,7
VIC,2015-10-04,16,3
VIC,2015-10-05,16,3
VIC,2015-10-06,12,3
VIC,2015-10-07,6,2
VIC,2015-10-08,18,2
VIC,2015-10-09,13,2
VIC,2015-10-10,18,3
VIC,2015-10-11,18,22
VIC,2015-10-12,6,3
VIC,2015-10-13,6,2
VIC,2015-10-14,18,3
VIC,2015-10-15,14,2
VIC,2015-10-16,18,3
VIC,2015-10-17,8,4
VIC,2015-10-18,18,3
VIC,2015-10-19,6,2
VIC,2015-10-20,14,3
VIC,2015-10-21,8,1
VIC,2015-10-22,6,3
VIC,2015-10-23,6,3
VIC,2015-10-24,8,22
VIC,2015-10-25,18,5
VIC,2015-10-26,17,3
VIC,2015-10-27,6,3
VIC,2015-10-28,6,3
VIC,2015-10-29,13,22
VIC,2015-10-30,9,3
VIC,2015-10-31,16,22
VIC,2015-11-01,11,3
VIC,2015-11-02,18,22
VIC,2015-11-03,19,4
VIC,2015-11-04,9,1
VIC,2015-11-05,8,2
VIC,2015-11-06,9,22
VIC,2015-11-07,19,3
VIC,2015-11-08,18,5
VIC,2015-11-09,16,4
VIC,2015-11-10,12,0
VIC,2015-11-11,6,2
VIC,2015-11-12,6,2
VIC,2015-11-13,6,3
VIC,2015-11-14,8,3
VIC,2015-11-15,19,3
VIC,2015-11-16,15,2
VIC,2015-11-17,19,3
VIC,2015-11-18,15,2
VIC,2015-11-19,9,1
VIC,2015-11-20,11,14
VIC,2015-11-21,19,3
VIC,2015-11-22,19,13
VIC,2015-11-23,19,2
VIC,2015-11-24,16,2
VIC,2015-11-25,15,4
VIC,2015-11-26,22,13
VIC,2015-11-27,6,3
VIC,2015-11-28,6,3
VIC,2015-11-29,17,22
VIC,2015-11-30,15,3
VIC,2015-12-01,16,15
VIC,2015-12-02,6,3
VIC,2015-12-03,17,2
VIC,2015-12-04,16,2
VIC,2015-12-05,11,17
VIC,2015-12-06,14,2
VIC,2015-12-07,7,2
VIC,2015-12-08,6,2
VIC,2015-12-09,23,2
VIC,2015-12-10,6,3
VIC,2015-12-11,12,3
VIC,2015-12-12,20,5
VIC,2015-12-13,19,3
VIC,2015-12-14,15,2
VIC,2015-12-15,15,3
VIC,2015-12-16,16,2
VIC,2015-12-17,16,3
VIC,2015-12-18,16,1
VIC,2015-12-19,15,5
VIC,2015-12-20,11,5
VIC,2015-12-21,12,2
VIC,2015-12-22,16,3
VIC,2015-12-23,9,3
VIC,2015-12-24,16,23
VIC,2015-12-25,17,9
VIC,2015-12-26,20,10
VIC,2015-12-27,23,1
VIC,2015-12-28,22,4
VIC,2015-12-29,23,16
VIC,2015-12-30,15,3
VIC,2015-12-31,14,2
VIC,2016-01-01,16,5
VIC,2016-01-02,23,18
VIC,2016-01-03,23,3
VIC,2016-01-04,8,2
VIC,2016-01-05,9,2
VIC,2016-01-06,23,2
VIC,2016-01-07,23,2
VIC,2016-01-08,6,2
VIC,2016-01-09,15,2
VIC,2016-01-10,15,5
VIC,2016-01-11,14,3
VIC,2016-01-12,13,3
VIC,2016-01-13,15,2
VIC,2016-01-14,10,12
VIC,2016-01-15,16,2
VIC,2016-01-16,10,3
VIC,2016-01-17,18,4
VIC,2016-01-18,15,3
VIC,2016-01-19,16,3
VIC,2016-01-20,16,3
VIC,2016-01-21,13,2
VIC,2016-01-22,12,4
VIC,2016-01-23,8,3
VIC,2016-01-24,18,3
VIC,2016-01-25,15,3
VIC,2016-01-26,17,4
VIC,2016-01-27,11,3
VIC,2016-01-28,16,3
VIC,2016-01-29,5,2
VIC,2016-01-30,20,5
VIC,2016-01-31,19,3
VIC,2016-02-01,6,3
VIC,2016-02-02,15,3
VIC,2016-02-03,6,2
VIC,2016-02-04,6,2
VIC,2016-02-05,13,2
VIC,2016-02-06,17,6
VIC,2016-02-07,17,4
VIC,2016-02-08,15,3
VIC,2016-02-09,15,3
VIC,2016-02-10,15,2
VIC,2016-02-11,15,3
VIC,2016-02-12,16,3
VIC,2016-02-13,16,5
VIC,2016-02-14,19,5
VIC,2016-02-15,6,2
VIC,2016-02-16,6,2
VIC,2016-02-17,6,2
VIC,2016-02-18,19,3
VIC,2016-02-19,15,2
VIC,2016-02-20,11,22
VIC,2016-02-21,17,0
VIC,2016-02-22,15,2
VIC,2016-02-23,15,3
VIC,2016-02-24,15,2
VIC,2016-02-25,16,2
VIC,2016-02-26,6,3
VIC,2016-02-27,19,3
VIC,2016-02-28,19,22
VIC,2016-02-29,19,2
VIC,2016-03-01,14,3
VIC,2016-03-02,15,3
VIC,2016-03-03,15,22
VIC,2016-03-04,13,4
VIC,2016-03-05,15,22
VIC,2016-03-06,15,3
VIC,2016-03-07,15,2
VIC,2016-03-08,16,2
VIC,2016-03-09,15,21
VIC,2016-03-10,8,2
VIC,2016-03-11,13,3
VIC,2016-03-12,13,2
VIC,2016-03-13,15,4
VIC,2016-03-14,12,22
VIC,2016-03-15,15,1
VIC,2016-03-16,6,2
VIC,2016-03-17,12,2
VIC,2016-03-18,22,3
VIC,2016-03-19,7,11
VIC,2016-03-20,7,21
VIC,2016-03-21,6,2
VIC,2016-03-22,18,3
VIC,2016-03-23,22,2
VIC,2016-03-24,5,3
VIC,2016-03-25,18,5
VIC,2016-03-26,18,22
VIC,2016-03-27,18,5
VIC,2016-03-28,18,2
VIC,2016-03-29,8,2
VIC,2016-03-30,6,2
VIC,2016-03-31,6,0
VIC,2016-04-01,19,2
VIC,2016-04-02,8,4
VIC,2016-04-03,18,3
VIC,2016-04-04,18,2
VIC,2016-04-05,16,3
VIC,2016-04-06,18,5
VIC,2016-04-07,6,3
VIC,2016-04-08,15,3
VIC,2016-04-09,18,3
VIC,2016-04-10,18,4
VIC,2016-04-11,18,3
VIC,2016-04-12,6,1
VIC,2016-04-13,6,3
VIC,2016-04-14,18,3
VIC,2016-04-15,23,21
VIC,2016-04-16,22,5
VIC,2016-04-17,18,10
VIC,2016-04-18,18,5
VIC,2016-04-19,23,4
VIC,2016-04-20,6,5
VIC,2016-04-21,17,3
VIC,2016-04-22,23,4
VIC,2016-04-23,8,5
VIC,2016-04-24,18,11
VIC,2016-04-25,17,4
VIC,2016-04-26,6,4
VIC,2016-04-27,17,3
VIC,2016-04-28,20,2
VIC,2016-04-29,17,3
VIC,2016-04-30,18,4
VIC,2016-05-01,23,4
VIC,2016-05-02,17,11
VIC,2016-05-03,18,2
VIC,2016-05-04,6,23
VIC,2016-05-05,17,4
VIC,2016-05-06,17,2
VIC,2016-05-07,17,3
VIC,2016-05-08,17,4
VIC,2016-05-09,10,4
VIC,2016-05-10,17,4
VIC,2016-05-11,8,3
VIC,2016-05-12,17,2
VIC,2016-05-13,17,2
VIC,2016-05-14,17,4
VIC,2016-05-15,18,4
VIC,2016-05-16,6,14
VIC,2016-05-17,17,3
VIC,2016-05-18,6,23
VIC,2016-05-19,17,0
VIC,2016-05-20,6,2
VIC,2016-05-21,17,2
VIC,2016-05-22,17,3
VIC,2016-05-23,17,4
VIC,2016-05-24,17,2
VIC,2016-05-25,17,3
VIC,2016-05-26,10,2
VIC,2016-05-27,22,10
VIC,2016-05-28,9,3
VIC,2016-05-29,17,4
VIC,2016-05-30,17,3
VIC,2016-05-31,13,3
VIC,2016-06-01,18,2
VIC,2016-06-02,7,3
VIC,2016-06-03,7,3
VIC,2016-06-04,9,3
VIC,2016-06-05,18,5
VIC,2016-06-06,18,2
VIC,2016-06-07,18,3
VIC,2016-06-08,9,3
VIC,2016-06-09,6,3
VIC,2016-06-10,6,3
VIC,2016-06-11,20,5
VIC,2016-06-12,20,5
VIC,2016-06-13,9,4
VIC,2016-06-14,17,4
VIC,2016-06-15,17,3
VIC,2016-06-16,17,3
VIC,2016-06-17,12,2
VIC,2016-06-18,17,4
VIC,2016-06-19,16,4
VIC,2016-06-20,18,3
VIC,2016-06-21,17,4
VIC,2016-06-22,18,3
VIC,2016-06-23,17,4
VIC,2016-06-24,20,3
VIC,2016-06-25,20,4
VIC,2016-06-26,18,5
VIC,2016-06-27,8,2
VIC,2016-06-28,17,3
VIC,2016-06-29,7,4
VIC,2016-06-30,8,3
VIC,2016-07-01,8,3
VIC,2016-07-02,9,2
VIC,2016-07-03,17,3
VIC,2016-07-04,8,3
VIC,2016-07-05,9,3
VIC,2016-07-06,18,4
VIC,2016-07-07,22,4
VIC,2016-07-08,6,4
VIC,2016-07-09,8,2
VIC,2016-07-10,17,5
VIC,2016-07-11,18,23
VIC,2016-07-12,18,0
VIC,2016-07-13,18,3
VIC,2016-07-14,17,4
VIC,2016-07-15,17,4
VIC,2016-07-16,9,4
VIC,2016-07-17,18,4
VIC,2016-07-18,6,3
VIC,2016-07-19,7,4
VIC,2016-07-20,18,5
VIC,2016-07-21,7,23
VIC,2016-07-22,18,4
VIC,2016-07-23,21,4
VIC,2016-07-24,18,4
VIC,2016-07-25,18,4
VIC,2016-07-26,7,3
VIC,2016-07-27,18,4
VIC,2016-07-28,9,4
VIC,2016-07-29,18,3
VIC,2016-07-30,18,12
VIC,2016-07-31,18,5
VIC,2016-08-01,18,3
VIC,2016-08-02,18,4
VIC,2016-08-03,17,4
VIC,2016-08-04,18,2
VIC,2016-08-05,18,3
VIC,2016-08-06,18,3
VIC,2016-08-07,18,13
VIC,2016-08-08,18,4
VIC,2016-08-09,18,13
VIC,2016-08-10,18,3
VIC,2016-08-11,18,1
VIC,2016-08-12,18,4
VIC,2016-08-13,18,2
VIC,2016-08-14,18,22
VIC,2016-08-15,6,23
VIC,2016-08-16,18,4
VIC,2016-08-17,18,3
VIC,2016-08-18,18,3
VIC,2016-08-19,18,4
VIC,2016-08-20,18,3
VIC,2016-08-21,18,4
VIC,2016-08-22,7,3
VIC,2016-08-23,18,4
VIC,2016-08-24,7,4
VIC,2016-08-25,6,13
VIC,2016-08-26,6,11
VIC,2016-08-27,18,12
VIC,2016-08-28,18,4
VIC,2016-08-29,18,3
VIC,2016-08-30,10,3
VIC,2016-08-31,18,5
VIC,2016-09-01,6,3
VIC,2016-09-02,8,4
VIC,2016-09-03,18,13
VIC,2016-09-04,18,22
VIC,2016-09-05,18,4
VIC,2016-09-06,18,3
VIC,2016-09-07,6,23
VIC,2016-09-08,18,4
VIC,2016-09-09,17,3
VIC,2016-09-10,18,4
VIC,2016-09-11,18,10
VIC,2016-09-12,10,4
VIC,2016-09-13,18,3
VIC,2016-09-14,8,3
VIC,2016-09-15,8,3
VIC,2016-09-16,6,3
VIC,2016-09-17,18,4
VIC,2016-09-18,18,3
VIC,2016-09-19,18,2
VIC,2016-09-20,18,3
VIC,2016-09-21,18,3
VIC,2016-09-22,18,4
VIC,2016-09-23,18,13
VIC,2016-09-24,18,3
VIC,2016-09-25,18,4
VIC,2016-09-26,18,3
VIC,2016-09-27,18,9
VIC,2016-09-28,6,16
VIC,2016-09-29,8,3
VIC,2016-09-30,18,4
VIC,2016-10-01,19,15
VIC,2016-10-02,18,4
VIC,2016-10-03,8,23
VIC,2016-10-04,6,2
VIC,2016-10-05,18,2
VIC,2016-10-06,6,23
VIC,2016-10-07,6,2
VIC,2016-10-08,8,14
VIC,2016-10-09,0,4
VIC,2016-10-10,18,2
VIC,2016-10-11,18,3
VIC,2016-10-12,6,1
VIC,2016-10-13,6,2
VIC,2016-10-14,6,12
VIC,2016-10-15,18,3
VIC,2016-10-16,18,2
VIC,2016-10-17,6,14
VIC,2016-10-18,19,3
VIC,2016-10-19,6,2
VIC,2016-10-20,6,19
VIC,2016-10-21,6,2
VIC,2016-10-22,8,1
VIC,2016-10-23,19,4
VIC,2016-10-24,6,13
VIC,2016-10-25,18,11
VIC,2016-10-26,6,22
VIC,2016-10-27,6,15
VIC,2016-10-28,6,21
VIC,2016-10-29,6,15
VIC,2016-10-30,18,3
VIC,2016-10-31,5,12
VIC,2016-11-01,19,12
VIC,2016-11-02,19,3
VIC,2016-11-03,19,3
VIC,2016-11-04,6,21
VIC,2016-11-05,16,3
VIC,2016-11-06,18,3
VIC,2016-11-07,19,1
VIC,2016-11-08,5,16
VIC,2016-11-09,6,3
VIC,2016-11-10,6,3
VIC,2016-11-11,6,17
VIC,2016-11-12,6,23
VIC,2016-11-13,8,22
VIC,2016-11-14,6,22
VIC,2016-11-15,6,3
VIC,2016-11-16,19,0
VIC,2016-11-17,6,5
VIC,2016-11-18,6,14
VIC,2016-11-19,23,1
VIC,2016-11-20,19,5
VIC,2016-11-21,12,3
VIC,2016-11-22,11,14
VIC,2016-11-23,6,22
VIC,2016-11-24,6,2
VIC,2016-11-25,6,2
VIC,2016-11-26,23,13
VIC,2016-11-27,16,1
VIC,2016-11-28,14,1
VIC,2016-11-29,6,22
VIC,2016-11-30,13,3
VIC,2016-12-01,6,2
VIC,2016-12-02,11,3
VIC,2016-12-03,8,4
VIC,2016-12-04,17,20
VIC,2016-12-05,13,14
VIC,2016-12-06,6,2
VIC,2016-12-07,15,23
VIC,2016-12-08,19,0
VIC,2016-12-09,6,1
VIC,2016-12-10,8,22
VIC,2016-12-11,18,3
VIC,2016-12-12,16,1
VIC,2016-12-13,15,3
VIC,2016-12-14,12,0
VIC,2016-12-15,8,0
VIC,2016-12-16,9,21
VIC,2016-12-17,0,14
VIC,2016-12-18,20,2
VIC,2016-12-19,16,22
VIC,2016-12-20,12,0
VIC,2016-12-21,10,2
VIC,2016-12-22,23,5
VIC,2016-12-23,16,22
VIC,2016-12-24,13,5
VIC,2016-12-25,19,4
VIC,2016-12-26,9,1
VIC,2016-12-27,1,3
VIC,2016-12-28,16,4
VIC,2016-12-29,22,3
VIC,2016-12-30,15,2
VIC,2016-12-31,14,21
VIC,2017-01-01,11,0
VIC,2017-01-02,18,8
VIC,2017-01-03,10,6
VIC,2017-01-04,15,6
VIC,2017-01-05,16,0
VIC,2017-01-06,16,2
VIC,2017-01-07,17,1
VIC,2017-01-08,17,5
VIC,2017-01-09,9,0
VIC,2017-01-10,15,5
VIC,2017-01-11,15,5
VIC,2017-01-12,15,5
VIC,2017-01-13,16,2
VIC,2017-01-14,20,3
VIC,2017-01-15,17,4
VIC,2017-01-16,16,3
VIC,2017-01-17,15,23
VIC,2017-01-18,14,22
VIC,2017-01-19,15,2
VIC,2017-01-20,8,5
VIC,2017-01-21,10,0
VIC,2017-01-22,17,3
VIC,2017-01-23,16,5
VIC,2017-01-24,13,2
VIC,2017-01-25,9,4
VIC,2017-01-26,17,22
VIC,2017-01-27,15,3
VIC,2017-01-28,16,22
VIC,2017-01-29,17,3
VIC,2017-01-30,16,3
VIC,2017-01-31,9,3
VIC,2017-02-01,6,0
VIC,2017-02-02,15,1
VIC,2017-02-03,6,3
VIC,2017-02-04,16,3
VIC,2017-02-05,17,5
VIC,2017-02-06,6,13
VIC,2017-02-07,16,1
VIC,2017-02-08,16,3
VIC,2017-02-09,12,18
VIC,2017-02-10,15,1
VIC,2017-02-11,17,22
VIC,2017-02-12,10,2
VIC,2017-02-13,10,1
VIC,2017-02-14,6,1
VIC,2017-02-15,16,3
VIC,2017-02-16,16,2
VIC,2017-02-17,6,2
VIC,2017-02-18,19,22
VIC,2017-02-19,19,0
VIC,2017-02-20,19,2
VIC,2017-02-21,6,1
VIC,2017-02-22,6,1
VIC,2017-02-23,16,1
VIC,2017-02-24,6,1
VIC,2017-02-25,7,3
VIC,2017-02-26,17,5
VIC,2017-02-27,16,4
VIC,2017-02-28,13,1
VIC,2017-03-01,15,2
VIC,2017-03-02,9,1
VIC,2017-03-03,16,2
VIC,2017-03-04,16,2
VIC,2017-03-05,17,5
VIC,2017-03-06,12,2
VIC,2017-03-07,16,3
VIC,2017-03-08,13,22
VIC,2017-03-09,15,2
VIC,2017-03-10,6,2
VIC,2017-03-11,13,22
VIC,2017-03-12,17,21
VIC,2017-03-13,18,3
VIC,2017-03-14,15,2
VIC,2017-03-15,17,3
VIC,2017-03-16,6,2
VIC,2017-03-17,6,22
VIC,2017-03-18,17,4
VIC,2017-03-19,17,4
VIC,2017-03-20,11,3
VIC,2017-03-21,8,2
VIC,2017-03-22,14,2
VIC,2017-03-23,8,3
VIC,2017-03-24,6,2
VIC,2017-03-25,15,3
VIC,2017-03-26,12,22
VIC,2017-03-27,12,3
VIC,2017-03-28,19,2
VIC,2017-03-29,18,3
VIC,2017-03-30,6,1
VIC,2017-03-31,7,21
VIC,2017-04-01,18,2
VIC,2017-04-02,18,4
VIC,2017-04-03,7,2
VIC,2017-04-04,18,3
VIC,2017-04-05,6,4
VIC,2017-04-06,18,3
VIC,2017-04-07,18,3
VIC,2017-04-08,23,3
VIC,2017-04-09,17,4
VIC,2017-04-10,6,3
VIC,2017-04-11,18,3
VIC,2017-04-12,6,3
VIC,2017-04-13,6,21
VIC,2017-04-14,23,14
VIC,2017-04-15,0,13
VIC,2017-04-16,23,6
VIC,2017-04-17,18,5
VIC,2017-04-18,17,3
VIC,2017-04-19,6,3
VIC,2017-04-20,13,3
VIC,2017-04-21,8,0
VIC,2017-04-22,9,3
VIC,2017-04-23,23,3
VIC,2017-04-24,8,5
VIC,2017-04-25,18,6
VIC,2017-04-26,18,2
VIC,2017-04-27,18,3
VIC,2017-04-28,6,3
VIC,2017-04-29,17,3
VIC,2017-04-30,17,14
VIC,2017-05-01,18,4
VIC,2017-05-02,18,3
VIC,2017-05-03,6,21
VIC,2017-05-04,18,3
VIC,2017-05-05,7,21
VIC,2017-05-06,18,4
VIC,2017-05-07,18,3
VIC,2017-05-08,18,2
VIC,2017-05-09,18,2
VIC,2017-05-10,18,3
VIC,2017-05-11,7,3
VIC,2017-05-12,6,9
VIC,2017-05-13,23,3
VIC,2017-05-14,9,6
VIC,2017-05-15,6,21
VIC,2017-05-16,6,3
VIC,2017-05-17,10,3
VIC,2017-05-18,16,23
VIC,2017-05-19,9,4
VIC,2017-05-20,17,3
VIC,2017-05-21,17,3
VIC,2017-05-22,7,4
VIC,2017-05-23,9,2
VIC,2017-05-24,23,3
VIC,2017-05-25,0,4
VIC,2017-05-26,6,23
VIC,2017-05-27,17,3
VIC,2017-05-28,18,3
VIC,2017-05-29,7,4
VIC,2017-05-30,18,3
VIC,2017-05-31,7,3
VIC,2017-06-01,7,2
VIC,2017-06-02,6,3
VIC,2017-06-03,17,12
VIC,2017-06-04,17,12
VIC,2017-06-05,6,22
VIC,2017-06-06,17,3
VIC,2017-06-07,6,2
VIC,2017-06-08,6,21
VIC,2017-06-09,8,3
VIC,2017-06-10,0,3
VIC,2017-06-11,23,5
VIC,2017-06-12,23,4
VIC,2017-06-13,6,3
VIC,2017-06-14,17,4
VIC,2017-06-15,6,11
VIC,2017-06-16,22,4
VIC,2017-06-17,9,14
VIC,2017-06-18,9,4
VIC,2017-06-19,9,3
VIC,2017-06-20,23,3
VIC,2017-06-21,13,3
VIC,2017-06-22,6,3
VIC,2017-06-23,20,4
VIC,2017-06-24,8,3
VIC,2017-06-25,17,12
VIC,2017-06-26,12,3
VIC,2017-06-27,23,3
VIC,2017-06-28,23,3
VIC,2017-06-29,17,3
VIC,2017-06-30,18,3
VIC,2017-07-01,18,5
VIC,2017-07-02,17,5
VIC,2017-07-03,13,0
VIC,2017-07-04,6,3
VIC,2017-07-05,8,3
VIC,2017-07-06,10,2
VIC,2017-07-07,9,14
VIC,2017-07-08,10,21
VIC,2017-07-09,16,3
VIC,2017-07-10,23,12
VIC,2017-07-11,9,3
VIC,2017-07-12,6,12
VIC,2017-07-13,9,4
VIC,2017-07-14,23,3
VIC,2017-07-15,17,11
VIC,2017-07-16,0,6
VIC,2017-07-17,18,4
VIC,2017-07-18,20,3
VIC,2017-07-19,18,4
VIC,2017-07-20,18,4
VIC,2017-07-21,6,13
VIC,2017-07-22,9,4
VIC,2017-07-23,18,4
VIC,2017-07-24,7,14
VIC,2017-07-25,18,4
VIC,2017-07-26,18,3
VIC,2017-07-27,6,21
VIC,2017-07-28,7,2
VIC,2017-07-29,17,3
VIC,2017-07-30,23,3
VIC,2017-07-31,18,4
VIC,2017-08-01,6,12
VIC,2017-08-02,6,14
VIC,2017-08-03,11,4
VIC,2017-08-04,7,4
VIC,2017-08-05,8,3
VIC,2017-08-06,20,3
VIC,2017-08-07,18,3
VIC,2017-08-08,6,3
VIC,2017-08-09,6,2
VIC,2017-08-10,7,4
VIC,2017-08-11,7,4
VIC,2017-08-12,18,3
VIC,2017-08-13,18,5
VIC,2017-08-14,9,3
VIC,2017-08-15,9,4
VIC,2017-08-16,7,4
VIC,2017-08-17,17,2
VIC,2017-08-18,18,4
VIC,2017-08-19,20,3
VIC,2017-08-20,18,5
VIC,2017-08-21,18,4
VIC,2017-08-22,18,3
