Technology,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind
DUID,ADPPV1,BNGSF1,BNGSF2,BOWWPV1,HVWWPV1,MANNSF2,MAPS2PV1,MAPS3PV1,MBPS2PV1,MWPS1PV1,MWPS2PV1,MWPS3PV1,MWPS4PV1,PAREPS1,TB2SF1,TBSF1,BLUFF1,CATHROCK,CLEMGPWF,CNUNDAWF,GSWF1A,GSWF1B1,HALLWF1,HALLWF2,HDWF1,HDWF2,HDWF3,LGAPWF1,LGAPWF2,LKBONNY1,LKBONNY2,LKBONNY3,MTMILLAR,NBHWF1,PAREPW1,SNOWNTH1,SNOWSTH1,SNOWTWN1,STARHLWF,WATERLWF,WGWF1,WPWF
Quarter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,,59.75600787034383,61.10842316656782,,,,,,,,,,,,,69.1523050415412,42.789789752710284,,44.41606390762737,,,,50.422755381028324,47.625045330340974,46.98117229153873,45.69961021201186,46.54878554400576,58.598190487795925,,,47.48656575933497,46.53057924520412,,49.13651507071672,,46.77274813849995,46.82945523740815,51.47392566721108,,39.055898644413716,45.80298580924216,
2020-06-30,,31.915858584614448,30.545417081002785,,,,,,,,,,,,,31.954440468415097,26.858381449143415,,27.006237552191592,,,,29.34857947989091,30.18005488485025,28.952557298379862,28.04851649241996,28.262043979006073,30.447768103069293,,,26.249114541815693,26.706564811448608,,28.952279659319004,,27.733843801811545,28.90595202531968,29.11942333988486,,28.047554190084448,28.114460747222108,
2020-09-30,,18.22347392948773,15.885847646691147,,,,,,,,,,,,,37.44533085867144,21.423130790196034,,22.714408187536108,,,,27.657647578265628,27.690777664357338,23.91981922698604,21.656140387055295,22.137739016599202,34.750899745420796,,,31.781214717372055,33.30075385167288,,26.62557499677085,,28.92499837869335,33.70362526552591,32.5466016742274,,25.65028471516113,23.9915838943434,
2020-12-31,,13.0551307621588,13.233405569880231,,,,,,,,,1.6811396349803127,,,,32.32746336250876,12.250799180873127,,18.047670364412266,,,,18.380262994270755,18.186116733212927,14.951237204898087,13.481950152408483,13.170024296094706,30.29718731585581,,,29.68190162892496,31.159479741866893,,19.145936527112774,,19.491578527935022,22.590152381459838,27.88055333904846,,14.046249292939976,15.843514526531806,
2021-03-31,,10.100978106055319,10.42128979446713,,,,,,,36.50186542551104,40.592656280515406,18.147106437916886,13.570280884815428,,,24.334358041325043,12.8944355832709,,30.074133726560753,,,,18.464275191657688,19.014543047558345,17.089163743151488,16.11481568633731,15.395011917184908,31.220969313856788,,,39.81138071003754,46.726038372781005,,19.04700757045808,,20.846834300132652,24.079364356782943,29.648422055450418,,21.8719302218345,20.72375404212781,
2021-06-30,80.9300093162004,39.75889582004828,38.97467376786816,,,,,,,45.68298887978645,42.32035856732576,46.95848404096371,34.489427037062896,,,44.58266503150301,49.29618740818161,,50.595636074929374,,,,51.79733383962374,52.15514253795275,46.37019723078709,48.45875097307779,48.93553322538388,51.128372123523974,,,49.87071196031679,52.06065054168526,,49.36140857571783,,47.26773788940902,51.32822414959369,51.66063769236486,,50.09178426754126,50.847938893687434,
2021-09-30,29.62537640659541,13.958757214727033,11.201171870537776,,,,-86.15499830326756,,,36.33132766786695,22.62458232670418,25.485361764241926,23.792300709524287,,,40.67425410418402,33.26830311071942,,32.4543321140193,,,,38.87195169681206,36.86758449933563,28.987753125528965,27.320719707175964,27.27739277480274,49.12647969820206,,,43.710677372446604,44.26585548807397,,37.47329253054307,,25.888742497949462,28.78682482247127,42.95533683605126,,31.582927619126004,33.88573073988937,
2021-12-31,77.05818996695598,14.189617214542844,13.739560361942454,,,,16.007644657135245,,,21.450659288457516,20.731550284339413,19.906358541332903,18.7391017242295,,,28.77542125742678,20.93454257386022,,25.113791593711092,42.75013661702004,,,23.997346886399974,23.901548710211515,15.530975570411378,12.609023103183064,12.807128347904953,40.656711292843795,48.17876378992969,46.55829529338559,32.93296173228763,31.83862605630486,,24.126705888696222,,19.07664040754283,23.204668754024482,34.163873839288925,,24.239380343404054,17.492815344085766,48.960364483043044
2022-03-31,2.1532831509128996,44.45732802508071,44.336914434991975,36.280990625,,,,,49.172540853464895,61.98040934687558,57.61086516410625,51.6274632505747,63.989555210090636,,,61.741809512481225,43.35720619407479,58.884393803252934,54.57292401362162,49.20588309997625,,,48.50909540587612,48.385316091980386,46.663124594317864,46.34175205327834,45.780364086821876,56.038020735845144,57.738754294634994,55.60436525462933,59.939582758483596,57.736655164487985,59.133644694868465,49.25788447103541,,44.33391993741919,45.37718138264927,56.15389960921426,50.80965036729585,47.63593394161371,44.63626563129606,50.28968142008736
