Period,DUID,Delta,Contract
2020-01-05,CHILDSF1,4.827032305046686,Ex-post DWA
2020-01-12,CHILDSF1,0.5925894397682256,Ex-post DWA
2020-01-19,CHILDSF1,0.4617385405141263,Ex-post DWA
2020-01-26,CHILDSF1,-1.2679201729054768,Ex-post DWA
2020-02-02,CHILDSF1,5.770691046705295,Ex-post DWA
2020-02-09,CHILDSF1,4.161918403786451,Ex-post DWA
2020-02-16,CHILDSF1,0.6170591342962837,Ex-post DWA
2020-02-23,CHILDSF1,-2.1335992842705807,Ex-post DWA
2020-03-01,CHILDSF1,1.472682532179256,Ex-post DWA
2020-03-08,CHILDSF1,2.6174194312872956,Ex-post DWA
2020-03-15,CHILDSF1,-4.209631110873829,Ex-post DWA
2020-03-22,CHILDSF1,0.12329511848813013,Ex-post DWA
2020-03-29,CHILDSF1,0.02479771655002594,Ex-post DWA
2020-04-05,CHILDSF1,-2.6112650059841442,Ex-post DWA
2020-04-12,CHILDSF1,-1.8377377311671559,Ex-post DWA
2020-04-19,CHILDSF1,0.1794577059987148,Ex-post DWA
2020-04-26,CHILDSF1,-0.6574354744249185,Ex-post DWA
2020-05-03,CHILDSF1,4.727728842898076,Ex-post DWA
2020-05-10,CHILDSF1,1.4149507321068242,Ex-post DWA
2020-05-17,CHILDSF1,-0.13418561664102313,Ex-post DWA
2020-05-24,CHILDSF1,-1.8538679233796174,Ex-post DWA
2020-05-31,CHILDSF1,-1.8892377375401956,Ex-post DWA
2020-06-07,CHILDSF1,1.1904951431811526,Ex-post DWA
2020-06-14,CHILDSF1,-1.034125063558701,Ex-post DWA
2020-06-21,CHILDSF1,5.411702517189763,Ex-post DWA
2020-06-28,CHILDSF1,8.516791084149547,Ex-post DWA
2020-07-05,CHILDSF1,-1.2794869552813068,Ex-post DWA
2020-07-12,CHILDSF1,1.1272313045167266,Ex-post DWA
2020-07-19,CHILDSF1,-1.362681575363144,Ex-post DWA
2020-07-26,CHILDSF1,-1.0454238541892629,Ex-post DWA
2020-08-02,CHILDSF1,-0.6872209935224802,Ex-post DWA
2020-08-09,CHILDSF1,-3.513590809037936,Ex-post DWA
2020-08-16,CHILDSF1,-3.153779425139472,Ex-post DWA
2020-08-23,CHILDSF1,-2.3129053404589044,Ex-post DWA
2020-08-30,CHILDSF1,-3.7778316608358553,Ex-post DWA
2020-09-06,CHILDSF1,-4.312190733149627,Ex-post DWA
2020-09-13,CHILDSF1,-0.857537217286195,Ex-post DWA
2020-09-20,CHILDSF1,-1.9855360053609612,Ex-post DWA
2020-09-27,CHILDSF1,-8.365897815285297,Ex-post DWA
2020-10-04,CHILDSF1,-4.382394059949341,Ex-post DWA
2020-10-11,CHILDSF1,-4.086545300850938,Ex-post DWA
2020-10-18,CHILDSF1,-7.434141505611802,Ex-post DWA
2020-10-25,CHILDSF1,-3.8974701673176035,Ex-post DWA
2020-11-01,CHILDSF1,-1.6591895606009004,Ex-post DWA
2020-11-08,CHILDSF1,0.40631641273730423,Ex-post DWA
2020-11-15,CHILDSF1,-1.9507929080766928,Ex-post DWA
2020-11-22,CHILDSF1,0.9612760443615116,Ex-post DWA
2020-11-29,CHILDSF1,0.5602488439463968,Ex-post DWA
2020-12-06,CHILDSF1,-1.0866683908820391,Ex-post DWA
2020-12-13,CHILDSF1,2.2073819745023258,Ex-post DWA
2020-12-20,CHILDSF1,14.669891250041218,Ex-post DWA
2020-12-27,CHILDSF1,-2.2652837074288925,Ex-post DWA
2021-01-03,CHILDSF1,-0.5036230916508408,Ex-post DWA
2021-01-10,CHILDSF1,4.355833880374078,Ex-post DWA
2021-01-17,CHILDSF1,2.1116357050543044,Ex-post DWA
2021-01-24,CHILDSF1,-3.447912418022206,Ex-post DWA
2021-01-31,CHILDSF1,-0.27175351514077306,Ex-post DWA
2021-02-07,CHILDSF1,-0.531522497136649,Ex-post DWA
2021-02-14,CHILDSF1,0.1518542430835197,Ex-post DWA
2021-02-21,CHILDSF1,-0.3474354137303912,Ex-post DWA
2021-02-28,CHILDSF1,4.332805319727733,Ex-post DWA
2021-03-07,CHILDSF1,3.937636295974901,Ex-post DWA
2021-03-14,CHILDSF1,-2.829577886435139,Ex-post DWA
2021-03-21,CHILDSF1,1.4021921663320853,Ex-post DWA
2021-03-28,CHILDSF1,-6.853217363743269,Ex-post DWA
2021-04-04,CHILDSF1,-1.8369327380342568,Ex-post DWA
2021-04-11,CHILDSF1,-15.242025909237064,Ex-post DWA
2021-04-18,CHILDSF1,-1.8053913312158585,Ex-post DWA
2021-04-25,CHILDSF1,8.608150661352735,Ex-post DWA
2021-05-02,CHILDSF1,-2.078548387839966,Ex-post DWA
2021-05-09,CHILDSF1,4.577775209728358,Ex-post DWA
2021-05-16,CHILDSF1,-6.809659440598157,Ex-post DWA
2021-05-23,CHILDSF1,-6.4148403079442025,Ex-post DWA
2021-05-30,CHILDSF1,22.72080194980866,Ex-post DWA
2021-06-06,CHILDSF1,-15.967194873538503,Ex-post DWA
2021-06-13,CHILDSF1,-3.073492510080996,Ex-post DWA
2021-06-20,CHILDSF1,49.081810889086654,Ex-post DWA
2021-06-27,CHILDSF1,-8.885487955722962,Ex-post DWA
2021-07-04,CHILDSF1,-30.92366544993903,Ex-post DWA
2021-07-11,CHILDSF1,2.8451728183480753,Ex-post DWA
2021-07-18,CHILDSF1,-0.3429662815744763,Ex-post DWA
2021-07-25,CHILDSF1,-7.111888123733074,Ex-post DWA
2021-08-01,CHILDSF1,-3.879255947765337,Ex-post DWA
2021-08-08,CHILDSF1,-1.8786026922320254,Ex-post DWA
2021-08-15,CHILDSF1,-4.8112289706105,Ex-post DWA
2021-08-22,CHILDSF1,-7.3187266470583,Ex-post DWA
2021-08-29,CHILDSF1,-3.1579368654425615,Ex-post DWA
2021-09-05,CHILDSF1,-5.122731115734645,Ex-post DWA
2021-09-12,CHILDSF1,-3.7712064015170217,Ex-post DWA
2021-09-19,CHILDSF1,5.4968170020585525,Ex-post DWA
2021-09-26,CHILDSF1,-2.1032077517656793,Ex-post DWA
2021-10-03,CHILDSF1,-21.693535953895335,Ex-post DWA
2021-10-10,CHILDSF1,-2.9592073244525388,Ex-post DWA
2021-10-17,CHILDSF1,-11.449534964631475,Ex-post DWA
2021-10-24,CHILDSF1,-0.5429803037816043,Ex-post DWA
2021-10-31,CHILDSF1,-1.6710965197251895,Ex-post DWA
2021-11-07,CHILDSF1,-1.6386877867635334,Ex-post DWA
2021-11-14,CHILDSF1,-52.09099059262911,Ex-post DWA
2021-11-21,CHILDSF1,-0.24128602365152574,Ex-post DWA
2021-11-28,CHILDSF1,-10.8746035020256,Ex-post DWA
2021-12-05,CHILDSF1,-2.429217640125657,Ex-post DWA
2021-12-12,CHILDSF1,-1.7035487749150633,Ex-post DWA
2021-12-19,CHILDSF1,0.5606030253953946,Ex-post DWA
2021-12-26,CHILDSF1,-19.41818197422637,Ex-post DWA
2022-01-02,CHILDSF1,-2.058101795677878,Ex-post DWA
2022-01-09,CHILDSF1,-18.270718571191452,Ex-post DWA
2022-01-16,CHILDSF1,-4.39216199575398,Ex-post DWA
2022-01-23,CHILDSF1,-8.091889662251091,Ex-post DWA
2022-01-30,CHILDSF1,4.698990796119077,Ex-post DWA
2022-02-06,CHILDSF1,-160.2235588268305,Ex-post DWA
2022-02-13,CHILDSF1,-0.13484398315545576,Ex-post DWA
2022-02-20,CHILDSF1,0.6507995613556972,Ex-post DWA
2022-02-27,CHILDSF1,8.746649780091175,Ex-post DWA
2022-03-06,CHILDSF1,-7.347489386414452,Ex-post DWA
2022-03-13,CHILDSF1,-20.175219421686307,Ex-post DWA
2022-03-20,CHILDSF1,-0.7426032482102798,Ex-post DWA
2022-03-27,CHILDSF1,0.46294270398384185,Ex-post DWA
2022-04-03,CHILDSF1,-5.550961267478272,Ex-post DWA
2022-04-10,CHILDSF1,-13.649444463411157,Ex-post DWA
2022-04-17,CHILDSF1,0.5094435805829676,Ex-post DWA
2022-04-24,CHILDSF1,-10.513425949831571,Ex-post DWA
2022-05-01,CHILDSF1,-13.782952837892651,Ex-post DWA
2022-05-08,CHILDSF1,-5.954750178748213,Ex-post DWA
