Period,DUID,Delta,Contract
2020-03-31,BANN1,-17.60963427303176,Ex-post DWA
2020-06-30,BANN1,-0.5812544385076137,Ex-post DWA
2020-09-30,BANN1,-1.2437932910298954,Ex-post DWA
2020-12-31,BANN1,-2.1568644168313327,Ex-post DWA
2021-03-31,BANN1,-2.2516997072946623,Ex-post DWA
2021-06-30,BANN1,-1.8745541151785474,Ex-post DWA
2021-09-30,BANN1,-8.319760394178296,Ex-post DWA
2021-12-31,BANN1,-9.623867003043106,Ex-post DWA
2022-03-31,BANN1,-6.646450224135286,Ex-post DWA
2022-06-30,BANN1,-6.37844229240082,Ex-post DWA
2022-09-30,BANN1,-7.570075596297926,Ex-post DWA
2022-12-31,BANN1,-9.875616037612762,Ex-post DWA
2023-03-31,BANN1,-5.396153373196714,Ex-post DWA
2023-06-30,BANN1,-4.380141394906815,Ex-post DWA
2023-09-30,BANN1,-5.117325379316217,Ex-post DWA
2023-12-31,BANN1,-13.651970237933696,Ex-post DWA
2024-03-31,BANN1,-5.6940125134124635,Ex-post DWA
2024-06-30,BANN1,5.044696303474424,Ex-post DWA
2024-09-30,BANN1,-6.71177090707954,Ex-post DWA
2024-12-31,BANN1,-13.348414979782635,Ex-post DWA
2020-03-31,GANNSF1,2.5973219532422007,Ex-post DWA
2020-06-30,GANNSF1,-0.1511644596861217,Ex-post DWA
2020-09-30,GANNSF1,0.20335615035405397,Ex-post DWA
2020-12-31,GANNSF1,-1.0216771110764462,Ex-post DWA
2021-03-31,GANNSF1,-1.1503409812525973,Ex-post DWA
2021-06-30,GANNSF1,-0.3995797701582404,Ex-post DWA
2021-09-30,GANNSF1,-13.284547036389572,Ex-post DWA
2021-12-31,GANNSF1,-5.246115000905161,Ex-post DWA
2022-03-31,GANNSF1,-3.8825051822736967,Ex-post DWA
2022-06-30,GANNSF1,-8.625800134252728,Ex-post DWA
2022-09-30,GANNSF1,-13.725047381825163,Ex-post DWA
