Quarter,ADPPV1,BNGSF1,BNGSF2,BOWWPV1,HVWWPV1,MANNSF2,MAPS2PV1,MAPS3PV1,MBPS2PV1,MWPS1PV1,MWPS2PV1,MWPS3PV1,MWPS4PV1,PAREPS1,TB2SF1,TBSF1
2020-03-31,0.0,0.07692693090182134,0.12670526006359384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10423775224352017
2020-06-30,0.0,0.04159664838617905,0.02290915394769788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08260030616592962
2020-09-30,0.0,0.04770031580735501,0.046291903629898656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21413365419685026
2020-12-31,0.0,0.07033452334333967,0.08986752251731134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018188436803886487,0.0,0.0,0.0,0.27920397605202185
2021-03-31,0.0,0.07998608424779496,0.08975600402678086,0.0,0.0,0.0,0.0,0.0,0.0,0.05370790249607438,0.2501285562155624,0.03612781678813326,0.0,0.0,0.0,0.2673716010492365
2021-06-30,0.06432318449362096,0.022823648367790828,0.016045910862402812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031295797845625084,0.0,0.0,0.0,0.09488269534497618
2021-09-30,0.03394417414883555,0.1349609282803047,0.1329271388906026,0.0,0.0,0.0,0.27083559468174523,0.0,0.0,0.20753948205890038,0.16579470937653873,0.1657601232929291,0.20884985286427094,0.0,0.0,0.37947414560434545
2021-12-31,0.0015351049000666972,0.1407908148819088,0.14422975448150577,0.0,0.0,0.0,0.0,0.0,0.0,0.05029428690038207,0.05382545216981294,0.09031305151539337,0.0640347922632406,0.0,0.0,0.33811068926302634
2022-03-31,0.10540239327427692,0.051438031241531124,0.04967166337357787,0.9999801861118514,0.0,0.0,0.0,0.0,0.03341207647526434,0.007139159123089489,0.008922181984394095,0.06215463208014815,0.02236783917226204,0.0,0.0,0.11641868244613462
2022-06-30,0.09384294301067742,0.0,0.0,0.12118644516569121,0.2222067856959603,0.0,0.10093543114003478,0.0,0.05094709492882521,0.0691006431879092,0.06537321408359209,0.08210022555102314,0.06724310966336644,0.0,0.0,0.08668228961145052
2022-09-30,0.1562432416485341,0.08920685085605218,0.06133409493637232,0.0,0.0749972941428918,0.0,0.14073008125707998,0.0,0.1509742863738328,0.11789414228702821,0.1180050558480823,0.11701531371911911,0.15220472041336797,0.0,0.0,0.14583191764524195
2022-12-31,0.4611217266919547,0.11434677545492455,0.12046721634074109,0.42925667657817446,0.34457370305178214,0.0,0.3577627243050455,0.0,0.4009872046252172,0.29864589012372167,0.2688804350703443,0.4035889199326069,0.32226101976354704,0.23820749290121834,0.0,0.3398064777707971
2023-03-31,0.18256385414890342,0.11182324403678423,0.07270011460656411,0.32704992328069815,0.21148403342601185,0.0,0.22345777233084763,0.47825058176208823,0.21119126502400365,0.09179431756279077,0.09619441683943386,0.1960282496509731,0.09358749403806399,0.14450862606456993,0.0,0.19106166920993073
2023-06-30,0.14668934060949146,0.06053694667598275,0.04640254332784621,0.14149491625444977,0.16320090888867922,0.0,0.13614926081704803,0.2353098662768226,0.11330635897746444,0.08283569971514804,0.09398990113431549,0.11981286260000867,0.10807635139961314,0.07991359451234514,1.0,0.1786364952449775
2023-09-30,0.3573907986022512,0.18970446503202765,0.18983291673303826,0.3927921534910468,0.2738192625121745,0.0,0.27129634460824614,0.3001334670093193,0.2851545718056655,0.15661863049825753,0.16870706010813574,0.2148358481399879,0.19356195989960223,0.16320191122559324,0.4608425934487205,0.12619898081303293
2023-12-31,0.45452734279494045,0.3398206197693977,0.2782886725199709,0.36923019482229213,0.3015751546997396,0.7134856952706974,0.30272102988933236,0.336120297021561,0.2906481004246225,0.1629701665603962,0.191051485955969,0.17031009334830094,0.21631619711764882,0.2730205549216922,0.5586698296847592,0.4316253211300153
2024-03-31,0.3132107734578775,0.23688764194668133,0.18098489416715147,0.25765318111570523,0.22357660565690707,0.25051770830193876,0.2360278900690851,0.24689568890198144,0.2383542920527597,0.12121086737348785,0.1205815273309826,0.01959075487248152,0.12302814216400049,0.2111489856434534,0.2605644532088002,0.3299893977827376
2024-06-30,0.08928714642418645,0.04543633559473115,0.030772766954556663,0.024166340613712922,0.025828867047665516,0.012343140096493066,0.03132904155754512,0.03122499397894174,0.021012993858531614,0.015810964900918156,0.021956379412919946,0.015582463783871403,0.02458842256108673,0.022278765648246046,0.08858046572092759,0.07466423845334647
2024-09-30,0.15257664267301896,0.27714460412995245,0.2639694070297285,0.11052954950980787,0.09240983088717525,0.2925954901778388,0.11580717283423769,0.09190383313094275,0.06316383266861192,0.1117174560902695,0.11797721766496383,0.09697671808296704,0.05157147289423947,0.16873327322431952,0.26161364933863507,0.33158072834197727
2024-12-31,0.38745423256300915,0.47171943700079444,0.38810714487825937,0.29313579797131883,0.3135111013093427,0.4262653388071971,0.29772079955928155,0.24884167469295382,0.319054372379871,0.31698544820932495,0.32767196386553055,0.08218638801230582,0.2761324086645801,0.40414348129900757,0.3942861715143673,0.5345284652276265
