Technology,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Wind,Wind,Wind,Wind,Wind,Wind
DUID,BLUEGSF1,CHILDSF1,CLARESF1,CLERMSF1,COLUMSF1,CSPVPS1,DAYDSF1,DDSF1,EDENVSF1,EMERASF1,GANGARR1,HAMISF1,HAUGHT11,HAYMSF1,KEPSF1,KINGASF1,KSP1,LILYSF1,MARYRSF1,MIDDLSF1,MOUSF1,OAKEY1SF,OAKEY2SF,RRSF1,RUGBYR1,SMCSF1,SRSF1,WANDSF1,WARWSF1,WARWSF2,WDGPH1,WHITSF1,WOOLGSF1,YARANSF1,CLRKCWF1,COOPGWF1,DULAWF1,KABANWF1,KEPWF1,MEWF1
Week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-05,,73.0769647596591,66.2338927955708,70.29064065891023,,65.43144333929867,60.95276224657148,63.83701622354019,,70.87717431100985,,60.959176956002054,75.16040547364221,61.50916833636687,,,74.32620897723983,71.77387737118548,,,,70.94279446022632,66.85052044126047,71.80446362169954,69.39809248981963,71.87616686610097,70.21989871827692,,,,,59.150286567028736,,,,62.08494276484893,,,,77.93736022711752
2020-01-12,,49.945093372299056,49.49524816468077,49.793796048873084,,48.36026938771016,48.40945258547669,49.19843325913031,,50.11215896380289,,49.30278054838567,50.95223583377603,48.08800501968386,,,49.33437670501738,49.85565046746264,,,,50.18104277397914,50.089975097776794,48.71089303326801,49.95483312269419,49.30968164211286,50.361591538860765,,,,,48.29476501689284,,52.769778643546616,,49.47751322150422,,,,52.31566930092591
2020-01-19,,46.278157482524016,46.128934954339144,45.840318231580035,,45.562423139482426,45.1705923267073,46.6241342886265,,45.08311866024624,,44.96816032391873,46.30232963957867,44.96547623485009,,,45.861118594828184,45.65019920457957,,,,46.7110711065513,46.67798391017491,46.75387355862926,45.16515828758157,46.23944131549207,46.01386747562977,,,,,44.94204358490731,,,,47.33891223799923,,,,47.40724276668385
2020-01-26,,68.12062220501937,66.21559277895145,74.73634576108076,,68.83748868225828,66.3277190135007,67.52944576659209,,77.68168535883217,,66.84499920395209,65.21988325209098,66.43343063913879,,,66.93276270431811,70.19054832802628,,,,76.54744679432908,61.525915335841475,68.12803653812071,86.47392237821697,71.09164330088417,67.74650649438061,,,,,67.1300189828119,,,,72.52113188440676,,,,82.38760654387241
2020-02-02,,113.67360225034486,97.15853751556814,116.84338654223362,,104.05897453611226,113.7534038187484,91.53843601182477,,119.7826137785235,,112.69949186100824,117.83593906839188,111.14535335493247,,,87.6859565607212,107.26266328486979,,,,109.57045530896094,90.84546561466655,99.8754173471175,127.96566319844952,92.85743040045367,112.55622483980412,,,,,106.05646408038146,,,,99.14095264291674,,,,102.67826379446973
2020-02-09,,48.73607568540223,43.88957301036498,45.11498376527823,,43.23095105848819,44.29592912402004,44.35118989940192,,44.51993077068822,,43.721775757494854,44.864153663488544,44.422677439174024,,,44.377538885623295,44.553202367442694,,,,45.37180967143523,44.18175554624659,44.470961723032794,44.333795434431906,44.75533029577472,46.083738742121184,,,,,44.14754102797969,,49.82813783062715,,43.81397148582029,,,,43.98572256361169
2020-02-16,,55.25900383221159,54.999487847871826,56.0116147230804,,54.76033444473292,54.51871302115026,54.32000411627703,,53.46905929906029,,54.32332401819977,55.13174261220499,54.30479459440171,,,54.44575718834793,55.115492184128634,,,,53.31550192176773,53.67498360140726,54.05096768392396,55.43317672571146,55.65690262482644,53.44922559758552,,,,,54.22122528985356,,,,57.49895218950164,,,,55.810553627151464
2020-02-23,,55.24774705176793,57.648556019886776,59.8061750211742,,55.889532689861284,55.0750453908426,59.48089109071974,,59.17459479632162,,54.92460737640594,59.33511317948141,54.88473367553396,,,57.013426002215574,57.82908448209343,,,,58.937381815474524,56.93169392478755,58.71434861787587,58.36887059517546,58.89110842569375,56.187111770260586,,,,,53.56933890763444,,50.960345922605164,,51.461410627502744,,,,53.11956674289463
