Region,Date,Spread type,Price spread,High start time,Low start time
NSW,2020-06-20,High-low contiguous (4hr),8.566444999999995,06:35:00,11:05:00
NSW,2020-06-20,Day-evening,5.2053127380952375,,
NSW,2020-06-20,Overnight-morning,7.4574408333333295,,
NSW,2020-06-20,Evening price,39.62772499999999,,
NSW,2020-06-21,High-low perfect (2hr),32.58544333333333,,
NSW,2020-06-21,High-low contiguous (2hr),29.282067916666673,16:50:00,02:35:00
NSW,2020-06-21,High-low perfect (4hr),23.797092916666667,,
NSW,2020-06-21,High-low contiguous (4hr),21.915230208333337,16:10:00,02:15:00
NSW,2020-06-21,Day-evening,7.267099857142853,,
NSW,2020-06-21,Overnight-morning,6.392864259259262,,
NSW,2020-06-21,Evening price,41.342656166666664,,
NSW,2020-06-22,High-low perfect (2hr),69.9561025,,
NSW,2020-06-22,High-low contiguous (2hr),67.74662083333335,07:20:00,02:40:00
NSW,2020-06-22,High-low perfect (4hr),46.341695625,,
NSW,2020-06-22,High-low contiguous (4hr),39.486949166666676,07:10:00,01:50:00
NSW,2020-06-22,Day-evening,4.240098285714296,,
NSW,2020-06-22,Overnight-morning,37.97283462962963,,
NSW,2020-06-22,Evening price,44.047186499999995,,
NSW,2020-06-23,High-low perfect (2hr),95.71780083333333,,
NSW,2020-06-23,High-low contiguous (2hr),92.09047416666668,16:50:00,03:40:00
NSW,2020-06-23,High-low perfect (4hr),57.73757895833333,,
NSW,2020-06-23,High-low contiguous (4hr),51.98030958333332,15:40:00,01:55:00
NSW,2020-06-23,Day-evening,30.771469119047623,,
NSW,2020-06-23,Overnight-morning,14.052675185185201,,
NSW,2020-06-23,Evening price,68.94602400000001,,
NSW,2020-06-24,High-low perfect (2hr),97.34087500000001,,
NSW,2020-06-24,High-low contiguous (2hr),64.83434875,16:55:00,03:10:00
NSW,2020-06-24,High-low perfect (4hr),59.871621250000004,,
NSW,2020-06-24,High-low contiguous (4hr),40.57724416666666,16:10:00,01:10:00
NSW,2020-06-24,Day-evening,25.84185130952382,,
NSW,2020-06-24,Overnight-morning,36.96468203703704,,
NSW,2020-06-24,Evening price,65.76318083333334,,
NSW,2020-06-25,High-low perfect (2hr),38.793672916666665,,
NSW,2020-06-25,High-low contiguous (2hr),36.836223333333336,17:15:00,02:15:00
NSW,2020-06-25,High-low perfect (4hr),26.63322833333333,,
NSW,2020-06-25,High-low contiguous (4hr),23.559392708333327,17:15:00,00:55:00
NSW,2020-06-25,Day-evening,14.305006238095253,,
NSW,2020-06-25,Overnight-morning,6.616557870370379,,
NSW,2020-06-25,Evening price,50.794278500000004,,
NSW,2020-06-26,High-low perfect (2hr),63.81357458333335,,
NSW,2020-06-26,High-low contiguous (2hr),45.53291041666668,06:25:00,01:45:00
NSW,2020-06-26,High-low perfect (4hr),41.779854791666665,,
NSW,2020-06-26,High-low contiguous (4hr),26.91788604166667,05:15:00,00:45:00
NSW,2020-06-26,Day-evening,16.456778880952378,,
NSW,2020-06-26,Overnight-morning,31.069792222222212,,
NSW,2020-06-26,Evening price,53.53598816666666,,
NSW,2020-06-27,High-low perfect (2hr),29.62324458333333,,
NSW,2020-06-27,High-low contiguous (2hr),26.86442833333333,17:15:00,10:35:00
NSW,2020-06-27,High-low perfect (4hr),18.57408166666667,,
NSW,2020-06-27,High-low contiguous (4hr),15.35983125,16:50:00,02:50:00
NSW,2020-06-27,Day-evening,11.279412833333339,,
NSW,2020-06-27,Overnight-morning,0.6801884259259268,,
NSW,2020-06-27,Evening price,47.265900333333335,,
NSW,2020-06-28,High-low perfect (2hr),91.98529583333331,,
NSW,2020-06-28,High-low contiguous (2hr),89.07223,16:45:00,04:20:00
NSW,2020-06-28,High-low perfect (4hr),51.96259354166668,,
NSW,2020-06-28,High-low contiguous (4hr),50.11160729166666,16:10:00,02:35:00
NSW,2020-06-28,Day-evening,39.21618264285715,,
NSW,2020-06-28,Overnight-morning,1.6767770370370343,,
NSW,2020-06-28,Evening price,73.08652550000001,,
NSW,2020-06-29,High-low perfect (2hr),57.87509083333333,,
NSW,2020-06-29,High-low contiguous (2hr),54.608733750000006,16:40:00,02:35:00
NSW,2020-06-29,High-low perfect (4hr),40.36491062499999,,
NSW,2020-06-29,High-low contiguous (4hr),34.18895458333334,15:50:00,01:40:00
NSW,2020-06-29,Day-evening,15.061111357142877,,
NSW,2020-06-29,Overnight-morning,19.199011203703698,,
NSW,2020-06-29,Evening price,50.985659333333345,,
NSW,2020-06-30,High-low perfect (2hr),53.570359166666684,,
NSW,2020-06-30,High-low contiguous (2hr),45.75658958333333,06:25:00,02:45:00
NSW,2020-06-30,High-low perfect (4hr),37.27682708333333,,
NSW,2020-06-30,High-low contiguous (4hr),28.889408333333336,05:55:00,01:10:00
NSW,2020-06-30,Day-evening,11.48098769047619,,
NSW,2020-06-30,Overnight-morning,21.998731296296306,,
NSW,2020-06-30,Evening price,43.666979833333336,,
NSW,2020-07-01,High-low perfect (2hr),47.410110833333334,,
NSW,2020-07-01,High-low contiguous (2hr),36.540825416666664,16:45:00,02:20:00
NSW,2020-07-01,High-low perfect (4hr),37.82511062499999,,
NSW,2020-07-01,High-low contiguous (4hr),25.636122708333332,16:40:00,02:05:00
NSW,2020-07-01,Day-evening,16.288619857142855,,
NSW,2020-07-01,Overnight-morning,16.463654907407403,,
NSW,2020-07-01,Evening price,44.71541200000001,,
NSW,2020-07-02,High-low perfect (2hr),44.68117833333333,,
NSW,2020-07-02,High-low contiguous (2hr),39.05618125,16:50:00,02:35:00
NSW,2020-07-02,High-low perfect (4hr),32.70990854166667,,
NSW,2020-07-02,High-low contiguous (4hr),29.71382583333333,16:20:00,02:20:00
NSW,2020-07-02,Day-evening,9.444488357142852,,
NSW,2020-07-02,Overnight-morning,10.096218055555553,,
NSW,2020-07-02,Evening price,44.175383833333335,,
NSW,2020-07-03,High-low perfect (2hr),33.26144833333333,,
NSW,2020-07-03,High-low contiguous (2hr),27.534776666666666,16:45:00,02:45:00
NSW,2020-07-03,High-low perfect (4hr),23.256311458333332,,
NSW,2020-07-03,High-low contiguous (4hr),19.853636249999997,16:15:00,02:10:00
NSW,2020-07-03,Day-evening,5.688529261904776,,
NSW,2020-07-03,Overnight-morning,7.635938518518515,,
NSW,2020-07-03,Evening price,42.29701450000002,,
NSW,2020-07-04,High-low perfect (2hr),29.227401249999996,,
NSW,2020-07-04,High-low contiguous (2hr),22.517013333333335,06:45:00,03:15:00
NSW,2020-07-04,High-low perfect (4hr),19.371369583333326,,
NSW,2020-07-04,High-low contiguous (4hr),15.049289791666666,06:35:00,02:35:00
NSW,2020-07-04,Day-evening,2.9294865714285834,,
NSW,2020-07-04,Overnight-morning,8.945060740740736,,
NSW,2020-07-04,Evening price,40.18889716666668,,
NSW,2020-07-05,High-low perfect (2hr),47.1482475,,
NSW,2020-07-05,High-low contiguous (2hr),38.93560125,17:15:00,03:15:00
NSW,2020-07-05,High-low perfect (4hr),32.852703958333336,,
NSW,2020-07-05,High-low contiguous (4hr),24.351319583333336,17:15:00,02:15:00
NSW,2020-07-05,Day-evening,14.432282809523809,,
NSW,2020-07-05,Overnight-morning,5.912737314814805,,
NSW,2020-07-05,Evening price,45.46542566666667,,
NSW,2020-07-06,High-low perfect (2hr),128.61589,,
NSW,2020-07-06,High-low contiguous (2hr),125.64217916666666,17:20:00,02:00:00
NSW,2020-07-06,High-low perfect (4hr),74.95339604166666,,
NSW,2020-07-06,High-low contiguous (4hr),71.90353499999999,16:45:00,02:10:00
NSW,2020-07-06,Day-evening,57.584600690476215,,
NSW,2020-07-06,Overnight-morning,8.27206453703704,,
NSW,2020-07-06,Evening price,96.30479616666669,,
NSW,2020-07-07,High-low perfect (2hr),51.681951250000004,,
NSW,2020-07-07,High-low contiguous (2hr),36.44771583333333,16:50:00,02:40:00
NSW,2020-07-07,High-low perfect (4hr),36.266723125000006,,
NSW,2020-07-07,High-low contiguous (4hr),23.559547708333326,16:45:00,01:05:00
NSW,2020-07-07,Day-evening,5.9740696428571525,,
NSW,2020-07-07,Overnight-morning,12.195618333333336,,
NSW,2020-07-07,Evening price,56.53776,,
NSW,2020-07-08,High-low perfect (2hr),47.341462916666664,,
NSW,2020-07-08,High-low contiguous (2hr),45.26321083333334,17:10:00,02:35:00
NSW,2020-07-08,High-low perfect (4hr),29.41508125,,
NSW,2020-07-08,High-low contiguous (4hr),26.394010416666667,16:25:00,01:05:00
NSW,2020-07-08,Day-evening,13.663256095238083,,
NSW,2020-07-08,Overnight-morning,4.97233518518518,,
NSW,2020-07-08,Evening price,59.225141333333326,,
NSW,2020-07-09,High-low perfect (2hr),38.95363875,,
NSW,2020-07-09,High-low contiguous (2hr),37.767508333333325,16:55:00,11:55:00
NSW,2020-07-09,High-low perfect (4hr),26.174292500000007,,
NSW,2020-07-09,High-low contiguous (4hr),24.626888333333333,16:50:00,11:50:00
NSW,2020-07-09,Day-evening,18.98019295238096,,
NSW,2020-07-09,Overnight-morning,2.941511944444443,,
NSW,2020-07-09,Evening price,60.034686166666674,,
NSW,2020-07-10,High-low perfect (2hr),44.38588374999999,,
NSW,2020-07-10,High-low contiguous (2hr),40.44150499999999,16:20:00,02:15:00
NSW,2020-07-10,High-low perfect (4hr),28.396834791666663,,
NSW,2020-07-10,High-low contiguous (4hr),26.356943541666666,16:15:00,00:15:00
NSW,2020-07-10,Day-evening,13.915743190476206,,
NSW,2020-07-10,Overnight-morning,4.8488780555555735,,
NSW,2020-07-10,Evening price,60.07979116666667,,
NSW,2020-07-11,High-low perfect (2hr),32.08926499999999,,
NSW,2020-07-11,High-low contiguous (2hr),29.17167666666667,17:25:00,02:50:00
NSW,2020-07-11,High-low perfect (4hr),23.886390416666664,,
NSW,2020-07-11,High-low contiguous (4hr),22.025522083333342,16:50:00,02:55:00
NSW,2020-07-11,Day-evening,12.529754761904769,,
NSW,2020-07-11,Overnight-morning,-1.4556625925925744,,
NSW,2020-07-11,Evening price,57.960435833333335,,
NSW,2020-07-12,High-low perfect (2hr),48.404038333333325,,
NSW,2020-07-12,High-low contiguous (2hr),45.46568833333333,16:25:00,02:25:00
NSW,2020-07-12,High-low perfect (4hr),32.14395770833333,,
NSW,2020-07-12,High-low contiguous (4hr),31.298850625,16:20:00,02:15:00
NSW,2020-07-12,Day-evening,19.978365214285724,,
NSW,2020-07-12,Overnight-morning,1.2025575925926049,,
NSW,2020-07-12,Evening price,65.50015033333334,,
NSW,2020-07-13,High-low perfect (2hr),106.66257625,,
NSW,2020-07-13,High-low contiguous (2hr),96.59338333333334,16:50:00,01:30:00
NSW,2020-07-13,High-low perfect (4hr),64.73978083333334,,
NSW,2020-07-13,High-low contiguous (4hr),55.86693895833332,16:50:00,00:45:00
NSW,2020-07-13,Day-evening,27.861926833333328,,
NSW,2020-07-13,Overnight-morning,24.5572337037037,,
NSW,2020-07-13,Evening price,75.81509183333333,,
NSW,2020-07-14,High-low perfect (2hr),55.27873291666666,,
NSW,2020-07-14,High-low contiguous (2hr),50.75082166666667,16:55:00,03:10:00
NSW,2020-07-14,High-low perfect (4hr),35.43828166666666,,
NSW,2020-07-14,High-low contiguous (4hr),32.238114583333335,16:55:00,01:10:00
NSW,2020-07-14,Day-evening,22.29219273809524,,
NSW,2020-07-14,Overnight-morning,5.757827407407412,,
NSW,2020-07-14,Evening price,66.4977025,,
NSW,2020-07-15,High-low perfect (2hr),72.12260333333333,,
NSW,2020-07-15,High-low contiguous (2hr),56.103559166666656,16:45:00,02:50:00
NSW,2020-07-15,High-low perfect (4hr),47.75907604166668,,
NSW,2020-07-15,High-low contiguous (4hr),39.16114791666668,16:20:00,00:55:00
NSW,2020-07-15,Day-evening,29.079787309523816,,
NSW,2020-07-15,Overnight-morning,11.941907962962958,,
NSW,2020-07-15,Evening price,73.67635433333334,,
NSW,2020-07-16,High-low perfect (2hr),79.00150791666667,,
NSW,2020-07-16,High-low contiguous (2hr),51.8287175,06:40:00,00:20:00
NSW,2020-07-16,High-low perfect (4hr),55.71891229166666,,
NSW,2020-07-16,High-low contiguous (4hr),31.626219374999998,05:40:00,00:20:00
NSW,2020-07-16,Day-evening,21.71478897619047,,
NSW,2020-07-16,Overnight-morning,34.93215157407409,,
NSW,2020-07-16,Evening price,70.10721433333333,,
NSW,2020-07-17,High-low perfect (2hr),84.90833999999998,,
NSW,2020-07-17,High-low contiguous (2hr),75.04939833333333,17:20:00,13:10:00
NSW,2020-07-17,High-low perfect (4hr),55.39284749999998,,
NSW,2020-07-17,High-low contiguous (4hr),46.563213125,17:15:00,11:40:00
NSW,2020-07-17,Day-evening,37.36445409523808,,
NSW,2020-07-17,Overnight-morning,15.077474629629634,,
NSW,2020-07-17,Evening price,78.78785933333332,,
NSW,2020-07-18,High-low perfect (2hr),29.93509291666667,,
NSW,2020-07-18,High-low contiguous (2hr),29.07461041666666,17:15:00,10:40:00
NSW,2020-07-18,High-low perfect (4hr),21.146922708333328,,
NSW,2020-07-18,High-low contiguous (4hr),19.382957499999996,16:15:00,10:15:00
NSW,2020-07-18,Day-evening,14.803518404761903,,
NSW,2020-07-18,Overnight-morning,0.10287537037036998,,
NSW,2020-07-18,Evening price,50.83905816666667,,
NSW,2020-07-19,High-low perfect (2hr),68.29296708333334,,
NSW,2020-07-19,High-low contiguous (2hr),67.94127833333333,17:15:00,11:20:00
NSW,2020-07-19,High-low perfect (4hr),54.164007500000004,,
NSW,2020-07-19,High-low contiguous (4hr),53.758801874999996,16:40:00,10:35:00
NSW,2020-07-19,Day-evening,38.555800500000004,,
NSW,2020-07-19,Overnight-morning,3.521938148148145,,
NSW,2020-07-19,Evening price,47.7910555,,
NSW,2020-07-20,High-low perfect (2hr),95.26035958333331,,
NSW,2020-07-20,High-low contiguous (2hr),62.82609208333332,17:10:00,01:50:00
NSW,2020-07-20,High-low perfect (4hr),61.22687770833333,,
NSW,2020-07-20,High-low contiguous (4hr),42.007093749999996,17:05:00,01:20:00
NSW,2020-07-20,Day-evening,29.776851261904746,,
NSW,2020-07-20,Overnight-morning,31.454983703703718,,
NSW,2020-07-20,Evening price,62.57971983333332,,
NSW,2020-07-21,High-low perfect (2hr),246.56951333333333,,
NSW,2020-07-21,High-low contiguous (2hr),181.3892045833333,17:10:00,02:45:00
NSW,2020-07-21,High-low perfect (4hr),152.01595583333338,,
NSW,2020-07-21,High-low contiguous (4hr),138.52858770833336,16:15:00,00:45:00
NSW,2020-07-21,Day-evening,115.56606816666665,,
NSW,2020-07-21,Overnight-morning,23.415997962962983,,
NSW,2020-07-21,Evening price,158.35919816666666,,
NSW,2020-07-22,High-low perfect (2hr),250.52643458333336,,
NSW,2020-07-22,High-low contiguous (2hr),180.54289625,16:50:00,00:15:00
NSW,2020-07-22,High-low perfect (4hr),159.34962041666665,,
NSW,2020-07-22,High-low contiguous (4hr),102.03208041666667,16:50:00,00:10:00
NSW,2020-07-22,Day-evening,78.50893383333333,,
NSW,2020-07-22,Overnight-morning,77.49711638888887,,
NSW,2020-07-22,Evening price,123.9489105,,
NSW,2020-07-23,High-low perfect (2hr),259.12279041666665,,
NSW,2020-07-23,High-low contiguous (2hr),214.88973291666667,17:15:00,12:25:00
NSW,2020-07-23,High-low perfect (4hr),206.43212395833336,,
NSW,2020-07-23,High-low contiguous (4hr),125.23923458333334,16:55:00,12:00:00
NSW,2020-07-23,Day-evening,97.58519749999999,,
NSW,2020-07-23,Overnight-morning,122.6438062037037,,
NSW,2020-07-23,Evening price,142.58630833333333,,
NSW,2020-07-24,High-low perfect (2hr),104.97444750000001,,
NSW,2020-07-24,High-low contiguous (2hr),81.37634124999998,16:55:00,12:20:00
NSW,2020-07-24,High-low perfect (4hr),66.02574999999999,,
NSW,2020-07-24,High-low contiguous (4hr),54.254133124999996,16:55:00,10:45:00
NSW,2020-07-24,Day-evening,43.75717542857142,,
NSW,2020-07-24,Overnight-morning,22.094799444444448,,
NSW,2020-07-24,Evening price,80.81920233333332,,
NSW,2020-07-25,High-low perfect (2hr),67.83035166666667,,
NSW,2020-07-25,High-low contiguous (2hr),64.63641124999998,17:15:00,00:50:00
NSW,2020-07-25,High-low perfect (4hr),42.67005541666667,,
NSW,2020-07-25,High-low contiguous (4hr),36.85167999999999,16:50:00,00:45:00
NSW,2020-07-25,Day-evening,24.63453271428569,,
NSW,2020-07-25,Overnight-morning,9.745177314814825,,
NSW,2020-07-25,Evening price,69.13627116666665,,
NSW,2020-07-26,High-low perfect (2hr),83.55118374999999,,
NSW,2020-07-26,High-low contiguous (2hr),78.39887916666666,17:10:00,05:15:00
NSW,2020-07-26,High-low perfect (4hr),50.11521187500001,,
NSW,2020-07-26,High-low contiguous (4hr),48.80757208333334,15:50:00,03:10:00
NSW,2020-07-26,Day-evening,28.64329904761906,,
NSW,2020-07-26,Overnight-morning,-0.6080502777777639,,
NSW,2020-07-26,Evening price,77.82007166666668,,
NSW,2020-07-27,High-low perfect (2hr),46.21775916666667,,
NSW,2020-07-27,High-low contiguous (2hr),43.073375,16:40:00,02:50:00
NSW,2020-07-27,High-low perfect (4hr),32.41059145833332,,
NSW,2020-07-27,High-low contiguous (4hr),30.052727916666665,15:10:00,02:25:00
NSW,2020-07-27,Day-evening,9.60652666666666,,
NSW,2020-07-27,Overnight-morning,4.463109722222235,,
NSW,2020-07-27,Evening price,53.64778249999999,,
NSW,2020-07-28,High-low perfect (2hr),54.74151916666665,,
NSW,2020-07-28,High-low contiguous (2hr),48.842535,17:25:00,01:50:00
NSW,2020-07-28,High-low perfect (4hr),38.40068854166667,,
NSW,2020-07-28,High-low contiguous (4hr),30.223595208333336,17:15:00,01:50:00
NSW,2020-07-28,Day-evening,18.951692761904766,,
NSW,2020-07-28,Overnight-morning,17.53758222222222,,
NSW,2020-07-28,Evening price,57.95353216666667,,
NSW,2020-07-29,High-low perfect (2hr),89.67376708333332,,
NSW,2020-07-29,High-low contiguous (2hr),64.11178666666666,17:25:00,12:40:00
NSW,2020-07-29,High-low perfect (4hr),58.029829583333324,,
NSW,2020-07-29,High-low contiguous (4hr),42.2158025,17:25:00,11:40:00
NSW,2020-07-29,Day-evening,32.402390285714276,,
NSW,2020-07-29,Overnight-morning,28.015797500000005,,
NSW,2020-07-29,Evening price,71.00068599999999,,
NSW,2020-07-30,High-low perfect (2hr),50.94903250000001,,
NSW,2020-07-30,High-low contiguous (2hr),44.74980125,16:45:00,13:25:00
NSW,2020-07-30,High-low perfect (4hr),33.21230166666666,,
NSW,2020-07-30,High-low contiguous (4hr),28.256282083333325,16:05:00,11:45:00
NSW,2020-07-30,Day-evening,22.59248433333334,,
NSW,2020-07-30,Overnight-morning,7.590779814814823,,
NSW,2020-07-30,Evening price,62.92674600000001,,
NSW,2020-07-31,High-low perfect (2hr),48.94180833333334,,
NSW,2020-07-31,High-low contiguous (2hr),37.896702916666676,17:25:00,12:35:00
NSW,2020-07-31,High-low perfect (4hr),36.126449791666666,,
NSW,2020-07-31,High-low contiguous (4hr),29.844986874999996,17:20:00,11:20:00
NSW,2020-07-31,Day-evening,24.176049761904757,,
NSW,2020-07-31,Overnight-morning,6.999311018518519,,
NSW,2020-07-31,Evening price,60.74359916666666,,
NSW,2020-08-01,High-low perfect (2hr),52.75957125000001,,
NSW,2020-08-01,High-low contiguous (2hr),46.82461416666666,17:25:00,12:00:00
NSW,2020-08-01,High-low perfect (4hr),40.04208395833332,,
NSW,2020-08-01,High-low contiguous (4hr),35.340337500000004,16:50:00,10:55:00
NSW,2020-08-01,Day-evening,26.098601857142842,,
NSW,2020-08-01,Overnight-morning,2.7755030555555606,,
NSW,2020-08-01,Evening price,54.081141499999994,,
NSW,2020-08-02,High-low perfect (2hr),51.24670583333334,,
NSW,2020-08-02,High-low contiguous (2hr),50.09045291666668,17:35:00,12:25:00
NSW,2020-08-02,High-low perfect (4hr),35.67250916666667,,
NSW,2020-08-02,High-low contiguous (4hr),34.64705458333334,17:20:00,10:50:00
NSW,2020-08-02,Day-evening,27.108538999999993,,
NSW,2020-08-02,Overnight-morning,0.166237962962974,,
NSW,2020-08-02,Evening price,60.78448733333333,,
NSW,2020-08-03,High-low perfect (2hr),28.037172916666663,,
NSW,2020-08-03,High-low contiguous (2hr),23.36164166666667,17:25:00,12:20:00
NSW,2020-08-03,High-low perfect (4hr),20.968834166666667,,
NSW,2020-08-03,High-low contiguous (4hr),14.246583124999994,17:15:00,12:35:00
NSW,2020-08-03,Day-evening,9.784408547619059,,
NSW,2020-08-03,Overnight-morning,8.151740462962948,,
NSW,2020-08-03,Evening price,46.840452000000006,,
NSW,2020-08-04,High-low perfect (2hr),48.59814875000001,,
NSW,2020-08-04,High-low contiguous (2hr),41.08436416666666,17:20:00,12:55:00
NSW,2020-08-04,High-low perfect (4hr),32.67734083333334,,
NSW,2020-08-04,High-low contiguous (4hr),24.53580791666667,17:20:00,12:40:00
NSW,2020-08-04,Day-evening,16.73338352380952,,
NSW,2020-08-04,Overnight-morning,5.204829166666663,,
NSW,2020-08-04,Evening price,47.673799,,
NSW,2020-08-05,High-low perfect (2hr),78.60069541666665,,
NSW,2020-08-05,High-low contiguous (2hr),71.5280575,17:25:00,02:35:00
NSW,2020-08-05,High-low perfect (4hr),51.240450624999994,,
NSW,2020-08-05,High-low contiguous (4hr),42.155555208333325,16:55:00,01:10:00
NSW,2020-08-05,Day-evening,25.135111476190467,,
NSW,2020-08-05,Overnight-morning,17.666327222222222,,
NSW,2020-08-05,Evening price,60.289556,,
NSW,2020-08-06,High-low perfect (2hr),64.26713000000001,,
NSW,2020-08-06,High-low contiguous (2hr),62.57244583333334,17:25:00,08:40:00
NSW,2020-08-06,High-low perfect (4hr),44.76012520833334,,
NSW,2020-08-06,High-low contiguous (4hr),38.9533375,16:10:00,02:15:00
NSW,2020-08-06,Day-evening,31.266740047619045,,
NSW,2020-08-06,Overnight-morning,11.837008888888889,,
NSW,2020-08-06,Evening price,70.37446016666667,,
NSW,2020-08-07,High-low perfect (2hr),120.43156625,,
NSW,2020-08-07,High-low contiguous (2hr),114.10952791666666,07:55:00,02:50:00
NSW,2020-08-07,High-low perfect (4hr),80.12679312499999,,
NSW,2020-08-07,High-low contiguous (4hr),78.88104875,07:35:00,01:40:00
NSW,2020-08-07,Day-evening,-34.98889161904764,,
NSW,2020-08-07,Overnight-morning,42.94181379629629,,
NSW,2020-08-07,Evening price,40.92429599999999,,
NSW,2020-08-08,High-low perfect (2hr),24.309389166666676,,
NSW,2020-08-08,High-low contiguous (2hr),22.81039291666667,17:20:00,03:15:00
NSW,2020-08-08,High-low perfect (4hr),18.768288958333336,,
NSW,2020-08-08,High-low contiguous (4hr),15.21803479166666,15:45:00,02:40:00
NSW,2020-08-08,Day-evening,4.298323476190468,,
NSW,2020-08-08,Overnight-morning,1.322594537037034,,
NSW,2020-08-08,Evening price,48.98280633333333,,
NSW,2020-08-09,High-low perfect (2hr),25.76520875,,
NSW,2020-08-09,High-low contiguous (2hr),22.06464416666666,16:45:00,04:40:00
NSW,2020-08-09,High-low perfect (4hr),20.01663979166667,,
NSW,2020-08-09,High-low contiguous (4hr),17.26553729166666,16:10:00,03:05:00
NSW,2020-08-09,Day-evening,11.577117166666667,,
NSW,2020-08-09,Overnight-morning,-0.08063370370368972,,
NSW,2020-08-09,Evening price,52.103926333333334,,
NSW,2020-08-10,High-low perfect (2hr),81.54214041666667,,
NSW,2020-08-10,High-low contiguous (2hr),79.50828416666666,16:45:00,02:15:00
NSW,2020-08-10,High-low perfect (4hr),52.29862479166667,,
NSW,2020-08-10,High-low contiguous (4hr),49.92824604166666,16:40:00,01:55:00
NSW,2020-08-10,Day-evening,37.6337632142857,,
NSW,2020-08-10,Overnight-morning,9.139674722222225,,
NSW,2020-08-10,Evening price,75.48356166666666,,
NSW,2020-08-11,High-low perfect (2hr),46.663092083333325,,
NSW,2020-08-11,High-low contiguous (2hr),39.256216249999994,17:15:00,13:40:00
NSW,2020-08-11,High-low perfect (4hr),37.50133937499999,,
NSW,2020-08-11,High-low contiguous (4hr),27.450297291666658,16:40:00,12:15:00
NSW,2020-08-11,Day-evening,20.541445071428576,,
NSW,2020-08-11,Overnight-morning,19.517976481481476,,
NSW,2020-08-11,Evening price,59.64544566666667,,
NSW,2020-08-12,High-low perfect (2hr),96.89846666666668,,
NSW,2020-08-12,High-low contiguous (2hr),76.68739875,17:20:00,13:40:00
NSW,2020-08-12,High-low perfect (4hr),64.075756875,,
NSW,2020-08-12,High-low contiguous (4hr),48.83223166666668,16:45:00,12:15:00
NSW,2020-08-12,Day-evening,32.21525685714285,,
NSW,2020-08-12,Overnight-morning,27.550326296296298,,
NSW,2020-08-12,Evening price,77.71065316666666,,
NSW,2020-08-13,High-low perfect (2hr),43.95423375,,
NSW,2020-08-13,High-low contiguous (2hr),30.586532500000004,06:05:00,03:20:00
NSW,2020-08-13,High-low perfect (4hr),30.00459062499999,,
NSW,2020-08-13,High-low contiguous (4hr),19.347454166666665,17:15:00,01:50:00
NSW,2020-08-13,Day-evening,13.189292666666667,,
NSW,2020-08-13,Overnight-morning,17.858310648148148,,
NSW,2020-08-13,Evening price,50.627211833333334,,
NSW,2020-08-14,High-low perfect (2hr),108.97723749999997,,
NSW,2020-08-14,High-low contiguous (2hr),80.21635541666669,10:00:00,03:15:00
NSW,2020-08-14,High-low perfect (4hr),70.99568208333334,,
NSW,2020-08-14,High-low contiguous (4hr),56.9992325,08:05:00,02:05:00
NSW,2020-08-14,Day-evening,-15.771112190476188,,
NSW,2020-08-14,Overnight-morning,15.778643240740742,,
NSW,2020-08-14,Evening price,67.12476233333334,,
NSW,2020-08-15,High-low perfect (2hr),26.623582916666667,,
NSW,2020-08-15,High-low contiguous (2hr),19.79483958333333,17:20:00,13:55:00
NSW,2020-08-15,High-low perfect (4hr),19.503934791666666,,
NSW,2020-08-15,High-low contiguous (4hr),11.792493958333324,04:45:00,13:20:00
NSW,2020-08-15,Day-evening,5.74797385714286,,
NSW,2020-08-15,Overnight-morning,5.041360185185184,,
NSW,2020-08-15,Evening price,44.35811266666667,,
NSW,2020-08-16,High-low perfect (2hr),44.656670000000005,,
NSW,2020-08-16,High-low contiguous (2hr),41.188425416666675,17:20:00,14:50:00
NSW,2020-08-16,High-low perfect (4hr),27.386190416666665,,
NSW,2020-08-16,High-low contiguous (4hr),23.944634791666665,17:20:00,12:55:00
NSW,2020-08-16,Day-evening,15.4280215,,
NSW,2020-08-16,Overnight-morning,-0.8791268518518436,,
NSW,2020-08-16,Evening price,52.43614316666666,,
NSW,2020-08-17,High-low perfect (2hr),90.87474583333334,,
NSW,2020-08-17,High-low contiguous (2hr),84.11190583333334,17:25:00,12:15:00
NSW,2020-08-17,High-low perfect (4hr),55.555690000000006,,
NSW,2020-08-17,High-low contiguous (4hr),46.83698541666667,16:40:00,10:45:00
NSW,2020-08-17,Day-evening,36.5197184047619,,
NSW,2020-08-17,Overnight-morning,13.261481296296303,,
NSW,2020-08-17,Evening price,72.86801316666667,,
NSW,2020-08-18,High-low perfect (2hr),52.96213833333333,,
NSW,2020-08-18,High-low contiguous (2hr),42.74004375,16:50:00,02:10:00
NSW,2020-08-18,High-low perfect (4hr),38.15023562500001,,
NSW,2020-08-18,High-low contiguous (4hr),27.241130625000004,16:20:00,01:05:00
NSW,2020-08-18,Day-evening,18.346428952380947,,
NSW,2020-08-18,Overnight-morning,13.659386759259263,,
NSW,2020-08-18,Evening price,55.276112999999995,,
NSW,2020-08-19,High-low perfect (2hr),81.86895750000001,,
NSW,2020-08-19,High-low contiguous (2hr),73.71829,16:50:00,11:35:00
NSW,2020-08-19,High-low perfect (4hr),55.38520749999999,,
NSW,2020-08-19,High-low contiguous (4hr),48.348336874999994,16:45:00,11:10:00
NSW,2020-08-19,Day-evening,39.13329276190476,,
NSW,2020-08-19,Overnight-morning,14.529960462962961,,
