Quarter,BLUEGSF1,CHILDSF1,CLARESF1,CLERMSF1,COLUMSF1,CSPVPS1,DAYDSF1,DDSF1,EDENVSF1,EMERASF1,GANGARR1,HAMISF1,HAUGHT11,HAYMSF1,KEPSF1,KINGASF1,KSP1,LILYSF1,MARYRSF1,MIDDLSF1,MOUSF1,OAKEY1SF,OAKEY2SF,RRSF1,RUGBYR1,SMCSF1,SRSF1,WANDSF1,WARWSF1,WARWSF2,WDGPH1,WHITSF1,WOOLGSF1,YARANSF1
2020-03-31,,0.08566132662518204,0.03905732821395472,0.021183635641466966,,0.022242817423540315,0.019727260691116112,0.02184562425526281,,0.028597908115980404,,0.028730305838739572,0.1309413478088177,0.025155567324242022,,,0.007546670197272607,0.017741294849728584,0.9049531459170014,,,0.02555276049251953,0.0803654177148153,0.04223487356017477,0.021448431086985305,0.21077717463259632,0.21686746987951808,,,,,0.020256851582152787,,0.5818568391211907
2020-06-30,,0.1556997219647822,0.056136634449887465,0.0496491460346882,,0.029259896729776247,0.06341850920164173,0.03667416920428969,,0.11425923474116245,,0.03614457831325301,0.11730438236462333,0.07943863365550112,,,0.03760095326360387,0.07189196345822851,0.619753740235668,,,0.13769363166953527,0.267840593141798,0.047265987025023166,0.05441546405401827,0.13557526810538859,0.15397855156891302,,,,,0.11968754137428836,,0.281212763140474
2020-09-30,,0.042954426401257205,0.06534834992142483,0.10175484546883184,,0.024227344159245677,0.08800419067574647,0.02606076479832373,,0.19761655316919854,,0.03994237820848612,0.39484023048716604,0.07909900471451022,,,0.07097957045573598,0.17207962283918282,0.07438449449973808,,,0.19800942902042953,0.12244630696699843,0.031168150864326873,0.044787847040335255,0.4571765322158198,0.027239392352016764,,,,,0.2536668412781561,,0.21935568360398114
2020-12-31,,0.08643268727082241,0.07687270822420116,0.042561550550026195,,0.046621267679413304,0.059717129387113675,0.014012572027239392,,0.09154007333682557,,0.05644316396018858,0.19146149816657937,0.0677056050288109,,,0.07032477737035096,0.13528025144054479,0.1640911471974856,,,0.08315872184389733,0.06875327396542692,0.04243059193294919,0.06691985332634888,0.3683865898376113,0.03968046097433211,,0.8005500261917234,0.8273965426925092,,0.11471974855945521,,0.14614981665793608
2021-03-31,,0.032396251673360105,0.04457831325301205,0.017001338688085676,,0.03654618473895582,0.05100401606425703,0.023828647925033468,,0.009906291834002677,,0.03775100401606426,0.0571619812583668,0.03788487282463186,,,0.020615796519410978,0.024899598393574297,0.050200803212851405,0.42971887550200805,,0.029049531459170014,0.05903614457831325,0.04578313253012048,0.0107095046854083,0.9783132530120482,0.03815261044176707,,0.6953145917001339,0.6879518072289157,,0.03427041499330656,,0.08875502008032128
2021-06-30,,0.06633125910234344,0.049251952866410695,0.06964120217132265,,0.024890771878723687,0.0685820203892493,0.06341850920164173,,0.15000661988613795,,0.07414272474513438,0.10393221236594731,0.08844167880312459,,,0.049251952866410695,0.18919634582285186,0.1960810274063286,0.10432940553422482,,0.1263074275122468,0.09545875810936053,0.03508539653117966,0.037468555540844696,0.9665033761419304,0.11386204157288494,,0.6531179663709784,0.8425791076393486,,0.19647822057460612,,0.11478882563219912
2021-09-30,,0.08001571503404924,0.21254583551597694,0.12218438973284441,,0.024882137244630696,0.10227867993713986,0.09769512833944474,,0.27985856469355685,1.0,0.11498166579360922,0.10961236249345208,0.15492404400209533,0.5165007857517024,,0.15125720272393922,0.32765845992666315,0.08381351492928235,0.15453116815086432,,0.31194342587742274,0.16946045049764275,0.04020429544264013,0.07438449449973808,0.8245154531168151,0.08473022524882137,,0.18425877422734416,0.11877946568884233,,0.33473022524882134,,0.143006809848088
2021-12-31,,0.16553169198533263,0.21870089051859612,0.09900471451021477,,0.042954426401257205,0.05814562598218963,0.06351492928234678,,0.19054478784704035,1.0,0.11982713462545835,0.02894185437401781,0.09952854897852279,0.286406495547407,,0.10529072812991094,0.2712152959664746,0.06901519119958094,0.1358040859088528,,0.29400209533787325,0.22092718700890518,0.059848088004190676,0.07661079099004714,0.11838658983761131,0.14287585123101101,,0.7549764274489261,0.8380041906757465,,0.23729701414353063,,0.09834992142482975
2022-03-31,,0.060240963855421686,0.04350736278447122,0.021552878179384203,,0.03360107095046854,0.038286479250334675,0.018340026773761713,,0.011646586345381526,0.986479250334672,0.03801874163319947,0.028781793842034806,0.041499330655957165,0.09839357429718876,,0.03386880856760375,0.01499330655957162,0.0322623828647925,0.13694779116465863,,0.03681392235609103,0.05635876840696118,0.03172690763052209,0.06934404283801875,0.03253012048192771,0.051137884872824634,,0.2389558232931727,0.29973226238286477,1.0,0.05515394912985275,,0.08058902275769746
2022-06-30,1.0,0.10393221236594731,0.08142459949688866,0.07970342910101946,,0.04541241890639481,0.08063021316033364,0.08261617900172118,,0.0681848272209718,0.4541241890639481,0.07202436118098769,0.06990599761684099,0.07890904276446445,0.3399973520455448,,0.05375347544022243,0.08738249702105123,0.06341850920164173,0.06209453197405004,,0.10843373493975904,0.17185224414140077,0.059578975241625844,0.061300145637495036,0.05825499801403416,0.11267046206805242,,0.2609559115583212,0.2728717066066464,0.9245332980272739,0.10591817820733483,,0.08129220177412949
