Technology,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind
DUID,BANN1,COHUNSF1,GANNSF1,GIRGSF,GLENSF1,GLRWNSF1,KARSF1,KIAMSF1,MOKOSF1,NUMURSF1,WEMENSF1,WINTSF1,WUNUSF1,YATSF1,ARWF1,BALDHWF1,BRYB1WF1,BRYB2WF2,BULGANA1,CHYTWF1,CROWLWF1,DUNDWF1,DUNDWF2,DUNDWF3,ELAINWF1,GPWFEST1,GPWFEST2,GPWFEST3,HD1WF1,KIATAWF1,MACARTH1,MERCER01,MOORAWF1,MRTLSWF1,MTGELWF1,MUWAWF1,MUWAWF2,OAKLAND1,RYANCWF1,SALTCRK1,STOCKYD1,YENDWF1
Week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-05,43.337326522307634,,45.45896075250656,,,,49.50542161729589,,,49.30950559118281,47.03675226935296,,,,31.50830521715628,35.05962310739762,,,,,33.35676076444195,,,,,,,,,40.795240825172854,35.361546465776726,36.077444623532074,,,40.201029444033296,49.00689347258457,,34.16399417549702,,38.50827252670313,,40.33642045754807
2020-01-12,52.40587662092925,,53.43384745880835,,,,52.8504196193304,,,54.776916687506734,37.710540842715105,,,,44.44635366383641,56.529555846356175,,,,,45.44069158924407,,,,,,,,,46.21931796767253,46.57976017136489,51.25513991311379,,,53.68896963364174,47.07625651568069,,45.88068290181449,,46.68926711346109,,48.646262564836256
2020-01-19,56.31791534864043,,55.42374173162745,,,,56.24889882017212,,,56.63206162575407,55.386395346002665,,,,46.247001298177764,52.39854214390342,,,,,47.1335588338534,,,,,,,,,52.38666951374941,46.983505119827136,53.980566271424266,,,52.46130272752816,53.30994921248256,,48.68933420254074,,49.319200129396656,,51.417443969459356
2020-01-26,32.49955825086456,,34.834358657177454,,,,37.16672557354942,,,42.69704198615791,38.10462341126827,,,,30.991379087833913,29.96592224163439,,,,,32.31508833288267,,,,,,,,,37.8832773186822,27.585764443935982,29.985068648249527,,,37.316950816303404,46.49195371851968,,27.263206509714532,,32.005843408853096,,39.764296666514156
2020-02-02,342.3747460995232,,584.2432955498515,,,,392.7517705016191,,,666.207470026672,392.6600637657383,,,,562.7303850204775,252.94486717543285,,,,,600.502945905953,,,,,,,,,465.2049897980118,217.01631639378172,753.3245746253755,,,482.5646135917366,195.78556752240127,,561.2810611038266,,524.2825418230944,,710.0314642149175
2020-02-09,29.906825129502124,,29.99560280615118,,,,29.570436485390275,,,30.032991491777874,29.65693084208757,,,,27.367082019775754,25.915450795986704,,,,,29.05589223299717,,,,,,,,,28.14269394157086,,26.04895960818899,,,27.23557956351948,29.038231453048294,,27.631842196019186,,26.33800123695855,,27.827552173560683
2020-02-16,61.1372544263023,,63.67320743931432,,,,64.01233219517637,,,62.6497200216731,61.39548974906124,,,,56.93163562825165,56.820746819759705,,,,,56.23321507810548,,,,,,,,,55.43983697844648,,60.4576682537345,,,59.44404427934422,52.973516490098234,,57.40612075628736,,58.657359093545615,,59.128911929557304
2020-02-23,54.10080528209045,,53.63331680543429,,,,54.27606988371984,,,53.35901633401359,54.3204470334235,,,,52.52920321701971,55.642014007662844,,,,,52.22187743073986,,,,,,,,,53.326978352188604,51.506621323262465,50.08448934954927,,,52.42257659674275,52.270318224044935,,53.04296142107575,,51.0984921349475,,50.37225417153364
