Quarter,BLUFF1,CATHROCK,CLEMGPWF,CNUNDAWF,GSWF1A,GSWF1B1,HALLWF1,HALLWF2,HDWF1,HDWF2,HDWF3,LGAPWF1,LGAPWF2,LKBONNY1,LKBONNY2,LKBONNY3,MTMILLAR,NBHWF1,PAREPW1,SNOWNTH1,SNOWSTH1,SNOWTWN1,STARHLWF,WATERLWF,WGWF1,WPWF
2020-03-31,0.08655510977738223,0.0,0.13807698432514104,0.0,0.0,0.0,0.08499871832497141,0.073858741677305,0.047779275639305396,0.04959556500860496,0.04025206063263287,0.05368373904774826,0.0,0.0,0.07920803599504644,0.07836268884764575,0.0,0.09645539462626718,0.0,0.09559266029843183,0.09115974668168558,0.10390714463909845,0.0,0.029730740084217944,0.06519137067758451,0.0
2020-06-30,0.06889194635062412,0.0,0.06644055390714143,0.0,0.0,0.0,0.05279893766620347,0.05870244799016522,0.08774893611321077,0.08548016684017501,0.09007979108322217,0.01838699152882539,0.0,0.0,0.1425185793624083,0.14758447421840137,0.0,0.07691150371733368,0.0,0.09527448440316344,0.10397413419706414,0.07567613528947137,0.0,0.08941845280243599,0.10806365129129747,0.0
2020-09-30,0.06047503189597703,0.0,0.09037314593100909,0.0,0.0,0.0,0.06737329334334641,0.07389893383046264,0.060445680105521093,0.05918918083807001,0.06061379896464403,0.04888377876092331,0.0,0.0,0.15990468013317616,0.16035526555126978,0.0,0.08243342341975823,0.0,0.12601858652975906,0.1604186208227244,0.1364684010353755,0.0,0.07441138503287714,0.09750889451500067,0.0
2020-12-31,0.08665840306680539,0.0,0.047231856477984224,0.0,0.0,0.0,0.1010425047715996,0.09290762333489588,0.04209623732161227,0.04228901091994208,0.044090298883810886,0.06550417866221603,0.0,0.0,0.1859526276322716,0.19376652744425205,0.0,0.09696941351086175,0.0,0.08311150932569822,0.09700277109859945,0.1313682452786521,0.0,0.043664788219506256,0.09326190620314967,0.0
2021-03-31,0.0392943524057805,0.0,0.02402838362042381,0.0,0.0,0.0,0.050148997920165694,0.04023597371953713,0.0105440245143551,0.015803741138919247,0.011777564469860224,0.07369021461302505,0.0,0.0,0.13259937155597268,0.14598108767169904,0.0,0.04330077011034339,0.0,0.031499608823025604,0.037042973035468996,0.11031058604881383,0.0,0.010090222671942817,0.051190703015960515,0.0
2021-06-30,0.04517908507803847,0.0,0.058405959266570884,0.0,0.0,0.0,0.057130688057054346,0.039145142050932,0.05526635602478713,0.050021189196319704,0.05238093438700686,0.03340391984085922,0.0,0.0,0.2668350242198897,0.26647093882863426,0.0,0.05361848703493455,0.0,0.06264410280312338,0.0646285935539942,0.10049973848678606,0.0,0.038883964201518406,0.07797159612284721,0.0
2021-09-30,0.16603567657679608,0.0,0.1552739857142943,0.0,0.0,0.0,0.17370052641006495,0.14731047303238942,0.11619850422166345,0.11704722598149508,0.11846889295981422,0.10186304902570764,0.0,0.0,0.25412183855399395,0.24577150300035588,0.0,0.1778530865654544,0.0,0.14169104424380818,0.14507553941079065,0.22369433874335254,0.0,0.11925968361286832,0.17871883275546985,0.0
2021-12-31,0.1439980639695969,0.0,0.032844134174161876,0.13381753968728927,0.0,0.0,0.13656023905106895,0.08966546525753549,0.02051138301929778,0.01871716613527663,0.01997776073630697,0.12707555363673495,0.0,0.20010544238148298,0.23282822831926098,0.2223630858557829,0.0,0.12749681581966077,0.0,0.01965129969132784,0.036004278284110014,0.159430425161458,0.0,0.058845969486585936,0.05415239900207047,0.02116831215880577
2022-03-31,0.028992977436918865,0.10747445986181214,0.001226142383625839,0.0933422650373038,0.0,0.0,0.03261206901853453,0.031762468943840605,0.0002326958287308667,0.000794601351227664,0.00046424649456844325,0.05331133829124335,0.037905048788284934,0.09767727637479462,0.11210356973614377,0.08306667310876803,0.14779481501899017,0.036976871505379094,0.0,0.0,0.0,0.07369412261463171,0.00010036742008068256,0.0012491530204798984,0.012179891922651898,0.041293764671916366
2022-06-30,0.018105509875101733,0.101816512971457,0.008852916685818557,0.07235650211956957,0.0,0.0,0.03022854166675415,0.023585530206500227,0.003597892212089171,0.00428453253922334,0.00345497480972623,0.0391947964863284,0.049714088049841454,0.06460585144702402,0.09919732816020899,0.08553468059939373,0.21592490813565945,0.03155913844496905,0.17920959245150714,0.0,0.0,0.06517823954992086,0.0009124350795874925,0.01089144822075716,0.01519245293145488,0.008812606483525665
2022-09-30,0.056249063975078784,0.13346280592001902,0.05825329361937637,0.10180408531008134,0.0,0.0,0.05269562550149176,0.05510399117347342,0.003642701304464091,0.003319699127454556,0.003366203814529567,0.06610312874018787,0.07650028817406507,0.1456298686455394,0.13269797287985263,0.1411822603177919,0.3490642454848377,0.05901871609600651,0.05853504185079994,0.005487829317757265,0.007898154622775766,0.11265648561652941,0.0028887064949886243,0.029481944458937037,0.061461804884963556,0.04218158114384629
2022-12-31,0.1287179140236382,0.1633510578370958,0.10212488331691905,0.2222475004707698,0.0,0.0,0.18588371431224127,0.18144831444192466,0.009941261947818525,0.021646794920930024,0.022690008395519046,0.10324375428543431,0.11935292475503911,0.2062934081818133,0.1581681398024276,0.22153218030084543,0.4206348852852715,0.11717987511274175,0.18446576776264323,0.0561687750422708,0.0745474759901219,0.20102998951852824,0.005470774338380946,0.07653176952946028,0.16407690444660472,0.1552973895795372
2023-03-31,0.07737654868979771,0.14135798792947185,0.0026364752868595076,0.19841929536170733,0.0,0.0,0.0638759479681742,0.053118996300799415,0.0,0.0,0.0,0.04015692716230035,0.04325356329002661,0.17577646899411947,0.1632188960688815,0.1920716350614715,0.13715070730628487,0.04812620128220679,0.0756679902555567,0.0,0.0010189742235008348,0.1272117827385889,0.0011394772714993229,0.0303635551528596,0.0493279990475175,0.043313577681359794
2023-06-30,0.04837474402026898,0.1862825397973744,0.004149214669613266,0.08863541339512981,0.0,0.0,0.0631975911789544,0.058799092506262474,0.011684299254485775,0.009934889341409292,0.009754186229854911,0.05711105330174271,0.05610279778028082,0.1759738654414854,0.14340902167151004,0.19322538369935238,0.14541641519424597,0.05632851495201152,0.07117320315159725,0.0,0.0,0.07217497199638467,0.0016519563244002944,0.027950620409609273,0.1510171216181443,0.13935678339357027
2023-09-30,0.1213563908288341,0.14616719421220536,0.02557008994425125,0.1513078740815913,0.0,0.0,0.14195882583496067,0.1532523600498581,0.011587763676550011,0.011033337436093804,0.012220040459180681,0.10303819041212892,0.11578760355314532,0.24810952564098687,0.1216020576430672,0.22034971708140783,0.20561453990256828,0.10360823748514514,0.10420256813594164,0.00913854606512643,0.009113418854879818,0.11973694118011557,0.00281225811073027,0.0358947459029334,0.167614423352049,0.15548153500097672
2023-12-31,0.19053763384389255,0.24655588853364663,0.026286576797391326,0.2815236203024035,0.0,0.0,0.1451356775594922,0.153545467312305,0.024460727499239998,0.023527154369867853,0.023149964351189767,0.15044140467312928,0.17352782372742692,0.3063150604371965,0.13711834626409214,0.28587150702350705,0.21440139836092253,0.13302556279445787,0.13550904980835454,0.015764779132851126,0.00996245951475938,0.1697764617137809,0.0020175399867184973,0.044424572169815324,0.13405271126447593,0.10156152332772517
