Technology,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Wind,Wind,Wind,Wind,Wind,Wind
DUID,BLUEGSF1,CHILDSF1,CLARESF1,CLERMSF1,COLUMSF1,CSPVPS1,DAYDSF1,DDSF1,EDENVSF1,EMERASF1,GANGARR1,HAMISF1,HAUGHT11,HAYMSF1,KEPSF1,KINGASF1,KSP1,LILYSF1,MARYRSF1,MIDDLSF1,MOUSF1,OAKEY1SF,OAKEY2SF,RRSF1,RUGBYR1,SMCSF1,SRSF1,WANDSF1,WARWSF1,WARWSF2,WDGPH1,WHITSF1,WOOLGSF1,YARANSF1,CLRKCWF1,COOPGWF1,DULAWF1,KABANWF1,KEPWF1,MEWF1
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-01,,37.26730429721693,37.05138793371142,36.625862495279506,,34.359451958665254,35.98645794904779,33.97666307336293,,36.66014746856032,,34.25220163147993,37.173882274701135,35.68449234540274,,,30.946119006950486,36.298213973890135,,,,36.37812641104122,38.1970348562515,36.61166477585137,36.96206341501586,35.13109538175302,32.859872546038495,,,,,35.183308095239234,,,,49.45613082071447,,,,57.14007244490703
2020-01-02,,59.2502654435885,60.63356529716271,59.019202433113534,,58.417530528363166,59.51312001478375,57.51136584161067,,59.20455209154937,,59.066596884283484,60.46695062213472,59.05150971648263,,,59.208852324242905,58.94636009081292,,,,58.35812872164111,58.923743466600975,58.59982547541396,58.92590103061168,58.97229495157555,57.32527887614288,,,,,58.87887948624451,,,,65.96527854248627,,,,66.31150272148955
2020-01-03,,56.674021218718444,55.65238374744366,58.657457471887135,,55.14029921430089,55.571296474383914,55.91747952373158,,58.537659659167176,,55.018267119440914,55.251438268230096,55.41411207198101,,,58.64835970139953,58.02236630176185,,,,56.42969415825365,57.28049683614031,56.06903494385808,58.02561037864842,57.1335971578801,56.06239478913921,,,,,55.159872255854054,,,,59.17780242411725,,,,62.252854368279905
2020-01-04,,155.88633338558324,157.03035317731351,159.06736356016776,,127.81879480836467,113.72212163225673,137.70477941527616,,162.6903363114388,,113.66288029166044,185.11745281289276,118.84379478267296,,,199.97682153709462,161.66671058148913,,,,166.17285581315386,158.83314561684585,193.85349715840837,153.2000191443034,191.2718523023267,163.16425958809916,,,,,111.88511589937802,,,,90.16643461639916,,,,137.5148925438212
2020-01-05,,38.64210734241018,39.087236998206734,36.147490201610445,,35.58408723089369,35.609530310104425,34.55944331297677,,36.075261659046724,,34.690639191835636,38.511173830781914,35.13983094317829,,,37.58402405350329,35.52047903472812,,,,34.607426918154594,36.81484344041182,35.37410246381886,37.17858441143219,35.32263794168401,36.25934698598516,,,,,34.62277058247354,,,,46.4573301831037,,,,45.8323282225144
2020-01-06,,50.459347516696525,52.161224454242834,51.76590736007743,,51.33992127401113,51.02219964094196,51.270215516789776,,51.83851935407432,,50.68760677642906,51.94815770520308,50.64043929580731,,,51.25074161364681,51.94883514403132,,,,51.681780932519665,51.98999119126366,51.487988007754396,50.890828455283696,51.30946050802004,50.361591538860765,,,,,50.926408366110756,,,,51.61773499332357,,,,50.30698636785611
2020-01-07,,56.60440622159665,55.57403724809157,55.366096781044085,,52.633198441298305,51.6081849761797,54.41936448753794,,56.03786544880854,,51.70596052987976,70.43767247608082,51.481648762617866,,,53.73269280293779,54.41938212608805,,,,57.31014554626435,57.57094185312539,54.65962333876687,57.719796686770934,70.1170995934272,,,,,,51.75819394580451,,64.56132515196143,,58.60416779514131,,,,66.53901929433901
2020-01-08,,50.90858980821142,51.841380707422715,50.62290591983769,,50.69338924505776,51.40376090529481,50.19448098024708,,51.32529013900464,,51.51010035476475,55.04808406567571,51.34889715951968,,,50.19264749885485,51.34583428067157,,,,50.77981106785108,51.62041744317566,51.21635154510853,50.906112423411464,53.895313446440525,,,,,,51.38974134924157,,51.22764805490828,,49.953705340592116,,,,53.83376649548329
