Quarter,BANGOWF1,BANGOWF2,BOCORWF1,BODWF1,COLWF01,CROOKWF2,CROOKWF3,CRURWF1,FLYCRKWF,GULLRWF1,GULLRWF2,GUNNING1,RYEPARK1,SAPHWF1,STWF1,TARALGA1,WOODLWN1,WRWF1
2020-03-31,,,0.4122264290331517,0.16160310277957338,,0.20380459876258195,,,,0.22864530427555638,,0.16372702927324775,,0.20565149136577707,0.055591467356173235,0.3136023640225321,0.2566257272139625,0.23861852433281006
2020-06-30,,,0.32274448240834797,0.2002955028165112,,0.26973866469664787,,,,0.2296610952073137,,0.20888355342136855,,0.26964632006648814,0.1514451934620002,0.3150798781050882,0.3380736910148675,0.3221904146273894
2020-09-30,,,0.2175739861161856,0.19610887833394228,,0.24296675191815856,,,,0.24095725246620386,1.0,0.24771647789550602,,0.20040189989039095,0.14952502740226525,0.24187066130800147,0.3279137742053343,0.20195469492144685
2020-12-31,,,0.37203142126415784,0.16286079649251003,,0.22753014249177933,,,,0.21483375959079284,0.6319875776397516,0.18706613080014614,,0.18734015345268543,0.09828279137742053,0.35440263061746435,0.28744976251370113,0.2322798684691268
2021-03-31,1.0,,0.45546218487394957,0.15079365079365079,0.47581699346405226,0.21055088702147526,,0.5865546218487395,,0.18375350140056024,0.32595704948646126,0.157703081232493,,0.16937441643323997,0.08160597572362278,0.31409897292250233,0.30877684407096173,0.22773109243697479
2021-06-30,1.0,,0.4428848462461908,0.25062332625357836,0.4546126142764798,0.34342967956413334,,0.36032874688336874,,0.3031674208144796,0.49819927971188477,0.29282482223658696,,0.31203250530981624,0.1866284975528673,0.4044694800997322,0.4604303259765445,0.30593775971927234
2021-09-30,0.9743332115454878,1.0,0.20158933138472782,0.2284435513335769,0.3236207526488856,0.1818597004018999,,0.18030690537084398,,0.1582937522835221,0.3547679941541834,0.17400438436244062,,0.27667153818048956,0.22214103032517354,0.19620021921812203,0.24588966021191086,0.2931128973328462
2021-12-31,0.7487212276214834,1.0,0.414778955060285,0.18012422360248448,0.41642309097552066,0.29649251004749727,,0.3075447570332481,,0.28681037632444284,0.39285714285714285,0.23657289002557544,,0.2020460358056266,0.17793204238217025,0.3942272561198392,0.3624406284252832,0.22880891487029595
2022-03-31,0.6676937441643324,0.8622782446311859,0.46563958916900094,0.10597572362278244,0.25704948646125114,0.24136321195144725,,0.18515406162464987,,0.17376283846872081,0.18524743230625584,0.14407096171802053,,0.14070961718020542,0.09411764705882353,0.3566760037348273,0.31858076563958915,0.15863678804855275
2022-06-30,0.3331794256164004,0.45664419613999446,0.5670883738110629,0.19752516391171854,0.3082463754732662,0.21599408994366978,,0.20121894911810878,,0.15892510850494043,0.20445101117370024,0.15920214239541972,,0.27675685658878935,0.21460892049127342,0.2653061224489796,0.2676147382029735,0.2844214608920491
