Quarter,BANGOWF1,BANGOWF2,BOCORWF1,BODWF1,COLWF01,CROOKWF2,CROOKWF3,CRURWF1,FLYCRKWF,GULLRWF1,GULLRWF2,GUNNING1,RYEPARK1,SAPHWF1,STWF1,TARALGA1,WOODLWN1,WRWF1
2022-09-30,0.28315674095725246,0.26671538180489585,0.32937522835221045,0.22725611983924004,0.3029777128242601,0.21437705516989405,,0.1620387285348922,,0.18752283522104493,0.2204968944099379,0.20122396784800878,,0.24004384362440628,0.22405918889294849,0.24744245524296676,0.2673547679941542,0.22816952868103763
2022-12-31,0.34956156375593717,0.30873218852758494,0.3599744245524297,0.11919985385458531,0.35440263061746435,0.2029594446474242,,0.18021556448666423,,0.2375776397515528,0.23903909389842895,0.47332846181951044,,0.16806722689075632,0.13710266715381805,0.8866459627329193,0.327639751552795,0.15400073072707343
2023-03-31,0.30466853408029876,0.27899159663865547,0.41055088702147524,0.15947712418300652,0.3081232492997199,0.20317460317460317,,0.25396825396825395,,0.19206349206349208,0.20448179271708683,0.19411764705882353,,0.2019607843137255,0.13221288515406163,0.3656395891690009,0.3397759103641457,0.2496732026143791
2023-06-30,0.554529504109336,0.24628312863606983,0.28294394680949303,0.19198448610213317,0.34222919937205654,0.22338166035645027,,0.21063810139440392,,0.2024194293101856,0.2656755009696186,0.211746236956321,,0.2398190045248869,0.28903869240003693,0.3182195955305199,0.3024286637732016,0.24434389140271492
2023-09-30,0.5044757033248082,0.32983193277310924,0.3707526488856412,0.2776762879064669,0.44208987943003286,0.31476068688344905,,0.31384727804165147,,0.29448301059554255,0.35686883449031787,0.2861709901351845,,0.309097552064304,0.16989404457435148,0.3687431494336865,0.4003470953598831,0.35294117647058826
2023-12-31,0.31202046035805625,0.2701863354037267,0.4050054804530508,0.18861892583120204,0.3512970405553526,0.38545853123858237,,0.2528315674095725,0.9263792473511143,0.2646145414687614,0.2990500548045305,0.2615089514066496,0.603397880891487,0.2468944099378882,0.1581110705151626,0.35485933503836314,0.3847278041651443,0.31229448301059554
2024-03-31,0.27611044417767105,0.24702188567734787,0.4048388586203712,0.12872841444270017,0.3559885492658602,0.26521377781881983,,0.25062332625357836,0.39569674023455537,0.2667836365315357,0.2566257272139625,0.21950318588974052,0.279157816972943,0.14941361159848554,0.11090590082186721,0.38396897220426635,0.39486563856311757,0.2094376212023271
2024-06-30,0.38563117554714194,0.3393665158371041,0.5119586296056884,0.31452581032412963,0.44039154123187735,0.9222458214054853,,0.3697478991596639,0.5892510850494044,0.3114784375288577,0.31600332440668577,0.2850678733031674,0.3576507526087358,0.3679933511866285,0.1603102779573368,0.3743651306676517,0.37990580847723704,0.3612521931849663
2024-09-30,0.291286079649251,0.22104493971501643,0.268176835951772,0.32188527584947024,0.30462184873949577,0.8062659846547314,0.7457983193277311,0.3905736207526489,0.3522104493971502,0.17263427109974425,0.19282060650347096,0.18560467665327,0.2251552795031056,0.2442455242966752,0.2885458531238582,0.1991231275118743,0.2750274022652539,0.2431494336865181
2024-12-31,0.2911033978808915,0.2956704420898794,0.41861527219583483,0.20633905736207525,0.37879064669346,0.2668980635732554,0.3874680306905371,0.36801242236024845,0.2737486298867373,0.27365728900255754,0.26635001826817684,0.2067044208987943,0.2482645232005846,0.2991413956887103,0.2987760321519912,0.37093533065400075,0.32864450127877237,0.4143222506393862
