Period,DUID,Delta,Contract
2020-01-05,BLUFF1,0.22370465500868875,Ex-post DWA
2020-01-12,BLUFF1,0.23224145426050313,Ex-post DWA
2020-01-19,BLUFF1,-1.6059047349709061,Ex-post DWA
2020-01-26,BLUFF1,-3.094702568337077,Ex-post DWA
2020-02-02,BLUFF1,-47.73612849797607,Ex-post DWA
2020-02-09,BLUFF1,-4.3214632755966385,Ex-post DWA
2020-02-16,BLUFF1,3.585224632237015,Ex-post DWA
2020-02-23,BLUFF1,-1.9926853421761592,Ex-post DWA
2020-03-01,BLUFF1,-9.696071547941706,Ex-post DWA
2020-03-08,BLUFF1,-6.187245847564924,Ex-post DWA
2020-03-15,BLUFF1,-2.6616663899107174,Ex-post DWA
2020-03-22,BLUFF1,-0.72690320802419,Ex-post DWA
2020-03-29,BLUFF1,-4.328442203933953,Ex-post DWA
2020-04-05,BLUFF1,2.1189496123266807,Ex-post DWA
2020-04-12,BLUFF1,-17.004166327738083,Ex-post DWA
2020-04-19,BLUFF1,-2.1259832550107127,Ex-post DWA
2020-04-26,BLUFF1,-0.30188164548125407,Ex-post DWA
2020-05-03,BLUFF1,-0.02520893171899985,Ex-post DWA
2020-05-10,BLUFF1,-2.970853622959302,Ex-post DWA
2020-05-17,BLUFF1,-4.6184233016369305,Ex-post DWA
2020-05-24,BLUFF1,-0.7715897434008312,Ex-post DWA
2020-05-31,BLUFF1,-1.5914743981059516,Ex-post DWA
2020-06-07,BLUFF1,-2.320705413401761,Ex-post DWA
2020-06-14,BLUFF1,-0.6455268284339084,Ex-post DWA
2020-06-21,BLUFF1,1.0961019402317973,Ex-post DWA
2020-06-28,BLUFF1,-0.47866223892502546,Ex-post DWA
2020-07-05,BLUFF1,-0.5531029381173695,Ex-post DWA
2020-07-12,BLUFF1,-1.5427553187284033,Ex-post DWA
2020-07-19,BLUFF1,-7.216385135925545,Ex-post DWA
2020-07-26,BLUFF1,-8.214236067223574,Ex-post DWA
2020-08-02,BLUFF1,-3.8382603615443074,Ex-post DWA
2020-08-09,BLUFF1,-1.2975853529150143,Ex-post DWA
2020-08-16,BLUFF1,0.9314675526374074,Ex-post DWA
2020-08-23,BLUFF1,-1.6156461804121136,Ex-post DWA
2020-08-30,BLUFF1,-9.205878878532605,Ex-post DWA
2020-09-06,BLUFF1,-7.761701962376566,Ex-post DWA
2020-09-13,BLUFF1,-6.017006753518562,Ex-post DWA
2020-09-20,BLUFF1,-18.958299471841755,Ex-post DWA
2020-09-27,BLUFF1,-5.4607484967819815,Ex-post DWA
2020-10-04,BLUFF1,-3.927990221893654,Ex-post DWA
2020-10-11,BLUFF1,-12.060654015591311,Ex-post DWA
