Period,DUID,Delta,Contract
2020-01-05,BNGSF1,-0.9434615355237881,Ex-post DWA
2020-01-12,BNGSF1,0.03859938170523236,Ex-post DWA
2020-01-19,BNGSF1,0.398827625184083,Ex-post DWA
2020-01-26,BNGSF1,-1.6273770663926896,Ex-post DWA
2020-02-02,BNGSF1,-36.0646257156431,Ex-post DWA
2020-02-09,BNGSF1,-6.6818366030603835,Ex-post DWA
2020-02-16,BNGSF1,0.44481737425368806,Ex-post DWA
2020-02-23,BNGSF1,-3.3953561918106914,Ex-post DWA
2020-03-01,BNGSF1,0.32740374417312523,Ex-post DWA
2020-03-08,BNGSF1,7.212858223452024,Ex-post DWA
2020-03-15,BNGSF1,-2.308501326166361,Ex-post DWA
2020-03-22,BNGSF1,0.9849713216116456,Ex-post DWA
2020-03-29,BNGSF1,0.8725622624204092,Ex-post DWA
2020-04-05,BNGSF1,-0.12378454878704304,Ex-post DWA
2020-04-12,BNGSF1,-1.5089692704753226,Ex-post DWA
2020-04-19,BNGSF1,-0.1596199103622915,Ex-post DWA
2020-04-26,BNGSF1,-6.6387822148719,Ex-post DWA
2020-05-03,BNGSF1,0.34352644821638023,Ex-post DWA
2020-05-10,BNGSF1,-1.370246748838147,Ex-post DWA
2020-05-17,BNGSF1,1.016444803749728,Ex-post DWA
2020-05-24,BNGSF1,0.08179566747383404,Ex-post DWA
2020-05-31,BNGSF1,0.7080388230978372,Ex-post DWA
2020-06-07,BNGSF1,1.4452551055851757,Ex-post DWA
2020-06-14,BNGSF1,1.150964616957772,Ex-post DWA
2020-06-21,BNGSF1,0.8278793537980675,Ex-post DWA
2020-06-28,BNGSF1,0.8735184345956739,Ex-post DWA
2020-07-05,BNGSF1,0.9504698219965704,Ex-post DWA
2020-07-12,BNGSF1,2.4403981995348403,Ex-post DWA
2020-07-19,BNGSF1,-0.2046683882869047,Ex-post DWA
2020-07-26,BNGSF1,1.5543501128694786,Ex-post DWA
2020-08-02,BNGSF1,0.7617136788484444,Ex-post DWA
2020-08-09,BNGSF1,-0.9162716268136322,Ex-post DWA
2020-08-16,BNGSF1,0.538558168786686,Ex-post DWA
2020-08-23,BNGSF1,-0.8555301460090163,Ex-post DWA
2020-08-30,BNGSF1,-3.3118124549343655,Ex-post DWA
2020-09-06,BNGSF1,-4.195847427546726,Ex-post DWA
2020-09-13,BNGSF1,-4.393345148808809,Ex-post DWA
2020-09-20,BNGSF1,-5.188722695860129,Ex-post DWA
2020-09-27,BNGSF1,-3.916736677810057,Ex-post DWA
2020-10-04,BNGSF1,-5.682387975855061,Ex-post DWA
2020-10-11,BNGSF1,-5.567781150777278,Ex-post DWA
2020-10-18,BNGSF1,-0.2692105765635304,Ex-post DWA
2020-10-25,BNGSF1,-6.48482413882963,Ex-post DWA
2020-11-01,BNGSF1,-1.5071314599695356,Ex-post DWA
2020-11-08,BNGSF1,-2.6413522444307382,Ex-post DWA
2020-11-15,BNGSF1,-0.9144292152677487,Ex-post DWA
2020-11-22,BNGSF1,0.3876751355711505,Ex-post DWA
2020-11-29,BNGSF1,-2.7821699027724947,Ex-post DWA
2020-12-06,BNGSF1,-8.43694433220568,Ex-post DWA
2020-12-13,BNGSF1,-4.047469049508218,Ex-post DWA
2020-12-20,BNGSF1,-4.327150611813522,Ex-post DWA
2020-12-27,BNGSF1,-1.014395755434652,Ex-post DWA
2021-01-03,BNGSF1,-3.733828544520479,Ex-post DWA
2021-01-10,BNGSF1,-4.716646108983392,Ex-post DWA
2021-01-17,BNGSF1,-5.126981651750556,Ex-post DWA
2021-01-24,BNGSF1,-2.2675282775757353,Ex-post DWA
2021-01-31,BNGSF1,-1.534639551138853,Ex-post DWA
2021-02-07,BNGSF1,-3.221781514057197,Ex-post DWA
2021-02-14,BNGSF1,-1.9144222578482495,Ex-post DWA
2021-02-21,BNGSF1,-1.1085292248860128,Ex-post DWA
2021-02-28,BNGSF1,-1.6986138474424974,Ex-post DWA
2021-03-07,BNGSF1,-2.923056092558708,Ex-post DWA
2021-03-14,BNGSF1,0.5496478355296688,Ex-post DWA
2021-03-21,BNGSF1,-3.9577499140254844,Ex-post DWA
2021-03-28,BNGSF1,-2.5155643804812318,Ex-post DWA
2021-04-04,BNGSF1,0.7278432310240603,Ex-post DWA
2021-04-11,BNGSF1,-3.909270145565147,Ex-post DWA
2021-04-18,BNGSF1,-2.1281289022374033,Ex-post DWA
2021-04-25,BNGSF1,0.022585351102229367,Ex-post DWA
2021-05-02,BNGSF1,-2.1451466651575757,Ex-post DWA
2021-05-09,BNGSF1,-0.12640007229547479,Ex-post DWA
2021-05-16,BNGSF1,1.2059460227775674,Ex-post DWA
2021-05-23,BNGSF1,3.2829533346444393,Ex-post DWA
2021-05-30,BNGSF1,0.4858970650856662,Ex-post DWA
2021-06-06,BNGSF1,2.911613407629254,Ex-post DWA
2021-06-13,BNGSF1,-6.274313400308802,Ex-post DWA
2021-06-20,BNGSF1,-3.72650213506833,Ex-post DWA
2021-06-27,BNGSF1,-0.6770419665929097,Ex-post DWA
2021-07-04,BNGSF1,2.714834386126654,Ex-post DWA
2021-07-11,BNGSF1,-1.7458412159459726,Ex-post DWA
2021-07-18,BNGSF1,-5.763830827514166,Ex-post DWA
