Technology,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind
DUID,BANN1,COHUNSF1,GANNSF1,GIRGSF,GLENSF1,GLRWNSF1,KARSF1,KIAMSF1,MOKOSF1,NUMURSF1,WEMENSF1,WINTSF1,WUNUSF1,YATSF1,ARWF1,BALDHWF1,BRYB1WF1,BRYB2WF2,BULGANA1,CHYTWF1,CROWLWF1,DUNDWF1,DUNDWF2,DUNDWF3,ELAINWF1,GPWFEST1,GPWFEST2,GPWFEST3,HD1WF1,KIATAWF1,MACARTH1,MERCER01,MOORAWF1,MRTLSWF1,MTGELWF1,MUWAWF1,MUWAWF2,OAKLAND1,RYANCWF1,SALTCRK1,STOCKYD1,YENDWF1
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-01,34.71722292341026,,35.34998380461825,,,,34.47661639218928,,,35.52377570564956,34.69073920115765,,,,56.34033568892424,38.03579067597592,,,,,54.26178052157525,,,,,,,,,58.13085332765494,47.77672477169582,47.65935282150688,,,45.69676821628616,52.98393075575995,,55.827258202597434,,47.6884099999877,,54.633231578494645
2020-01-02,72.8631477581759,,73.10745296022178,,,,72.50010370044129,,,73.307417878757,72.81434413683765,,,,66.83608935470177,72.85310164856972,,,,,69.03949939803356,,,,,,,,,62.934804882330724,78.27820454122516,77.64627310088962,,,80.380585447843,63.93990633826796,,75.95005594475067,,75.17557195088027,,70.68899606087325
2020-01-03,62.8301920119369,,62.929435539554696,,,,62.893005698092495,,,62.83354548224691,62.68357986714192,,,,75.16945100804121,74.83091446316105,,,,,74.2487646995956,,,,,,,,,57.84788339320421,61.438241845885145,64.43778282090896,,,66.2490340053612,60.01689648758421,,67.7099724820286,,62.02594350411778,,67.58441274829185
2020-01-04,6.449138977979732,,12.373225090245237,,,,26.40366544256477,,,24.426370465448272,14.517247977414469,,,,23.525476733817943,17.820274453037594,,,,,23.98292957296027,,,,,,,,,33.63914194371584,20.891691813999508,29.373146485168007,,,22.842226155443033,41.52583372003694,,24.13253096305724,,25.372954413580967,,40.39236358698493
2020-01-05,7.006170494331248,,5.931955943770568,,,,9.706445810552829,,,15.634576545768653,15.054728929605943,,,,14.453188149428817,4.545994368708481,,,,,16.778218844601966,,,,,,,,,13.574042179715347,18.44605055704024,19.64402879515002,,,21.415730960898486,30.866891526709917,,16.97259135234861,,19.151531203053633,,21.034154920752314
2020-01-06,58.67975703166652,,57.12629668829118,,,,58.49477586084072,,,58.80794838297871,59.30106664211924,,,,48.93397062885917,57.61027285437023,,,,,50.36109293394597,,,,,,,,,52.89808569917684,52.905109273360985,51.08095680426743,,,55.36630367333587,51.10899734770152,,51.14635481118659,,52.33789018266093,,49.41357938231092
2020-01-07,57.9465235716168,,61.79307144720636,,,,60.86809775943997,,,61.64114963975768,58.03640120046004,,,,60.581579435115636,60.48660885905075,,,,,59.570902127392344,,,,,,,,,57.00249361674035,60.88634453065833,63.12305689837025,,,62.999396987880665,56.056612287297405,,62.14615518751591,,60.43475658897504,,59.18891636513549
2020-01-08,61.34685878511958,,55.96167139208147,,,,55.63376335711902,,,55.54714429270062,59.22276085714285,,,,53.78097046027766,54.497800124373825,,,,,51.97392032369888,,,,,,,,,52.398520932851845,55.27127873955548,54.47262279406865,,,55.23082601077778,51.252687440624804,,54.885433820438415,,55.076419879216125,,52.37796075217977
