Date	Base future	Cap	Peak	Average rate option	Swaption	Total
4/05/2022	 130 	 32 	 1 	 21 	 471 	 655 
5/05/2022	 130 	 32 	 1 	 21 	 472 	 655 
6/05/2022	 131 	 32 	 1 	 21 	 476 	 660 
9/05/2022	 131 	 32 	 1 	 21 	 477 	 661 
10/05/2022	 131 	 32 	 1 	 21 	 478 	 663 
11/05/2022	 132 	 32 	 1 	 21 	 478 	 664 
12/05/2022	 133 	 32 	 1 	 21 	 479 	 665 
13/05/2022	 135 	 32 	 1 	 21 	 473 	 663 
16/05/2022	 136 	 32 	 1 	 21 	 470 	 661 
17/05/2022	 139 	 33 	 1 	 22 	 469 	 664 
18/05/2022	 139 	 33 	 1 	 22 	 472 	 666 
19/05/2022	 141 	 33 	 1 	 22 	 430 	 626 
20/05/2022	 141 	 33 	 1 	 23 	 397 	 595 
23/05/2022	 142 	 33 	 1 	 23 	 403 	 602 
24/05/2022	 142 	 33 	 1 	 23 	 402 	 601 
25/05/2022	 143 	 34 	 1 	 23 	 405 	 606 
26/05/2022	 142 	 34 	 1 	 23 	 405 	 606 
27/05/2022	 143 	 34 	 1 	 24 	 410 	 611 
30/05/2022	 143 	 34 	 1 	 24 	 414 	 615 
31/05/2022	 144 	 34 	 1 	 24 	 415 	 618 
1/06/2022	 143 	 34 	 1 	 24 	 417 	 618 
2/06/2022	 142 	 34 	 1 	 24 	 417 	 618 
3/06/2022	 143 	 34 	 1 	 24 	 417 	 618 
6/06/2022	 143 	 34 	 1 	 24 	 418 	 619 
7/06/2022	 143 	 34 	 1 	 24 	 418 	 620 
8/06/2022	 143 	 34 	 1 	 24 	 430 	 632 
9/06/2022	 143 	 34 	 1 	 24 	 431 	 634 
10/06/2022	 143 	 34 	 1 	 24 	 433 	 636 
14/06/2022	 146 	 34 	 1 	 24 	 436 	 641 
15/06/2022	 146 	 34 	 1 	 24 	 438 	 643 
16/06/2022	 146 	 34 	 1 	 24 	 439 	 644 
17/06/2022	 146 	 34 	 1 	 25 	 440 	 646 
20/06/2022	 146 	 34 	 1 	 25 	 440 	 646 
21/06/2022	 146 	 35 	 1 	 25 	 440 	 646 
22/06/2022	 147 	 35 	 1 	 25 	 440 	 647 
23/06/2022	 147 	 35 	 1 	 25 	 441 	 648 
24/06/2022	 147 	 35 	 1 	 25 	 442 	 649 
27/06/2022	 147 	 35 	 1 	 25 	 443 	 650 
28/06/2022	 147 	 35 	 1 	 25 	 443 	 650 
29/06/2022	 147 	 35 	 1 	 25 	 443 	 651 
30/06/2022	 146 	 35 	 1 	 26 	 443 	 651 
1/07/2022	 130 	 28 	 1 	 26 	 444 	 630 
4/07/2022	 130 	 29 	 1 	 26 	 446 	 631 
5/07/2022	 131 	 29 	 1 	 15 	 445 	 621 
6/07/2022	 131 	 29 	 1 	 9 	 446 	 615 
7/07/2022	 131 	 29 	 1 	 9 	 447 	 616 
8/07/2022	 131 	 29 	 1 	 9 	 447 	 616 
11/07/2022	 131 	 29 	 1 	 9 	 448 	 617 
12/07/2022	 131 	 29 	 1 	 9 	 448 	 618 
13/07/2022	 131 	 29 	 1 	 9 	 448 	 618 
14/07/2022	 131 	 29 	 1 	 9 	 449 	 619 
15/07/2022	 132 	 29 	 1 	 9 	 450 	 621 
18/07/2022	 132 	 29 	 1 	 9 	 451 	 622 
19/07/2022	 132 	 29 	 1 	 9 	 451 	 622 
20/07/2022	 132 	 29 	 1 	 9 	 451 	 623 
21/07/2022	 132 	 29 	 1 	 9 	 452 	 623 
22/07/2022	 132 	 29 	 1 	 9 	 452 	 623 
25/07/2022	 131 	 29 	 1 	 9 	 453 	 623 
26/07/2022	 132 	 29 	 1 	 9 	 455 	 626 
27/07/2022	 131 	 29 	 1 	 9 	 456 	 626 
28/07/2022	 132 	 29 	 1 	 10 	 457 	 627 
29/07/2022	 132 	 29 	 1 	 10 	 457 	 628 
1/08/2022	 132 	 29 	 1 	 10 	 457 	 629 
2/08/2022	 133 	 30 	 1 	 10 	 458 	 630 
3/08/2022	 133 	 30 	 1 	 10 	 460 	 633 
4/08/2022	 134 	 30 	 1 	 10 	 460 	 634 
5/08/2022	 134 	 30 	 1 	 10 	 462 	 637 
8/08/2022	 135 	 30 	 1 	 10 	 463 	 639 
9/08/2022	 135 	 30 	 1 	 11 	 464 	 641 
10/08/2022	 135 	 30 	 1 	 11 	 466 	 644 
11/08/2022	 136 	 30 	 1 	 12 	 466 	 644 
12/08/2022	 136 	 30 	 1 	 12 	 467 	 646 
15/08/2022	 136 	 30 	 1 	 12 	 467 	 646 
16/08/2022	 136 	 30 	 1 	 12 	 468 	 647 
17/08/2022	 137 	 30 	 1 	 12 	 469 	 648 
18/08/2022	 137 	 31 	 1 	 12 	 470 	 649 
19/08/2022	 137 	 30 	 1 	 12 	 471 	 650 
22/08/2022	 137 	 30 	 1 	 12 	 472 	 652 
23/08/2022	 137 	 31 	 1 	 12 	 473 	 653 
24/08/2022	 137 	 31 	 1 	 12 	 473 	 653 
25/08/2022	 137 	 31 	 1 	 12 	 476 	 657 
26/08/2022	 138 	 31 	 1 	 12 	 477 	 658 
29/08/2022	 138 	 31 	 1 	 12 	 478 	 660 
30/08/2022	 138 	 31 	 1 	 12 	 480 	 662 
31/08/2022	 139 	 31 	 1 	 12 	 482 	 664 
1/09/2022	 139 	 31 	 1 	 12 	 482 	 665 
2/09/2022	 139 	 31 	 1 	 12 	 484 	 666 
5/09/2022	 139 	 31 	 1 	 12 	 484 	 667 
6/09/2022	 139 	 31 	 1 	 12 	 485 	 668 
7/09/2022	 139 	 31 	 1 	 12 	 487 	 670 
8/09/2022	 139 	 31 	 1 	 12 	 490 	 673 
9/09/2022	 140 	 31 	 1 	 12 	 492 	 676 
12/09/2022	 141 	 31 	 1 	 12 	 497 	 682 
13/09/2022	 141 	 31 	 1 	 12 	 498 	 683 
14/09/2022	 142 	 31 	 1 	 12 	 497 	 683 
15/09/2022	 141 	 31 	 1 	 12 	 498 	 683 
16/09/2022	 142 	 32 	 1 	 12 	 500 	 687 
19/09/2022	 141 	 32 	 1 	 12 	 500 	 686 
20/09/2022	 143 	 32 	 1 	 12 	 504 	 692 
21/09/2022	 143 	 32 	 1 	 12 	 504 	 692 
23/09/2022	 143 	 32 	 1 	 12 	 506 	 694 
26/09/2022	 143 	 32 	 1 	 12 	 506 	 694 
27/09/2022	 144 	 32 	 1 	 12 	 508 	 697 
28/09/2022	 144 	 32 	 1 	 12 	 509 	 697 
29/09/2022	 144 	 32 	 1 	 12 	 511 	 700 
30/09/2022	 144 	 32 	 1 	 12 	 512 	 702 
3/10/2022	 127 	 26 	 0 	 12 	 512 	 679 
4/10/2022	 128 	 26 	 0 	 12 	 513 	 680 
5/10/2022	 129 	 26 	 0 	 9 	 519 	 683 
6/10/2022	 130 	 26 	 0 	 8 	 526 	 691 
7/10/2022	 130 	 26 	 0 	 8 	 527 	 692 
10/10/2022	 131 	 26 	 0 	 8 	 532 	 698 
11/10/2022	 133 	 27 	 0 	 9 	 532 	 700 
12/10/2022	 133 	 27 	 0 	 9 	 533 	 702 
13/10/2022	 133 	 27 	 0 	 9 	 534 	 702 
14/10/2022	 133 	 27 	 0 	 9 	 534 	 703 
17/10/2022	 134 	 27 	 0 	 9 	 534 	 704 
18/10/2022	 134 	 27 	 0 	 9 	 534 	 704 
19/10/2022	 133 	 27 	 0 	 9 	 527 	 696 
20/10/2022	 133 	 27 	 0 	 10 	 534 	 705 
21/10/2022	 134 	 27 	 0 	 10 	 535 	 706 
24/10/2022	 134 	 27 	 0 	 10 	 535 	 706 
25/10/2022	 135 	 27 	 0 	 10 	 535 	 707 
26/10/2022	 135 	 27 	 0 	 10 	 536 	 708 
27/10/2022	 135 	 27 	 0 	 10 	 536 	 709 
28/10/2022	 135 	 27 	 0 	 10 	 537 	 710 
31/10/2022	 136 	 27 	 0 	 10 	 537 	 711 
1/11/2022	 136 	 27 	 0 	 10 	 537 	 712 
2/11/2022	 137 	 27 	 0 	 12 	 536 	 712 
3/11/2022	 137 	 27 	 0 	 12 	 537 	 714 
4/11/2022	 137 	 27 	 0 	 12 	 538 	 715 
7/11/2022	 137 	 27 	 0 	 12 	 539 	 717 
8/11/2022	 137 	 27 	 0 	 12 	 540 	 717 
9/11/2022	 138 	 28 	 0 	 12 	 541 	 720 
10/11/2022	 139 	 28 	 0 	 12 	 543 	 722 
11/11/2022	 139 	 28 	 0 	 12 	 543 	 723 
14/11/2022	 139 	 28 	 0 	 13 	 544 	 725 
15/11/2022	 141 	 28 	 0 	 13 	 544 	 725 
16/11/2022	 142 	 28 	 0 	 13 	 544 	 727 
17/11/2022	 144 	 28 	 0 	 13 	 541 	 726 
18/11/2022	 143 	 28 	 0 	 13 	 539 	 724 
21/11/2022	 148 	 28 	 0 	 13 	 455 	 645 
22/11/2022	 148 	 28 	 0 	 13 	 376 	 566 
23/11/2022	 148 	 28 	 0 	 13 	 376 	 566 
24/11/2022	 148 	 28 	 0 	 13 	 376 	 566 
25/11/2022	 148 	 28 	 0 	 13 	 377 	 567 
28/11/2022	 148 	 28 	 0 	 13 	 377 	 568 
29/11/2022	 147 	 29 	 0 	 13 	 377 	 566 
30/11/2022	 147 	 29 	 0 	 13 	 377 	 567 
1/12/2022	 147 	 29 	 0 	 13 	 378 	 568 
2/12/2022	 147 	 29 	 0 	 13 	 378 	 568 
5/12/2022	 147 	 29 	 0 	 13 	 379 	 569 
6/12/2022	 147 	 29 	 0 	 13 	 379 	 569 
7/12/2022	 148 	 29 	 0 	 13 	 378 	 569 
8/12/2022	 148 	 29 	 0 	 13 	 378 	 570 
9/12/2022	 148 	 29 	 0 	 14 	 379 	 570 
12/12/2022	 148 	 29 	 0 	 14 	 382 	 573 
13/12/2022	 148 	 29 	 0 	 14 	 382 	 573 
14/12/2022	 148 	 29 	 0 	 14 	 384 	 575 
15/12/2022	 148 	 29 	 0 	 14 	 383 	 574 
16/12/2022	 147 	 29 	 0 	 14 	 383 	 574 
19/12/2022	 147 	 29 	 0 	 14 	 385 	 576 
20/12/2022	 147 	 29 	 0 	 14 	 386 	 577 
21/12/2022	 147 	 29 	 0 	 14 	 385 	 577 
22/12/2022	 148 	 29 	 0 	 14 	 385 	 576 
23/12/2022	 147 	 29 	 0 	 14 	 385 	 575 
28/12/2022	 147 	 30 	 0 	 14 	 385 	 576 
29/12/2022	 147 	 30 	 0 	 14 	 385 	 576 
30/12/2022	 147 	 30 	 0 	 14 	 385 	 576 
3/01/2023	 129 	 23 	 0 	 14 	 384 	 551 
4/01/2023	 129 	 24 	 0 	 14 	 387 	 554 
5/01/2023	 129 	 24 	 0 	 12 	 389 	 555 
6/01/2023	 130 	 24 	 0 	 9 	 391 	 553 
9/01/2023	 130 	 24 	 0 	 9 	 391 	 554 
10/01/2023	 131 	 24 	 0 	 9 	 392 	 556 
11/01/2023	 131 	 24 	 0 	 9 	 393 	 557 
12/01/2023	 132 	 24 	 0 	 9 	 395 	 561 
13/01/2023	 132 	 24 	 0 	 9 	 397 	 563 
16/01/2023	 132 	 24 	 0 	 9 	 397 	 562 
17/01/2023	 132 	 24 	 0 	 9 	 398 	 564 
18/01/2023	 131 	 24 	 0 	 9 	 402 	 566 
19/01/2023	 131 	 24 	 0 	 9 	 403 	 568 
20/01/2023	 131 	 24 	 0 	 9 	 403 	 568 
23/01/2023	 132 	 25 	 0 	 9 	 405 	 571 
24/01/2023	 132 	 25 	 0 	 9 	 409 	 576 
25/01/2023	 133 	 26 	 0 	 10 	 410 	 579 
27/01/2023	 133 	 26 	 0 	 11 	 411 	 581 
30/01/2023	 133 	 26 	 0 	 11 	 413 	 584 
31/01/2023	 134 	 26 	 0 	 12 	 418 	 590 
1/02/2023	 135 	 26 	 0 	 12 	 423 	 597 
2/02/2023	 136 	 26 	 0 	 12 	 424 	 598 
3/02/2023	 137 	 27 	 0 	 12 	 424 	 600 
6/02/2023	 137 	 27 	 0 	 12 	 425 	 601 
7/02/2023	 137 	 27 	 0 	 12 	 430 	 606 
8/02/2023	 137 	 27 	 0 	 12 	 430 	 606 
9/02/2023	 137 	 27 	 0 	 12 	 432 	 608 
10/02/2023	 137 	 27 	 0 	 12 	 432 	 608 
13/02/2023	 137 	 27 	 0 	 12 	 432 	 608 
14/02/2023	 137 	 27 	 0 	 12 	 432 	 609 
15/02/2023	 137 	 27 	 0 	 12 	 433 	 610 
16/02/2023	 138 	 27 	 0 	 12 	 434 	 612 
17/02/2023	 138 	 28 	 0 	 12 	 435 	 613 
20/02/2023	 137 	 28 	 0 	 12 	 435 	 612 
21/02/2023	 137 	 28 	 0 	 12 	 436 	 614 
22/02/2023	 137 	 29 	 0 	 12 	 437 	 615 
23/02/2023	 138 	 29 	 0 	 13 	 437 	 616 
24/02/2023	 139 	 29 	 0 	 13 	 437 	 619 
27/02/2023	 139 	 29 	 0 	 14 	 438 	 620 
28/02/2023	 139 	 29 	 0 	 15 	 439 	 623 
1/03/2023	 140 	 29 	 0 	 16 	 441 	 626 
2/03/2023	 140 	 30 	 0 	 16 	 444 	 630 
3/03/2023	 141 	 30 	 0 	 16 	 446 	 633 
6/03/2023	 141 	 30 	 0 	 16 	 446 	 633 
7/03/2023	 141 	 30 	 0 	 16 	 447 	 634 
8/03/2023	 142 	 30 	 0 	 16 	 448 	 636 
9/03/2023	 142 	 30 	 0 	 16 	 449 	 638 
10/03/2023	 143 	 30 	 0 	 16 	 451 	 640 
13/03/2023	 143 	 30 	 0 	 16 	 451 	 641 
14/03/2023	 143 	 30 	 0 	 16 	 453 	 643 
15/03/2023	 143 	 31 	 0 	 16 	 455 	 645 
16/03/2023	 143 	 31 	 0 	 17 	 456 	 647 
17/03/2023	 144 	 31 	 0 	 17 	 458 	 650 
20/03/2023	 142 	 31 	 0 	 17 	 456 	 646 
21/03/2023	 142 	 31 	 0 	 17 	 456 	 647 
22/03/2023	 142 	 31 	 0 	 18 	 457 	 649 
23/03/2023	 143 	 31 	 0 	 18 	 458 	 650 
24/03/2023	 143 	 31 	 0 	 18 	 458 	 650 
27/03/2023	 143 	 31 	 0 	 19 	 458 	 652 
28/03/2023	 143 	 32 	 0 	 20 	 458 	 654 
29/03/2023	 143 	 32 	 0 	 20 	 459 	 654 
30/03/2023	 143 	 32 	 0 	 21 	 459 	 656 
31/03/2023	 144 	 32 	 0 	 21 	 460 	 657 
3/04/2023	 123 	 26 	 0 	 22 	 461 	 633 
4/04/2023	 123 	 27 	 0 	 22 	 463 	 636 
5/04/2023	 123 	 27 	 0 	 18 	 465 	 634 
6/04/2023	 123 	 27 	 0 	 16 	 467 	 633 
11/04/2023	 123 	 27 	 0 	 16 	 467 	 633 
12/04/2023	 124 	 27 	 0 	 16 	 468 	 634 
13/04/2023	 124 	 27 	 0 	 16 	 476 	 643 
14/04/2023	 124 	 27 	 0 	 16 	 477 	 645 
17/04/2023	 124 	 27 	 0 	 16 	 478 	 645 
18/04/2023	 124 	 27 	 0 	 16 	 479 	 647 
19/04/2023	 123 	 27 	 0 	 16 	 478 	 645 
20/04/2023	 123 	 27 	 0 	 16 	 478 	 645 
21/04/2023	 123 	 27 	 0 	 16 	 478 	 645 
24/04/2023	 123 	 27 	 0 	 16 	 479 	 646 
26/04/2023	 123 	 27 	 0 	 16 	 480 	 647 
27/04/2023	 124 	 28 	 0 	 16 	 483 	 650 
28/04/2023	 124 	 28 	 0 	 16 	 484 	 651 
1/05/2023	 124 	 28 	 0 	 16 	 486 	 653 
2/05/2023	 124 	 28 	 0 	 16 	 487 	 655 
3/05/2023	 125 	 28 	 0 	 16 	 489 	 659 
4/05/2023	 125 	 28 	 0 	 16 	 490 	 660 
5/05/2023	 125 	 28 	 0 	 16 	 490 	 660 
8/05/2023	 126 	 28 	 0 	 16 	 491 	 662 
9/05/2023	 126 	 28 	 0 	 16 	 491 	 662 
10/05/2023	 126 	 28 	 0 	 16 	 492 	 662 
11/05/2023	 126 	 28 	 0 	 16 	 493 	 664 
12/05/2023	 127 	 28 	 0 	 17 	 494 	 666 
15/05/2023	 127 	 28 	 0 	 17 	 493 	 665 
16/05/2023	 128 	 28 	 0 	 17 	 490 	 664 
17/05/2023	 132 	 28 	 0 	 18 	 481 	 659 
18/05/2023	 137 	 29 	 0 	 19 	 473 	 658 
19/05/2023	 137 	 29 	 0 	 19 	 392 	 577 
22/05/2023	 134 	 29 	 0 	 19 	 297 	 478 
23/05/2023	 134 	 29 	 0 	 19 	 297 	 479 
24/05/2023	 134 	 29 	 0 	 20 	 297 	 480 
25/05/2023	 134 	 29 	 0 	 20 	 301 	 484 
26/05/2023	 134 	 29 	 0 	 20 	 302 	 485 
29/05/2023	 135 	 29 	 0 	 20 	 303 	 486 
30/05/2023	 135 	 29 	 0 	 20 	 304 	 488 
31/05/2023	 135 	 29 	 0 	 20 	 305 	 489 
1/06/2023	 135 	 29 	 0 	 20 	 307 	 492 
2/06/2023	 136 	 29 	 0 	 20 	 309 	 495 
5/06/2023	 136 	 29 	 0 	 20 	 309 	 494 
6/06/2023	 136 	 29 	 0 	 20 	 310 	 495 
7/06/2023	 136 	 29 	 0 	 20 	 312 	 497 
8/06/2023	 136 	 29 	 0 	 20 	 313 	 499 
9/06/2023	 136 	 29 	 0 	 20 	 313 	 499 
13/06/2023	 137 	 29 	 0 	 20 	 314 	 501 
14/06/2023	 137 	 29 	 0 	 21 	 314 	 501 
15/06/2023	 137 	 29 	 0 	 21 	 316 	 504 
16/06/2023	 137 	 29 	 0 	 21 	 318 	 506 
19/06/2023	 137 	 29 	 0 	 21 	 315 	 502 
20/06/2023	 135 	 29 	 0 	 21 	 315 	 501 
21/06/2023	 136 	 29 	 0 	 21 	 316 	 502 
22/06/2023	 136 	 29 	 0 	 21 	 318 	 505 
23/06/2023	 136 	 30 	 0 	 21 	 320 	 507 
26/06/2023	 136 	 30 	 0 	 22 	 320 	 507 
27/06/2023	 137 	 30 	 0 	 22 	 320 	 509 
28/06/2023	 137 	 30 	 0 	 23 	 321 	 511 
29/06/2023	 137 	 30 	 0 	 23 	 323 	 513 
30/06/2023	 137 	 30 	 0 	 23 	 324 	 514 
3/07/2023	 116 	 25 	 0 	 23 	 325 	 489 
4/07/2023	 116 	 25 	 0 	 23 	 325 	 490 
5/07/2023	 117 	 25 	 0 	 21 	 326 	 489 
6/07/2023	 117 	 26 	 0 	 17 	 327 	 486 
7/07/2023	 117 	 26 	 0 	 17 	 328 	 488 
10/07/2023	 118 	 26 	 0 	 17 	 328 	 489 
11/07/2023	 118 	 26 	 0 	 17 	 329 	 490 
12/07/2023	 118 	 26 	 0 	 17 	 331 	 493 
13/07/2023	 118 	 26 	 0 	 17 	 333 	 495 
14/07/2023	 118 	 26 	 0 	 17 	 333 	 495 
17/07/2023	 119 	 26 	 0 	 17 	 335 	 497 
18/07/2023	 119 	 27 	 0 	 17 	 338 	 501 
19/07/2023	 117 	 26 	 0 	 18 	 337 	 499 
20/07/2023	 118 	 27 	 0 	 18 	 337 	 499 
21/07/2023	 118 	 27 	 0 	 18 	 339 	 502 
24/07/2023	 118 	 27 	 0 	 18 	 341 	 505 
25/07/2023	 118 	 27 	 0 	 18 	 341 	 505 
26/07/2023	 118 	 28 	 0 	 18 	 343 	 507 
27/07/2023	 118 	 28 	 0 	 19 	 346 	 510 
28/07/2023	 118 	 28 	 0 	 19 	 348 	 513 
31/07/2023	 118 	 28 	 0 	 19 	 349 	 514 
1/08/2023	 118 	 28 	 0 	 19 	 350 	 514 
2/08/2023	 119 	 28 	 0 	 19 	 352 	 518 
3/08/2023	 119 	 28 	 0 	 19 	 352 	 519 
4/08/2023	 119 	 28 	 0 	 19 	 355 	 522 
7/08/2023	 119 	 29 	 0 	 19 	 356 	 523 
8/08/2023	 120 	 29 	 0 	 19 	 358 	 526 
9/08/2023	 120 	 29 	 0 	 19 	 359 	 528 
10/08/2023	 121 	 29 	 0 	 19 	 361 	 530 
11/08/2023	 121 	 29 	 0 	 19 	 363 	 532 
14/08/2023	 121 	 29 	 0 	 20 	 362 	 532 
15/08/2023	 121 	 29 	 0 	 20 	 362 	 532 
16/08/2023	 122 	 29 	 0 	 20 	 362 	 532 
17/08/2023	 122 	 29 	 0 	 20 	 362 	 533 
18/08/2023	 121 	 29 	 0 	 20 	 360 	 530 
21/08/2023	 121 	 29 	 0 	 20 	 360 	 530 
22/08/2023	 122 	 29 	 0 	 20 	 360 	 531 
23/08/2023	 122 	 29 	 0 	 20 	 364 	 536 
24/08/2023	 123 	 29 	 0 	 20 	 365 	 538 
25/08/2023	 123 	 30 	 0 	 20 	 366 	 539 
28/08/2023	 123 	 30 	 0 	 20 	 366 	 540 
29/08/2023	 123 	 30 	 0 	 20 	 368 	 541 
30/08/2023	 124 	 30 	 0 	 20 	 370 	 544 
31/08/2023	 124 	 30 	 0 	 21 	 373 	 547 
1/09/2023	 124 	 30 	 0 	 21 	 373 	 548 
4/09/2023	 124 	 30 	 0 	 21 	 374 	 550 
5/09/2023	 125 	 30 	 0 	 21 	 375 	 551 
6/09/2023	 125 	 31 	 0 	 21 	 378 	 555 
7/09/2023	 126 	 31 	 0 	 21 	 379 	 557 
8/09/2023	 126 	 31 	 0 	 21 	 380 	 558 
11/09/2023	 126 	 31 	 0 	 21 	 381 	 560 
12/09/2023	 127 	 31 	 0 	 21 	 382 	 562 
13/09/2023	 127 	 31 	 0 	 21 	 383 	 562 
14/09/2023	 127 	 31 	 0 	 21 	 383 	 562 
15/09/2023	 127 	 31 	 0 	 21 	 382 	 562 
18/09/2023	 127 	 31 	 0 	 21 	 382 	 562 
19/09/2023	 127 	 31 	 0 	 22 	 382 	 562 
20/09/2023	 127 	 31 	 0 	 22 	 382 	 563 
21/09/2023	 127 	 31 	 0 	 22 	 384 	 565 
22/09/2023	 128 	 31 	 0 	 22 	 386 	 567 
25/09/2023	 128 	 31 	 0 	 22 	 386 	 567 
26/09/2023	 128 	 31 	 0 	 22 	 386 	 568 
27/09/2023	 128 	 31 	 0 	 23 	 386 	 569 
28/09/2023	 129 	 32 	 0 	 23 	 386 	 569 
29/09/2023	 129 	 32 	 0 	 23 	 386 	 570 
2/10/2023	 109 	 27 	 0 	 23 	 386 	 545 
3/10/2023	 109 	 27 	 0 	 23 	 386 	 546 
4/10/2023	 110 	 27 	 0 	 19 	 387 	 542 
5/10/2023	 110 	 27 	 0 	 14 	 387 	 538 
6/10/2023	 110 	 27 	 0 	 15 	 387 	 539 
9/10/2023	 111 	 28 	 0 	 15 	 387 	 539 
10/10/2023	 111 	 28 	 0 	 15 	 389 	 543 
11/10/2023	 111 	 28 	 0 	 15 	 391 	 544 
12/10/2023	 111 	 28 	 0 	 15 	 391 	 545 
13/10/2023	 112 	 28 	 0 	 16 	 392 	 547 
16/10/2023	 112 	 28 	 0 	 16 	 392 	 548 
17/10/2023	 112 	 28 	 0 	 16 	 393 	 549 
18/10/2023	 112 	 28 	 0 	 16 	 394 	 551 
19/10/2023	 112 	 28 	 0 	 16 	 398 	 554 
20/10/2023	 112 	 28 	 0 	 17 	 399 	 556 
23/10/2023	 113 	 28 	 0 	 17 	 399 	 557 
24/10/2023	 113 	 29 	 0 	 17 	 402 	 562 
25/10/2023	 114 	 29 	 0 	 17 	 406 	 565 
26/10/2023	 114 	 29 	 0 	 17 	 406 	 566 
27/10/2023	 114 	 29 	 0 	 17 	 408 	 568 
30/10/2023	 115 	 29 	 0 	 17 	 409 	 571 
31/10/2023	 115 	 29 	 0 	 17 	 413 	 575 
1/11/2023	 116 	 29 	 0 	 18 	 414 	 578 
2/11/2023	 117 	 30 	 0 	 18 	 415 	 580 
3/11/2023	 116 	 30 	 0 	 18 	 415 	 580 
6/11/2023	 116 	 30 	 0 	 18 	 414 	 578 
7/11/2023	 116 	 30 	 0 	 18 	 416 	 580 
8/11/2023	 116 	 30 	 0 	 18 	 416 	 581 
9/11/2023	 117 	 30 	 0 	 18 	 417 	 582 
10/11/2023	 117 	 30 	 0 	 18 	 418 	 583 
13/11/2023	 117 	 30 	 0 	 18 	 418 	 584 
14/11/2023	 118 	 31 	 0 	 18 	 419 	 586 
15/11/2023	 119 	 31 	 0 	 19 	 411 	 580 
16/11/2023	 119 	 31 	 0 	 19 	 410 	 579 
17/11/2023	 120 	 31 	 0 	 19 	 410 	 579 
20/11/2023	 130 	 31 	 0 	 19 	 329 	 509 
21/11/2023	 128 	 31 	 0 	 19 	 230 	 408 
22/11/2023	 128 	 31 	 0 	 19 	 231 	 409 
23/11/2023	 126 	 32 	 0 	 19 	 232 	 409 
24/11/2023	 127 	 32 	 0 	 19 	 234 	 411 
27/11/2023	 127 	 32 	 0 	 20 	 234 	 412 
28/11/2023	 127 	 32 	 0 	 20 	 234 	 414 
29/11/2023	 128 	 32 	 0 	 20 	 235 	 414 
30/11/2023	 128 	 32 	 0 	 20 	 236 	 417 
1/12/2023	 129 	 32 	 0 	 20 	 237 	 417 
4/12/2023	 129 	 32 	 0 	 20 	 237 	 419 
5/12/2023	 129 	 32 	 0 	 21 	 238 	 420 
6/12/2023	 130 	 33 	 0 	 22 	 240 	 425 
7/12/2023	 130 	 33 	 0 	 24 	 240 	 427 
8/12/2023	 129 	 34 	 0 	 25 	 241 	 429 
11/12/2023	 129 	 34 	 0 	 25 	 241 	 429 
12/12/2023	 129 	 34 	 0 	 25 	 243 	 431 
13/12/2023	 129 	 35 	 0 	 25 	 243 	 432 
14/12/2023	 129 	 35 	 0 	 25 	 244 	 433 
15/12/2023	 126 	 34 	 0 	 25 	 243 	 428 
18/12/2023	 126 	 34 	 0 	 25 	 243 	 428 
19/12/2023	 126 	 34 	 0 	 25 	 243 	 429 
20/12/2023	 126 	 35 	 0 	 26 	 244 	 430 
21/12/2023	 127 	 35 	 0 	 26 	 246 	 434 
22/12/2023	 127 	 35 	 0 	 27 	 247 	 436 
27/12/2023	 127 	 35 	 0 	 27 	 247 	 436 
28/12/2023	 127 	 35 	 0 	 27 	 247 	 436 
29/12/2023	 128 	 35 	 0 	 27 	 247 	 437 
2/01/2024	 106 	 29 	 0 	 27 	 248 	 410 
3/01/2024	 108 	 29 	 0 	 29 	 250 	 416 
4/01/2024	 109 	 29 	 0 	 26 	 253 	 417 
5/01/2024	 109 	 29 	 0 	 23 	 254 	 416 
8/01/2024	 110 	 29 	 0 	 23 	 256 	 419 
9/01/2024	 110 	 29 	 0 	 24 	 256 	 420 
10/01/2024	 110 	 30 	 0 	 25 	 257 	 421 
11/01/2024	 110 	 30 	 0 	 25 	 257 	 422 
12/01/2024	 111 	 30 	 0 	 25 	 259 	 424 
15/01/2024	 111 	 30 	 0 	 25 	 261 	 428 
16/01/2024	 112 	 30 	 0 	 25 	 262 	 429 
17/01/2024	 112 	 30 	 0 	 25 	 263 	 430 
18/01/2024	 112 	 30 	 0 	 25 	 264 	 432 
19/01/2024	 112 	 31 	 0 	 25 	 265 	 433 
22/01/2024	 113 	 31 	 0 	 26 	 264 	 433 
23/01/2024	 113 	 31 	 0 	 26 	 263 	 433 
24/01/2024	 113 	 31 	 0 	 26 	 265 	 435 
25/01/2024	 114 	 31 	 0 	 26 	 266 	 437 
29/01/2024	 114 	 31 	 0 	 26 	 266 	 438 
30/01/2024	 114 	 32 	 0 	 28 	 266 	 441 
31/01/2024	 115 	 32 	 0 	 29 	 267 	 443 
1/02/2024	 115 	 32 	 0 	 30 	 267 	 444 
2/02/2024	 116 	 33 	 0 	 31 	 266 	 445 
5/02/2024	 116 	 33 	 0 	 31 	 267 	 447 
6/02/2024	 117 	 33 	 0 	 31 	 269 	 450 
7/02/2024	 118 	 33 	 0 	 31 	 271 	 453 
8/02/2024	 119 	 34 	 0 	 31 	 274 	 458 
9/02/2024	 119 	 34 	 0 	 32 	 274 	 459 
12/02/2024	 120 	 34 	 0 	 32 	 275 	 460 
